PooledFundId,AllocationYear,ReportApprovedDate,AllocationtypeId,AllocationSourceId,OrganizationType,NumbofProjects,TotalNumbPartners,Budget,TargetedMen,TargetedWomen,TargetedBoys,TargetedGirls,ReachedMen,ReachedWomen,ReachedBoys,ReachedGirls,DisabledMen,DisabledWomen,DisabledBoys,DisabledGirls,ReachedDisabledMen,ReachedDisabledWomen,ReachedDisabledBoys,ReachedDisabledGirls
1,2021,2023-10-03,4823,1,1,1,1.0,700000.0,5454.0,5034.0,16360.0,15102.0,17659.0,15699.0,27366.0,20568.0,,,2555.0,2359.0,,,616.0,342.0
1,2021,2023-10-04,4923,2,1,1,1.0,607013.2,796.0,294.0,2320.0,3480.0,625.0,509.0,2225.0,3697.0,,,40.0,50.0,,,45.0,57.0
1,2021,2023-10-08,4923,2,1,1,1.0,1000000.0,10270.0,9480.0,28440.0,30810.0,11565.0,14954.0,45341.0,37282.0,,,4930.0,4550.0,,,1227.0,910.0
1,2021,2023-10-22,4923,2,1,2,2.0,1180145.95,30018.0,31217.0,24014.0,22213.0,32018.0,41213.0,33035.0,20366.0,1145.0,1326.0,907.0,853.0,669.0,651.0,376.0,381.0
1,2021,2023-10-24,4923,2,1,1,1.0,3587734.88,,20270.0,30359.0,29168.0,,50484.0,67863.0,65202.0,,608.0,911.0,875.0,,12389.0,18832.0,18337.0
1,2021,2023-11-10,4823,1,1,1,1.0,746415.52,125.0,125.0,3750.0,3750.0,110.0,140.0,3300.0,4200.0,1.0,1.0,25.0,25.0,1.0,,30.0,10.0
1,2021,2023-11-11,4923,2,2,1,1.0,475884.64,3420.0,3292.0,3290.0,3158.0,3850.0,3701.0,3701.0,3553.0,80.0,75.0,45.0,45.0,73.0,32.0,43.0,33.0
1,2021,2023-11-28,4923,2,2,1,1.0,485022.04,,2835.0,4337.0,4337.0,9574.0,17836.0,8750.0,8674.0,,82.0,126.0,126.0,,50.0,70.0,65.0
1,2021,2023-12-14,4923,2,2,1,1.0,1938500.03,2455.0,2455.0,5049.0,5049.0,2527.0,2858.0,4721.0,4808.0,90.0,90.0,60.0,60.0,90.0,90.0,60.0,60.0
1,2021,2023-12-18,4923,2,2,1,1.0,619885.24,84.0,126.0,2520.0,3780.0,125.0,85.0,2495.0,3805.0,1.0,1.0,20.0,20.0,1.0,,8.0,6.0
1,2021,2023-12-21,4923,2,3,1,1.0,836337.94,1239.0,874.0,1349.0,1228.0,1239.0,874.0,1349.0,1228.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,2021,2023-12-29,4923,2,3,1,1.0,1248755.85,3150.0,3150.0,3199.0,3199.0,3150.0,3150.0,3199.0,3199.0,368.0,342.0,292.0,267.0,368.0,342.0,292.0,267.0
1,2021,2024-02-06,4823,1,3,1,1.0,499918.08,13906.0,12890.0,11974.0,11230.0,10230.0,10819.0,11601.0,11556.0,1530.0,1418.0,1317.0,1235.0,1125.0,1190.0,1267.0,1271.0
1,2021,2024-02-10,4823,1,3,1,1.0,886138.01,12362.0,12424.0,18434.0,18744.0,16487.0,16154.0,22115.0,20796.0,331.0,339.0,498.0,506.0,439.0,427.0,519.0,559.0
1,2021,2024-02-10,4923,2,3,1,1.0,500000.01,13308.0,19332.0,4000.0,4000.0,7898.0,13825.0,8517.0,9563.0,1034.0,1708.0,332.0,340.0,1364.0,912.0,472.0,248.0
1,2021,2024-02-10,4923,2,1,1,1.0,2213961.5,23741.0,23860.0,35403.0,35996.0,29920.0,31131.0,43432.0,42907.0,636.0,651.0,956.0,972.0,1608.0,1769.0,2037.0,2116.0
1,2021,2024-03-07,4923,2,1,1,1.0,1306216.7,67438.0,82425.0,55177.0,67438.0,135889.0,62022.0,54255.0,30369.0,5395.0,6594.0,4414.0,5395.0,10871.0,4967.0,4340.0,2416.0
1,2021,2024-03-19,4823,1,1,1,1.0,316995.26,1623.0,1403.0,1895.0,1729.0,582.0,520.0,968.0,959.0,10.0,10.0,15.0,15.0,12.0,7.0,16.0,7.0
1,2021,2024-04-03,4923,2,1,1,1.0,265932.45,1793.0,1551.0,2095.0,1911.0,1466.0,1815.0,2788.0,2742.0,,,,,262.0,154.0,554.0,376.0
1,2021,2024-05-05,4923,2,1,2,1.0,596672.87,3960.0,3424.0,4625.0,4221.0,3829.0,3581.0,5377.0,5805.0,235.0,206.0,277.0,250.0,438.0,254.0,762.0,432.0
1,2021,2024-07-22,4923,2,1,1,1.0,861380.54,585.0,347.0,3150.0,4725.0,551.0,352.0,3068.0,4378.0,5.0,5.0,100.0,125.0,,,8.0,16.0
1,2022,2022-12-28,5123,2,1,1,1.0,247690.96,7604.0,7604.0,15181.0,15181.0,8305.0,8286.0,15423.0,14875.0,23.0,15.0,455.0,381.0,21.0,13.0,146.0,114.0
1,2022,2023-02-06,5023,1,1,2,2.0,993664.9299999999,4635.0,4178.0,14694.0,12767.0,7238.0,8460.0,16021.0,12709.0,89.0,70.0,366.0,324.0,203.0,299.0,943.0,732.0
1,2022,2023-02-06,5023,1,2,1,1.0,249995.12,31970.0,28780.0,20900.0,18800.0,37809.0,35139.0,28301.0,26291.0,883.0,770.0,580.0,537.0,,,2340.0,2447.0
1,2022,2023-02-06,5123,2,2,1,1.0,161771.81,308.0,308.0,924.0,616.0,1423.0,1366.0,1983.0,1761.0,15.0,15.0,46.0,30.0,50.0,48.0,69.0,62.0
1,2022,2023-02-06,5223,1,2,1,1.0,1336863.35,150.0,50.0,,,224.0,48.0,,,,,,,,,,
1,2022,2023-02-07,5023,1,1,2,2.0,721337.3300000001,6853.0,7108.0,869.0,833.0,6066.0,11732.0,1341.0,1108.0,575.0,600.0,73.0,70.0,96.0,95.0,20.0,10.0
1,2022,2023-02-07,5123,2,1,1,1.0,242310.16,2556.0,5984.0,2650.0,6210.0,5609.0,6637.0,5538.0,7045.0,30.0,70.0,30.0,70.0,24.0,13.0,21.0,35.0
1,2022,2023-03-05,5023,1,1,1,1.0,560260.56,1165.0,1460.0,2310.0,2450.0,1203.0,1623.0,2690.0,3196.0,100.0,50.0,80.0,30.0,147.0,44.0,27.0,18.0
1,2022,2023-05-20,5023,1,1,1,1.0,698600.12,912.0,912.0,1673.0,1571.0,826.0,1065.0,1814.0,1882.0,36.0,36.0,52.0,51.0,112.0,86.0,61.0,34.0
1,2022,2023-07-02,5023,1,1,1,1.0,699801.33,31567.0,47350.0,7892.0,11838.0,41712.0,46541.0,19221.0,18822.0,2652.0,3977.0,663.0,994.0,4089.0,4383.0,1849.0,1888.0
1,2022,2023-07-06,5323,1,1,1,1.0,248874.3,884.0,1115.0,845.0,999.0,670.0,774.0,1199.0,1229.0,12.0,18.0,22.0,24.0,7.0,8.0,12.0,13.0
1,2022,2023-07-07,5323,1,1,1,1.0,700000.0,2226.0,2137.0,2315.0,2226.0,2194.0,2173.0,4552.0,4206.0,176.0,169.0,191.0,169.0,196.0,189.0,48.0,46.0
1,2022,2023-07-10,5023,1,1,1,1.0,495579.06,4990.0,4727.0,8404.0,8142.0,5411.0,4875.0,8276.0,7731.0,263.0,249.0,442.0,428.0,390.0,315.0,360.0,317.0
1,2022,2023-07-13,5023,1,1,1,1.0,596039.94,17340.0,34680.0,32368.0,31212.0,22971.0,47925.0,20672.0,23076.0,1543.0,3087.0,2881.0,2778.0,2067.0,3834.0,827.0,692.0
1,2022,2023-07-15,5023,1,1,1,1.0,805385.48,2292.0,3215.0,2536.0,2699.0,2360.0,2670.0,4264.0,3878.0,70.0,65.0,50.0,45.0,383.0,264.0,5.0,
1,2022,2023-07-15,5023,1,2,1,1.0,557531.2,1602.0,2035.0,1772.0,2031.0,972.0,1547.0,2744.0,3080.0,80.0,30.0,20.0,20.0,187.0,15.0,25.0,17.0
1,2022,2023-07-15,5123,2,2,2,2.0,652510.1799999999,1644.0,1974.0,2063.0,2306.0,1312.0,1572.0,3135.0,3288.0,100.0,45.0,37.0,32.0,57.0,11.0,19.0,7.0
1,2022,2023-07-16,5123,2,2,1,1.0,283985.4,574.0,574.0,1053.0,991.0,574.0,574.0,1053.0,991.0,12.0,11.0,22.0,19.0,12.0,11.0,22.0,19.0
1,2022,2023-07-17,5023,1,2,1,1.0,600741.5,453.0,506.0,749.0,764.0,453.0,504.0,748.0,764.0,47.0,47.0,31.0,31.0,20.0,,,
1,2022,2023-07-17,5023,1,3,1,1.0,267481.81,3000.0,3200.0,200.0,200.0,1259.0,2710.0,177.0,2503.0,300.0,160.0,50.0,50.0,173.0,85.0,26.0,17.0
1,2022,2023-07-17,5123,2,3,2,1.0,1666323.6400000001,6019.0,6021.0,4014.0,4015.0,3833.0,5172.0,7099.0,6460.0,126.0,126.0,84.0,84.0,285.0,294.0,72.0,85.0
1,2022,2023-07-17,5123,2,3,1,1.0,476678.58,850.0,890.0,1620.0,1645.0,863.0,892.0,1887.0,1989.0,60.0,20.0,20.0,10.0,71.0,19.0,32.0,17.0
1,2022,2023-07-17,5323,1,1,1,1.0,901914.93,5620.0,5628.0,7501.0,7501.0,4125.0,4479.0,9038.0,8512.0,40.0,40.0,60.0,60.0,43.0,37.0,71.0,64.0
1,2022,2023-07-18,5023,1,1,1,1.0,191500.0,,1367.0,,911.0,,,,,,115.0,,76.0,,,,
1,2022,2023-07-19,5223,1,1,1,1.0,462520.71,7268.0,7218.0,7670.0,8421.0,345.0,138.0,,,,,,,,,,
1,2022,2023-07-20,5023,1,1,2,1.0,1212000.0,3034.0,5379.0,3155.0,4678.0,2519.0,5806.0,3346.0,4597.0,255.0,452.0,275.0,383.0,243.0,709.0,104.0,88.0
1,2022,2023-07-26,5123,2,1,1,1.0,374874.18,669.0,669.0,1003.0,1005.0,884.0,883.0,1325.0,1325.0,15.0,6.0,9.0,4.0,37.0,16.0,36.0,36.0
1,2022,2023-07-29,5123,2,1,2,2.0,691837.0700000001,946.0,6696.0,7032.0,7031.0,1685.0,14688.0,7624.0,6476.0,38.0,338.0,182.0,181.0,35.0,213.0,116.0,118.0
1,2022,2023-07-30,5323,1,1,1,1.0,494904.29,1229.0,1720.0,2786.0,2455.0,1229.0,1720.0,2786.0,2455.0,25.0,34.0,56.0,49.0,25.0,34.0,56.0,49.0
1,2022,2023-08-06,5323,1,1,1,1.0,204089.66,56.0,1363.0,1351.0,1478.0,151.0,1531.0,1767.0,2243.0,,234.0,187.0,148.0,,240.0,185.0,160.0
1,2022,2023-09-03,5123,2,1,1,1.0,625097.21,2266.0,3173.0,1813.0,1813.0,2278.0,3162.0,1815.0,1810.0,68.0,95.0,55.0,54.0,137.0,113.0,97.0,94.0
1,2022,2023-09-11,5223,1,1,1,1.0,885391.31,59631.0,48789.0,32109.0,26271.0,76378.0,47065.0,35613.0,29566.0,5009.0,4098.0,2697.0,2207.0,6110.0,3765.0,2849.0,2365.0
1,2022,2023-09-12,5323,1,1,2,1.0,991555.56,4843.0,4843.0,3228.0,3228.0,4862.0,4826.0,3245.0,3209.0,146.0,146.0,97.0,97.0,157.0,149.0,93.0,89.0
1,2022,2023-09-21,5023,1,1,2,2.0,704958.27,17129.0,21389.0,4094.0,5040.0,10692.0,32913.0,9667.0,11648.0,1415.0,1767.0,310.0,383.0,400.0,519.0,243.0,284.0
1,2022,2023-09-21,5123,2,1,1,1.0,624557.13,2063.0,1981.0,2421.0,2327.0,1434.0,1964.0,2952.0,2924.0,206.0,198.0,242.0,232.0,231.0,322.0,393.0,352.0
1,2022,2023-09-21,5323,1,1,1,1.0,700000.0,1785.0,2316.0,4252.0,4674.0,1769.0,2296.0,4208.0,4643.0,185.0,231.0,177.0,177.0,590.0,152.0,14.0,
1,2022,2023-09-21,5323,1,1,1,1.0,191628.12,,5910.0,4045.0,4045.0,,6603.0,4149.0,4367.0,,886.0,607.0,607.0,,26.0,37.0,19.0
1,2022,2023-09-22,5023,1,1,1,1.0,799999.99,2404.0,2404.0,2718.0,2927.0,1777.0,2075.0,2970.0,3179.0,65.0,65.0,79.0,73.0,86.0,86.0,104.0,97.0
1,2022,2023-09-22,5023,1,1,1,1.0,350626.2,10290.0,10290.0,6860.0,6860.0,10290.0,10290.0,6860.0,6860.0,531.0,531.0,326.0,326.0,24.0,32.0,10.0,16.0
1,2022,2023-09-22,5123,2,1,1,1.0,500096.6,6153.0,7754.0,5882.0,6951.0,6064.0,7795.0,5966.0,6989.0,180.0,55.0,234.0,65.0,187.0,62.0,198.0,77.0
1,2022,2023-09-22,5123,2,1,1,1.0,567287.25,1490.0,1635.0,2288.0,2987.0,891.0,1254.0,3771.0,5004.0,60.0,20.0,20.0,10.0,202.0,3.0,3.0,1.0
1,2022,2023-09-22,5323,1,1,2,2.0,1083088.52,7490.0,8189.0,4241.0,4643.0,7089.0,8204.0,4587.0,4869.0,408.0,404.0,169.0,156.0,426.0,410.0,156.0,136.0
1,2022,2023-09-23,5023,1,1,1,1.0,372354.96,8821.0,20580.0,9800.0,9800.0,12896.0,15496.0,10169.0,26663.0,741.0,1729.0,823.0,823.0,,,,
1,2022,2023-09-23,5023,1,2,1,1.0,508996.86,822.0,996.0,1170.0,1345.0,830.0,999.0,1190.0,1355.0,33.0,40.0,47.0,54.0,35.0,45.0,50.0,58.0
1,2022,2023-09-23,5123,2,2,1,1.0,674344.51,2205.0,2520.0,2730.0,3045.0,2725.0,2828.0,3809.0,4071.0,110.0,126.0,137.0,152.0,113.0,117.0,158.0,169.0
1,2022,2023-09-23,5123,2,2,1,1.0,491694.96,1578.0,1578.0,1921.0,1784.0,837.0,1005.0,2526.0,2813.0,58.0,58.0,70.0,65.0,27.0,32.0,81.0,90.0
1,2022,2023-09-23,5123,2,2,1,1.0,249776.82,2032.0,1659.0,1120.0,1286.0,7456.0,2687.0,2222.0,1116.0,82.0,97.0,103.0,118.0,56.0,12.0,25.0,12.0
1,2022,2023-09-23,5223,1,2,1,1.0,284999.91,1840.0,1850.0,525.0,525.0,1688.0,1807.0,1069.0,706.0,728.0,828.0,505.0,505.0,473.0,557.0,116.0,86.0
1,2022,2023-09-23,5323,1,2,1,1.0,700000.0,3436.0,3436.0,2291.0,2290.0,4661.0,4810.0,2425.0,2330.0,137.0,137.0,92.0,92.0,242.0,77.0,132.0,80.0
1,2022,2023-09-23,5323,1,2,2,2.0,1131667.63,3655.0,3504.0,4878.0,4729.0,2978.0,3822.0,6377.0,6145.0,284.0,275.0,401.0,401.0,402.0,298.0,346.0,304.0
1,2022,2023-09-24,5023,1,2,1,1.0,300000.0,9000.0,9000.0,26050.0,25950.0,7343.0,8093.0,27611.0,26958.0,200.0,150.0,100.0,100.0,350.0,110.0,67.0,33.0
1,2022,2023-09-24,5023,1,2,1,1.0,14957502.18,50195.0,51287.0,61107.0,55650.0,105921.0,108224.0,128948.0,117434.0,9903.0,10119.0,12056.0,10980.0,28599.0,29220.0,34816.0,31707.0
1,2022,2023-09-24,5123,2,2,2,2.0,1171192.31,3805.0,4554.0,4083.0,4549.0,4692.0,5072.0,4959.0,4323.0,180.0,120.0,95.0,75.0,385.0,332.0,224.0,216.0
1,2022,2023-09-24,5123,2,2,4,2.0,2353026.19,5195.0,5886.0,6990.0,7575.0,4570.0,5509.0,7201.0,8097.0,179.0,235.0,273.0,300.0,227.0,307.0,200.0,221.0
1,2022,2023-09-24,5223,1,2,1,1.0,1379491.54,210.0,90.0,,,374.0,80.0,,,6.0,2.0,,,,,,
1,2022,2023-09-24,5323,1,2,2,2.0,1148898.06,6283.0,6172.0,3630.0,3579.0,4023.0,4557.0,7253.0,6994.0,283.0,277.0,281.0,274.0,423.0,38.0,,
1,2022,2023-09-25,5023,1,2,1,1.0,999855.41,3486.0,3341.0,3922.0,3776.0,2790.0,3236.0,5866.0,6164.0,203.0,194.0,228.0,219.0,167.0,17.0,9.0,9.0
1,2022,2023-09-25,5123,2,2,2,1.0,1909327.6800000002,548.0,548.0,1005.0,944.0,1052.0,1140.0,2011.0,1908.0,30.0,20.0,35.0,25.0,2.0,3.0,4.0,1.0
1,2022,2023-09-25,5123,2,2,1,1.0,441182.5,984.0,1048.0,1969.0,2558.0,1189.0,1232.0,2146.0,3179.0,20.0,21.0,40.0,51.0,37.0,23.0,43.0,54.0
1,2022,2023-09-27,5023,1,2,1,1.0,490373.84,14151.0,40474.0,13358.0,13459.0,18173.0,86153.0,29122.0,31981.0,1188.0,3400.0,1122.0,1130.0,540.0,240.0,86.0,98.0
1,2022,2023-09-27,5123,2,2,1,1.0,570277.48,1222.0,1396.0,1513.0,1686.0,1936.0,2150.0,2531.0,2520.0,61.0,70.0,76.0,84.0,119.0,43.0,23.0,2.0
1,2022,2023-09-27,5323,1,2,1,1.0,698788.7,2284.0,2190.0,2570.0,2476.0,3485.0,3404.0,5312.0,5122.0,22.0,22.0,25.0,24.0,82.0,77.0,100.0,41.0
1,2022,2023-09-27,5323,1,2,2,1.0,640379.81,15855.0,15203.0,11130.0,10478.0,34980.0,38700.0,13423.0,12299.0,808.0,754.0,670.0,616.0,56.0,25.0,26.0,45.0
1,2022,2023-09-29,5123,2,2,1,1.0,461111.15,230.0,230.0,530.0,530.0,259.0,285.0,507.0,542.0,20.0,20.0,10.0,5.0,22.0,15.0,6.0,7.0
1,2022,2023-09-29,5323,1,3,2,1.0,1199746.21,13455.0,26911.0,897.0,3588.0,,,,,1134.0,2341.0,78.0,313.0,,,,
1,2022,2023-09-29,5323,1,3,2,2.0,1039346.4299999999,3280.0,4154.0,3367.0,3922.0,2702.0,2958.0,5367.0,5301.0,108.0,88.0,55.0,71.0,59.0,45.0,53.0,49.0
1,2022,2023-09-30,5323,1,1,3,3.0,2048648.58,15814.0,28091.0,8413.0,11130.0,3953.0,4502.0,7412.0,7618.0,1327.0,2390.0,500.0,705.0,719.0,268.0,331.0,316.0
1,2022,2023-09-30,5323,1,1,1,1.0,407807.66,29621.0,30819.0,13287.0,13829.0,15782.0,22613.0,7045.0,6900.0,2484.0,2586.0,1116.0,1162.0,1432.0,1138.0,387.0,343.0
1,2022,2023-10-01,5123,2,1,4,4.0,2149379.5300000003,10419.0,10028.0,10242.0,11163.0,9993.0,7866.0,13394.0,11924.0,283.0,278.0,343.0,327.0,300.0,44.0,85.0,11.0
1,2022,2023-10-02,5023,1,1,1,1.0,286053.54,2360.0,1690.0,13950.0,8500.0,7275.0,5070.0,12329.0,7472.0,100.0,20.0,100.0,50.0,133.0,31.0,109.0,80.0
1,2022,2023-10-02,5123,2,2,2,1.0,1500000.0,2863.0,2864.0,3797.0,3797.0,3489.0,2763.0,3963.0,4082.0,162.0,162.0,216.0,216.0,195.0,82.0,77.0,63.0
1,2022,2023-10-02,5123,2,2,1,1.0,584789.24,1824.0,2240.0,1414.0,1804.0,1074.0,1510.0,2303.0,2500.0,80.0,50.0,20.0,20.0,51.0,28.0,17.0,5.0
1,2022,2023-10-02,5323,1,2,4,3.0,2544531.49,6195.0,6857.0,8460.0,8686.0,5720.0,7342.0,10276.0,10756.0,653.0,739.0,878.0,922.0,565.0,420.0,582.0,624.0
1,2022,2023-10-03,5323,1,2,1,1.0,692235.01,1792.0,1792.0,2376.0,2377.0,1130.0,1781.0,2714.0,3010.0,106.0,107.0,142.0,142.0,235.0,139.0,51.0,43.0
1,2022,2023-10-04,5123,2,2,1,1.0,479616.5,1074.0,1077.0,1426.0,1428.0,1482.0,1515.0,2387.0,2498.0,65.0,65.0,85.0,86.0,32.0,32.0,23.0,32.0
1,2022,2023-10-04,5323,1,2,1,1.0,628256.06,1254.0,1568.0,2430.0,2588.0,1386.0,1753.0,2460.0,2754.0,88.0,89.0,170.0,181.0,90.0,80.0,120.0,130.0
1,2022,2023-10-06,5123,2,3,1,1.0,405421.93,1818.0,1818.0,3204.0,3204.0,1962.0,1756.0,2640.0,3560.0,54.0,54.0,96.0,96.0,37.0,38.0,67.0,68.0
1,2022,2023-10-06,5123,2,3,3,3.0,1144124.27,6091.0,5816.0,10631.0,9811.0,6798.0,6734.0,10314.0,11622.0,164.0,210.0,285.0,311.0,122.0,147.0,115.0,139.0
1,2022,2023-10-06,5123,2,1,1,1.0,1270348.11,652.0,652.0,979.0,979.0,505.0,521.0,660.0,601.0,44.0,50.0,60.0,60.0,46.0,57.0,58.0,64.0
1,2022,2023-10-06,5323,1,1,1,1.0,699944.89,5507.0,8306.0,6690.0,8237.0,8880.0,8665.0,7931.0,8706.0,165.0,249.0,200.0,246.0,15.0,8.0,16.0,7.0
1,2022,2023-10-06,5323,1,3,1,1.0,1500000.01,,,9592.0,10206.0,,,8700.0,10640.0,,,1439.0,1531.0,,,1280.0,1570.0
1,2022,2023-10-08,5123,2,1,1,1.0,1000008.53,,,3517.0,4298.0,,,3341.0,4512.0,,,,,,,,
1,2022,2023-10-10,5123,2,2,1,1.0,650844.62,371.0,371.0,557.0,556.0,375.0,368.0,559.0,553.0,15.0,15.0,13.0,12.0,12.0,8.0,8.0,7.0
1,2022,2023-10-11,5023,1,1,1,1.0,499557.75,66559.0,66460.0,122067.0,124967.0,77194.0,79424.0,147516.0,149405.0,783.0,27.0,599.0,92.0,77.0,13.0,146.0,32.0
1,2022,2023-10-11,5123,2,1,1,1.0,719861.76,11592.0,11592.0,7728.0,7728.0,11649.0,11518.0,7821.0,7652.0,348.0,348.0,232.0,232.0,361.0,357.0,254.0,239.0
1,2022,2023-10-11,5323,1,1,4,3.0,2102732.04,6129.0,6845.0,9102.0,9634.0,6123.0,6375.0,10141.0,11132.0,401.0,341.0,223.0,237.0,441.0,367.0,228.0,199.0
1,2022,2023-10-12,5323,1,1,1,1.0,665748.31,19976.0,27888.0,10386.0,12134.0,21972.0,26518.0,10955.0,11174.0,1856.0,2784.0,464.0,696.0,1912.0,2307.0,953.0,972.0
1,2022,2023-10-15,5123,2,2,1,1.0,508339.22,,,1967.0,2056.0,,,6205.0,5960.0,,,103.0,98.0,,,310.0,298.0
1,2022,2023-10-22,5023,1,2,1,1.0,687432.24,8700.0,8100.0,6900.0,6300.0,20738.0,19308.0,16447.0,15017.0,261.0,243.0,207.0,189.0,688.0,797.0,1054.0,1032.0
1,2022,2023-10-22,5123,2,2,2,2.0,6185089.02,29594.0,29723.0,42715.0,42070.0,28989.0,29156.0,41337.0,40503.0,1407.0,1432.0,1779.0,1652.0,2283.0,2328.0,2839.0,2614.0
1,2022,2023-10-22,5323,1,2,4,3.0,2206831.99,12560.0,41123.0,17190.0,16039.0,21826.0,93522.0,24974.0,25916.0,873.0,3131.0,917.0,871.0,616.0,2702.0,669.0,766.0
1,2022,2023-10-22,5323,1,3,2,2.0,4344968.69,93498.0,161156.0,112491.0,123856.0,109289.0,108600.0,147811.0,144404.0,14190.0,13296.0,5900.0,6853.0,7216.0,9343.0,11002.0,11905.0
1,2022,2023-10-23,5023,1,3,1,1.0,1629999.84,,9466.0,15567.0,14956.0,,20949.0,19031.0,18284.0,,916.0,467.0,449.0,,5657.0,5138.0,4937.0
1,2022,2023-10-23,5123,2,1,1,1.0,989982.09,680.0,777.0,841.0,936.0,687.0,1020.0,1191.0,962.0,34.0,38.0,42.0,46.0,49.0,11.0,,
1,2022,2023-10-23,5123,2,2,1,1.0,6700001.91,24332.0,24861.0,29621.0,26977.0,47793.0,48832.0,58183.0,52989.0,4866.0,4972.0,5924.0,5395.0,12904.0,13185.0,15709.0,14307.0
1,2022,2023-10-23,5323,1,1,2,1.0,11944354.06,51843.0,67070.0,82494.0,75370.0,242609.0,247883.0,300327.0,273765.0,10229.0,10451.0,12452.0,11340.0,65504.0,66928.0,79744.0,72626.0
1,2022,2023-10-24,5023,1,1,1,1.0,373072.36,3428.0,3292.0,857.0,823.0,4226.0,5487.0,813.0,745.0,360.0,345.0,,,328.0,353.0,,
1,2022,2023-10-24,5123,2,1,1,1.0,769778.97,65.0,65.0,5000.0,5000.0,66.0,64.0,4680.0,5320.0,3.0,3.0,100.0,100.0,,,68.0,85.0
1,2022,2023-10-24,5323,1,1,1,1.0,966611.47,3289.0,3289.0,2192.0,2192.0,2150.0,2620.0,3204.0,3587.0,132.0,132.0,87.0,87.0,215.0,80.0,200.0,205.0
1,2022,2023-10-24,5323,1,1,1,1.0,524551.41,1407.0,1541.0,1876.0,1876.0,1014.0,1264.0,1630.0,1872.0,127.0,139.0,169.0,169.0,13.0,,5.0,3.0
1,2022,2023-10-25,5123,2,1,1,1.0,454943.23,67975.0,65347.0,30510.0,29314.0,58790.0,83388.0,52024.0,53041.0,5704.0,5481.0,2563.0,2462.0,6997.0,4300.0,2100.0,1678.0
1,2022,2023-10-30,5323,1,1,1,1.0,450214.13,31378.0,35021.0,65589.0,60795.0,50261.0,35956.0,69180.0,69180.0,100.0,50.0,40.0,40.0,1153.0,466.0,569.0,402.0
1,2022,2023-11-01,5323,1,1,1,1.0,371996.63,26200.0,28845.0,45463.0,42461.0,58592.0,32183.0,43000.0,43000.0,93.0,25.0,34.0,30.0,403.0,606.0,587.0,403.0
1,2022,2023-11-05,5123,2,1,1,1.0,564551.22,3650.0,3481.0,540.0,540.0,3650.0,3481.0,540.0,540.0,3650.0,3481.0,540.0,540.0,39.0,18.0,5.0,4.0
1,2022,2023-11-07,5323,1,2,1,1.0,1000000.0,20482.0,20482.0,26068.0,26068.0,20050.0,21649.0,32820.0,35801.0,614.0,485.0,782.0,782.0,74.0,39.0,41.0,37.0
1,2022,2023-11-10,5123,2,2,1,1.0,742181.0,1437.0,2156.0,2874.0,3592.0,2549.0,2448.0,2582.0,2480.0,65.0,62.0,50.0,45.0,65.0,62.0,50.0,45.0
1,2022,2023-11-10,5123,2,2,3,2.0,1706020.59,9271.0,9115.0,12890.0,12857.0,8143.0,9397.0,14645.0,14458.0,415.0,344.0,237.0,184.0,393.0,274.0,710.0,522.0
1,2022,2023-11-10,5223,1,2,1,1.0,474509.69,3520.0,3680.0,6370.0,6490.0,4261.0,4696.0,7271.0,6953.0,120.0,80.0,60.0,30.0,181.0,47.0,41.0,23.0
1,2022,2023-11-10,5323,1,2,2,2.0,1270402.4,5209.0,4958.0,2035.0,1784.0,9511.0,2686.0,3187.0,2230.0,422.0,402.0,134.0,116.0,575.0,541.0,143.0,55.0
1,2022,2023-11-10,5323,1,2,5,4.0,2500697.4699999997,15689.0,15196.0,12589.0,13609.0,16125.0,15602.0,18495.0,19964.0,700.0,662.0,567.0,623.0,1004.0,933.0,1201.0,899.0
1,2022,2023-11-11,5023,1,2,2,2.0,1470048.73,17824.0,17733.0,14159.0,14346.0,13976.0,21823.0,19074.0,20831.0,2027.0,2093.0,728.0,748.0,1281.0,1526.0,707.0,791.0
1,2022,2023-11-11,5123,2,2,1,1.0,736152.5,141.0,84.0,3675.0,3675.0,151.0,77.0,3123.0,4227.0,,,37.0,37.0,,,36.0,29.0
1,2022,2023-11-11,5323,1,2,1,1.0,643325.88,1650.0,2000.0,1800.0,2040.0,1232.0,1928.0,2961.0,4164.0,100.0,30.0,25.0,25.0,109.0,14.0,35.0,2.0
1,2022,2023-11-12,5123,2,3,1,1.0,596931.34,1446.0,1549.0,3614.0,3717.0,1529.0,2472.0,4070.0,5233.0,351.0,17.0,7.0,4.0,351.0,17.0,7.0,4.0
1,2022,2023-11-14,5123,2,3,2,2.0,1564430.05,4378.0,4359.0,5403.0,5557.0,4359.0,4411.0,5730.0,5489.0,315.0,289.0,344.0,338.0,142.0,74.0,64.0,47.0
1,2022,2023-11-14,5323,1,3,1,1.0,644629.25,49548.0,52935.0,81613.0,78397.0,55481.0,46206.0,55982.0,111964.0,100.0,50.0,40.0,40.0,523.0,338.0,238.0,166.0
1,2022,2023-11-15,5123,2,1,1,1.0,399964.03,49934.0,5090.0,40855.0,6221.0,49934.0,5090.0,40855.0,6221.0,6.0,5.0,8.0,3.0,8.0,6.0,10.0,5.0
1,2022,2023-11-15,5323,1,1,1,1.0,621148.0,3443.0,4356.0,,,3880.0,3926.0,134.0,79.0,749.0,811.0,,,150.0,64.0,,
