PooledFundId,AllocationYear,ReportApprovedDate,BeneficiaryTypeId,AllocationtypeId,AllocationSourceId,TargetMen,TargetWomen,TargetBoys,TargetGirls,ReachedMen,ReachedWomen,ReachedBoys,ReachedGirls
1,2018,2019-09-12,2.0,3223,1,1903.0,2220.0,3383.0,3066.0,,,,
1,2018,2019-09-12,3.0,3023,1,2608.0,2898.0,4637.0,4347.0,1365.0,1958.0,2961.0,2762.0
1,2018,2019-09-12,3.0,3223,1,19148.0,21784.0,33858.0,30197.0,19085.0,21329.0,28086.0,26736.0
1,2018,2019-09-12,3.0,3323,1,4279.0,5093.0,8457.0,7171.0,5700.0,6784.0,11265.0,9551.0
1,2018,2019-09-15,2.0,3323,1,47887.0,49960.0,65856.0,63586.0,63511.0,71488.0,75015.0,72717.0
1,2018,2019-09-15,3.0,3323,1,12677.0,13281.0,17506.0,16902.0,16883.0,19003.0,19940.0,19330.0
1,2018,2019-09-15,4.0,3323,1,34.0,20.0,,,,,,
1,2018,2019-09-18,2.0,2923,2,28614.0,34393.0,21773.0,23185.0,25636.0,40227.0,23381.0,25087.0
1,2018,2019-09-18,3.0,2923,2,6097.0,7186.0,4473.0,5152.0,3896.0,4753.0,2790.0,3640.0
1,2018,2019-09-18,4.0,2923,2,45.0,55.0,,,,,,
1,2018,2019-09-22,2.0,3123,1,19040.0,18564.0,4284.0,5712.0,18119.0,16700.0,6889.0,7403.0
1,2018,2019-10-01,2.0,2923,2,3080.0,1320.0,13200.0,13200.0,8782.0,10153.0,13742.0,13050.0
1,2018,2019-10-01,2.0,3023,1,13.0,1935.0,3271.0,3566.0,279.0,3159.0,5467.0,4564.0
1,2018,2019-10-01,3.0,2923,2,770.0,330.0,3300.0,3300.0,91.0,39.0,391.0,391.0
1,2018,2019-10-01,3.0,3023,1,,464.0,363.0,396.0,,,,
1,2018,2019-10-14,2.0,2623,2,2971.0,2908.0,1895.0,1511.0,4338.0,2946.0,2436.0,1991.0
1,2018,2019-10-14,3.0,2623,2,264.0,597.0,210.0,229.0,482.0,327.0,270.0,221.0
1,2018,2019-10-22,2.0,3323,1,6453.0,6175.0,1613.0,1544.0,11311.0,19605.0,7480.0,7403.0
1,2018,2019-10-22,3.0,3323,1,269.0,257.0,67.0,63.0,1652.0,1286.0,679.0,588.0
1,2018,2019-11-01,2.0,2623,2,115.0,120.0,865.0,901.0,,,144.0,127.0
