Year,ApplicationCode,EmergencyGroupID,EmergencyTypeID,Budget,WindowID,FirstProjectApprovedDate,LastProjectApprovedDate,CountryID
2008,08-RR-PRK-6591,2,12,857256.0,3,2008-09-26,2008-10-07,26
2008,08-RR-PRK-6591,3,6,540914.0,3,2008-09-26,2008-10-07,26
2008,08-RR-PSE-9392,3,8,4988364.0,3,2008-04-04,2008-04-04,73
2008,08-RR-SDN-10097,1,19,7093062.0,3,2008-05-08,2008-05-08,80
2008,08-RR-SDN-10102,1,19,2868336.0,3,2008-04-17,2008-04-17,80
2008,08-RR-SDN-10113,1,19,5053117.0,3,2008-06-25,2008-06-30,80
2008,08-RR-SDN-10127,1,19,1010739.0,3,2008-10-07,2008-10-07,80
2008,08-RR-SOM-10650,3,8,6039251.0,3,2008-06-18,2008-06-18,87
2008,08-RR-SOM-10661,6,27,2710392.0,3,2008-07-22,2008-07-22,87
2008,08-RR-SOM-10664,5,22,2972300.0,3,2008-10-13,2008-10-13,87
2008,08-RR-SYR-11298,1,16,4999654.0,3,2008-01-24,2008-01-24,91
2008,08-RR-SYR-11301,3,8,1966521.0,3,2008-09-26,2008-09-26,91
2008,08-RR-TCD-1828,1,16,4353540.0,3,2008-05-08,2008-05-08,19
2008,08-RR-TCD-1849,1,16,1154007.0,3,2008-08-05,2008-08-05,19
2008,08-RR-TGO-11784,3,8,2074049.0,3,2008-08-27,2008-09-03,94
2008,08-RR-TJK-11707,3,7,5237558.0,3,2008-02-21,2008-02-21,92
2008,08-RR-TJK-11719,3,13,410163.0,3,2008-04-23,2008-04-23,92
2008,08-RR-TJK-11722,3,8,1999516.0,3,2008-09-18,2008-10-13,92
2008,08-RR-TZA-11742,3,8,499958.0,3,2008-10-21,2008-10-21,99
2008,08-RR-UGA-11935,1,16,698978.0,3,2008-07-28,2008-07-28,97
2008,08-RR-UGA-11938,2,12,699968.0,3,2008-08-14,2008-08-20,97
2008,08-RR-UGA-11938,3,8,4282983.0,3,2008-08-14,2008-08-20,97
2008,08-RR-YEM-12065,1,16,3718109.0,3,2008-02-22,2008-02-22,105
2008,08-RR-YEM-12076,3,8,2529984.0,3,2008-10-22,2008-12-03,105
2008,08-RR-YEM-12085,3,6,1958754.0,3,2008-11-12,2008-11-17,105
2008,08-RR-ZWE-12565,3,8,1988368.0,3,2008-09-12,2008-10-24,107
2008,08-RR-ZWE-12866,3,8,5000107.0,3,2008-11-25,2008-11-25,107
2008,08-UF-AFG-39,1,19,4175162.12,4,2008-03-13,2008-03-13,1
2008,08-UF-AFG-54,3,8,4598922.0,4,2008-09-12,2008-09-12,1
2008,08-UF-BDI-722,1,16,3587934.0,4,2008-09-24,2008-10-09,14
2008,08-UF-BFA-575,3,8,3399999.0,4,2008-02-29,2008-02-29,13
2008,08-UF-CIV-4162,1,19,7002958.5,4,2008-03-20,2008-05-16,24
2008,08-UF-CMR-895,1,16,2000006.0,4,2008-02-27,2008-02-27,16
2008,08-UF-COD-3777,1,16,38106996.0,4,2008-03-19,2008-05-29,27
2008,08-UF-COG-3308,1,19,2011654.0,4,2008-03-26,2008-04-04,79
2008,08-UF-ETH-5154,6,27,9651153.0,4,2008-03-20,2008-04-22,36
2008,08-UF-IRQ-6070,1,19,5000001.0,4,2008-09-04,2008-09-04,49
2008,08-UF-KEN-12794,1,16,6406348.0,4,2008-03-10,2008-04-15,52
2008,08-UF-LKA-11018,2,12,1210211.0,4,2008-09-10,2008-10-27,89
2008,08-UF-LKA-11018,6,27,2478081.0,4,2008-09-10,2008-10-27,89
2008,08-UF-LKA-11018,3,8,307090.0,4,2008-09-10,2008-10-27,89
2008,08-UF-MLI-7122,2,12,3198971.51,4,2008-02-29,2008-02-29,61
2008,08-UF-MMR-7759,6,27,2019979.0,4,2008-03-14,2008-03-14,67
2008,08-UF-NER-8399,6,27,6499999.0,4,2008-02-29,2008-02-29,71
2008,08-UF-NPL-8218,6,27,5997698.0,4,2008-03-18,2008-03-20,69
2008,08-UF-PAK-8747,3,6,6808525.0,4,2008-02-29,2008-03-19,74
2008,08-UF-PRK-6581,6,27,1999884.0,4,2008-09-17,2008-10-14,26
2008,08-UF-SYR-11310,1,16,624741.0,4,2008-09-24,2008-10-21,91
2008,08-UF-TCD-1852,1,16,6766433.0,4,2008-10-09,2008-11-10,19
2008,08-UF-ZWE-12543,6,27,4245670.0,4,2008-03-07,2008-05-21,107
2008,08-UF-ZWE-12562,6,27,247987.48,4,2008-03-26,2008-03-26,107
2009,08-RR-KEN-6358,1,16,470800.0,3,2008-12-31,2009-01-07,52
2009,09-RR-AFG-67,3,7,4165567.0,3,2009-02-04,2009-03-06,1
2009,09-RR-AGO-224,3,6,2354123.0,3,2009-03-27,2009-03-31,3
2009,09-RR-BFA-14012,2,10,1650443.0,3,2009-05-19,2009-05-19,13
2009,09-RR-BFA-610,3,6,4877946.0,3,2009-10-12,2009-10-23,13
2009,09-RR-BTN-12875,3,1,463845.0,3,2009-10-07,2009-10-07,9
2009,09-RR-CAF-1265,5,22,187355.0,3,2009-02-24,2009-02-24,18
2009,09-RR-CIV-4215,2,12,412313.0,3,2009-12-18,2009-12-18,24
2009,09-RR-COD-13322,1,16,3000000.0,3,2009-05-14,2009-05-14,27
2009,09-RR-COD-3817,1,16,9950354.0,3,2009-05-26,2009-05-27,27
2009,09-RR-COD-3828,1,16,7016618.0,3,2009-07-16,2009-07-16,27
2009,09-RR-COG-3346,1,16,7948987.0,3,2009-12-16,2009-12-18,79
2009,09-RR-COL-2797,3,6,3135341.0,3,2009-01-08,2009-01-08,22
2009,09-RR-COL-2869,1,16,392068.0,3,2009-08-26,2009-08-26,22
2009,09-RR-CPV-1040,2,12,474338.0,3,2009-11-25,2009-11-25,17
2009,09-RR-GEO-5525,1,16,1000450.0,3,2009-12-02,2009-12-02,39
2009,09-RR-GIN-5709,6,27,1000000.0,3,2009-01-09,2009-01-09,43
2009,09-RR-GIN-5711,6,27,450000.0,3,2009-03-23,2009-03-23,43
2009,09-RR-GIN-5719,1,19,833261.0,3,2009-10-15,2009-11-09,43
2009,09-RR-GMB-5459,3,6,386544.0,3,2009-11-05,2009-11-05,38
2009,09-RR-GTM-5590,3,8,4999968.0,3,2009-09-30,2009-10-01,42
2009,09-RR-HND-6018,3,8,1271408.0,3,2009-12-21,2009-12-31,46
2009,09-RR-IDN-6037,3,1,6935731.0,3,2009-10-20,2009-11-18,48
2009,09-RR-IRQ-6073,2,12,1004837.0,3,2009-03-19,2009-03-19,49
2009,09-RR-KEN-6365,1,16,8616216.0,3,2009-05-12,2009-05-12,52
2009,09-RR-KEN-6379,1,16,4211339.0,3,2009-06-22,2009-06-22,52
2009,09-RR-KEN-6402,3,8,5000000.0,3,2009-12-10,2009-12-10,52
2009,09-RR-LAO-6930,3,5,3828517.0,3,2009-10-21,2009-10-26,54
2009,09-RR-LKA-11038,1,16,9998337.0,3,2009-02-20,2009-02-27,89
2009,09-RR-LKA-11053,1,19,11251940.0,3,2009-05-12,2009-05-13,89
2009,09-RR-LKA-11068,1,19,2256105.0,3,2009-10-27,2009-10-27,89
2009,09-RR-LSO-12905,3,8,574955.0,3,2009-02-19,2009-02-19,56
2009,09-RR-MDG-13114,3,8,6450994.0,3,2009-05-26,2009-05-26,59
2009,09-RR-MOZ-7664,3,13,547001.0,3,2009-04-20,2009-04-20,66
2009,09-RR-MRT-7352,3,8,2174497.0,3,2009-10-06,2009-10-08,63
2009,09-RR-MWI-13229,3,13,544860.0,3,2009-04-20,2009-04-20,60
2009,09-RR-NAM-8166,3,6,1144675.0,3,2009-03-31,2009-03-31,68
2009,09-RR-NAM-8166,3,5,155150.0,3,2009-03-31,2009-03-31,68
2009,09-RR-NER-12811,2,12,1237088.0,3,2009-03-18,2009-03-18,71
2009,09-RR-NER-12869,2,12,2607756.0,3,2009-09-02,2009-09-03,71
2009,09-RR-NER-13549,3,6,3692127.0,3,2009-10-02,2009-10-08,71
2009,09-RR-NER-8424,6,27,189142.0,3,2009-02-06,2009-02-06,71
2009,09-RR-NGA-8658,2,12,1279887.0,3,2009-05-01,2009-05-01,72
2009,09-RR-NIC-8334,3,5,2069776.0,3,2009-11-25,2009-12-10,70
2009,09-RR-NPL-13546,3,8,6000000.0,3,2009-12-18,2009-12-18,69
2009,09-RR-PAK-8828,1,16,8350187.0,3,2009-05-01,2009-05-08,74
2009,09-RR-PAK-8855,1,16,540212.0,3,2009-06-22,2009-06-22,74
2009,09-RR-PHL-9624,1,19,5150702.0,3,2009-07-24,2009-07-31,78
2009,09-RR-PHL-9640,3,6,6790230.0,3,2009-10-05,2009-10-05,78
2009,09-RR-PSE-9400,1,19,7034331.0,3,2009-01-13,2009-01-13,73
2009,09-RR-PSE-9406,1,19,2374724.0,3,2009-02-05,2009-03-23,73
2009,09-RR-SDN-10132,1,19,4978615.0,3,2009-04-16,2009-04-24,80
2009,09-RR-SDN-10149,1,19,12007414.0,3,2009-05-06,2009-05-13,80
2009,09-RR-SDN-10164,1,19,713527.0,3,2009-07-31,2009-07-31,80
2009,09-RR-SDN-10167,6,27,8120478.0,3,2009-09-25,2009-10-20,80
2009,09-RR-SLV-4818,3,5,2485827.0,3,2009-11-20,2009-11-24,34
2009,09-RR-SOM-10677,6,27,5093823.0,3,2009-08-18,2009-08-19,87
2009,09-RR-SOM-10686,6,27,12220646.0,3,2009-10-15,2009-10-26,87
2009,09-RR-SOM-10699,6,27,33219558.0,3,2009-12-30,2009-12-31,87
2009,09-RR-SWZ-11290,3,8,1320110.0,3,2009-12-07,2009-12-07,90
2009,09-RR-SYR-11329,3,8,3287464.0,3,2009-11-11,2009-11-16,91
2009,09-RR-TCD-1908,1,16,1998660.0,3,2009-05-22,2009-06-02,19
2009,09-RR-TZA-11745,2,12,589601.0,3,2009-05-01,2009-05-01,99
2009,09-RR-TZA-11748,3,6,144720.0,3,2009-12-02,2009-12-02,99
2009,09-RR-TZA-13936,3,13,781962.0,3,2009-04-20,2009-04-20,99
2009,09-RR-UGA-11947,1,16,1191321.0,3,2009-02-12,2009-02-12,97
2009,09-RR-YEM-12120,1,19,2621530.0,3,2009-08-13,2009-08-14,105
2009,09-RR-YEM-12132,1,19,342475.0,3,2009-11-09,2009-11-09,105
2009,09-RR-YEM-12135,1,16,763766.0,3,2009-12-24,2009-12-28,105
2009,09-RR-ZWE-12576,2,9,2485148.0,3,2009-01-29,2009-01-29,107
2009,09-RR-ZWE-12576,2,12,5414200.0,3,2009-01-29,2009-01-29,107
2009,09-UF-BDI-735,6,27,3956773.0,4,2009-04-20,2009-05-11,14
2009,09-UF-BFA-14019,3,8,1997535.0,4,2009-03-30,2009-03-30,13
2009,09-UF-CAF-1269,1,19,2787790.0,4,2009-09-29,2009-10-21,18
2009,09-UF-CIV-4204,1,16,2000003.0,4,2009-03-30,2009-05-05,24
2009,09-UF-COD-3834,1,16,10461001.0,4,2009-09-24,2009-10-06,27
2009,09-UF-COL-2829,1,16,4999979.0,4,2009-05-01,2009-05-11,22
2009,09-UF-DJI-4559,6,27,1996905.0,4,2009-04-17,2009-04-20,28
2009,09-UF-DJI-4572,6,27,1000015.0,4,2009-10-08,2009-10-08,28
2009,09-UF-DZA-175,1,19,1536000.0,4,2009-09-25,2009-09-30,2
2009,09-UF-ERI-4953,6,27,1999999.0,4,2009-04-09,2009-04-20,35
2009,09-UF-ERI-4960,6,27,1521259.0,4,2009-09-18,2009-09-18,35
2009,09-UF-ETH-5185,6,27,9666134.0,4,2009-04-27,2009-05-21,36
2009,09-UF-ETH-5198,6,27,5979264.0,4,2009-10-05,2009-10-08,36
2009,09-UF-GIN-5713,6,27,1171585.0,4,2009-09-16,2009-09-16,43
2009,09-UF-HTI-5839,3,6,4995766.0,4,2009-04-21,2009-04-30,45
2009,09-UF-KEN-6385,3,8,8038330.0,4,2009-09-16,2009-09-17,52
2009,09-UF-MMR-7792,2,12,2998439.0,4,2009-04-08,2009-04-27,67
2009,09-UF-NER-8427,1,16,3976342.0,4,2009-03-30,2009-05-05,71
2009,09-UF-PRK-6627,6,27,9999909.0,4,2009-04-07,2009-04-15,26
2009,09-UF-PRK-6638,6,27,8996794.0,4,2009-09-23,2009-09-29,26
2009,09-UF-SOM-10667,6,27,9999999.0,4,2009-03-30,2009-05-05,87
2009,09-UF-TCD-1945,1,16,5464388.0,4,2009-09-16,2009-09-17,19
2009,09-UF-YEM-12101,6,27,4705281.0,4,2009-04-30,2009-05-12,105
2009,09-UF-ZWE-12583,6,27,9982000.0,4,2009-04-08,2009-05-05,107
2009,09-UF-ZWE-12605,6,27,8926729.0,4,2009-10-07,2009-10-20,107
2010,09-RR-HND-6018,3,8,281597.0,3,2009-12-21,2010-01-11,46
2010,10-RR-BEN-383,3,6,4390369.0,3,2010-10-27,2010-10-29,8
2010,10-RR-BFA-635,3,6,1966070.0,3,2010-08-27,2010-08-30,13
2010,10-RR-BOL-453,3,5,2486524.0,3,2010-03-04,2010-03-05,10
2010,10-RR-BOL-476,3,8,2002541.0,3,2010-12-07,2010-12-08,10
2010,10-RR-CAF-1354,1,16,3102465.0,3,2010-04-20,2010-04-20,18
2010,10-RR-CHL-2661,3,1,10283575.0,3,2010-03-17,2010-03-18,20
2010,10-RR-CHN-2737,3,1,4719705.0,3,2010-04-30,2010-05-04,21
2010,10-RR-CMR-928,2,9,652684.0,3,2010-08-25,2010-08-25,16
2010,10-RR-COD-3876,1,16,5090973.0,3,2010-07-30,2010-08-11,27
2010,10-RR-COG-3485,2,12,2004794.0,3,2010-12-13,2010-12-13,79
2010,10-RR-COL-2904,3,5,3640647.0,3,2010-12-07,2010-12-08,22
2010,10-RR-DOM-4802,3,1,1941576.0,3,2010-01-29,2010-01-29,30
2010,10-RR-GEO-5533,3,13,293394.0,3,2010-06-15,2010-06-15,39
2010,10-RR-GMB-5463,3,6,563955.0,3,2010-11-26,2010-11-29,38
2010,10-RR-GTM-5597,3,5,3376068.0,3,2010-06-15,2010-06-21,42
2010,10-RR-HTI-13405,3,1,15099196.0,3,2010-01-26,2010-02-05,45
2010,10-RR-HTI-13419,3,1,10529963.0,3,2010-03-15,2010-03-17,45
2010,10-RR-HTI-5848,3,1,10935690.0,3,2010-01-15,2010-01-15,45
2010,10-RR-IRQ-6080,6,27,1500000.0,3,2010-12-09,2010-12-09,49
2010,10-RR-KEN-6419,1,16,10048510.0,3,2010-06-22,2010-06-22,52
2010,10-RR-KGZ-13453,2,12,86254.0,3,2010-06-30,2010-06-30,53
2010,10-RR-KGZ-6876,6,27,909816.0,3,2010-04-29,2010-05-03,53
2010,10-RR-KGZ-6886,1,19,9080420.0,3,2010-06-28,2010-06-30,53
2010,10-RR-LKA-11071,1,16,13753756.0,3,2010-03-30,2010-03-31,89
2010,10-RR-LKA-11085,1,16,1936948.0,3,2010-10-14,2010-10-18,89
2010,10-RR-LSO-12910,2,10,645959.0,3,2010-05-21,2010-05-21,56
2010,10-RR-MDG-13126,3,13,4725398.0,3,2010-08-31,2010-08-31,59
2010,10-RR-MLI-7127,3,8,1503989.0,3,2010-03-18,2010-03-22,61
2010,10-RR-MMR-7832,3,6,2438996.0,3,2010-07-16,2010-07-22,67
2010,10-RR-MMR-7858,3,5,6029657.0,3,2010-11-22,2010-11-29,67
2010,10-RR-MNG-7599,3,7,3556532.0,3,2010-02-25,2010-02-26,65
2010,10-RR-MOZ-7667,3,8,2624107.0,3,2010-01-11,2010-01-11,66
2010,10-RR-MRT-7363,3,8,1751722.0,3,2010-09-14,2010-09-20,63
2010,10-RR-NER-8451,3,8,13991081.0,3,2010-05-18,2010-06-08,71
2010,10-RR-NER-8465,3,8,15024435.0,3,2010-08-12,2010-08-12,71
2010,10-RR-NGA-8661,6,27,1999202.0,3,2010-08-27,2010-09-02,72
2010,10-RR-PAK-13630,3,6,13381573.0,3,2010-08-30,2010-09-02,74
2010,10-RR-PAK-8858,1,16,9852049.0,3,2010-04-05,2010-04-08,74
2010,10-RR-PAK-8880,3,6,16595962.0,3,2010-08-11,2010-08-12,74
2010,10-RR-PAK-8918,3,6,12003247.0,3,2010-10-27,2010-11-05,74
2010,10-RR-SDN-10174,6,27,22243311.0,3,2010-07-02,2010-08-12,80
2010,10-RR-SDN-10194,3,6,1613606.0,3,2010-10-27,2010-10-27,80
2010,10-RR-SEN-10564,2,10,268235.0,3,2010-02-11,2010-02-11,83
2010,10-RR-TCD-2027,3,8,3751801.0,3,2010-01-22,2010-01-26,19
2010,10-RR-TCD-2126,2,12,2744892.0,3,2010-04-01,2010-04-01,19
2010,10-RR-TCD-2223,2,9,1277832.0,3,2010-11-04,2010-11-05,19
2010,10-RR-TGO-11791,1,16,1231611.0,3,2010-07-21,2010-07-22,94
2010,10-RR-TGO-11798,3,6,1382064.0,3,2010-11-16,2010-11-19,94
2010,10-RR-TJK-11729,2,12,941309.0,3,2010-06-30,2010-07-02,92
2010,10-RR-UZB-12041,1,16,2079882.0,3,2010-07-09,2010-08-12,100
2010,10-RR-UZB-13939,2,12,901749.0,3,2010-06-30,2010-06-30,100
2010,10-RR-YEM-12157,1,19,375926.0,3,2010-06-04,2010-06-04,105
2010,10-RR-ZWE-12629,3,8,5000000.0,3,2010-01-14,2010-01-14,107
2010,10-RR-ZWE-12632,2,10,5439418.0,3,2010-04-28,2010-04-30,107
2010,10-UF-AFG-77,1,19,3028793.0,4,2010-03-25,2010-03-31,1
2010,10-UF-AFG-77,3,8,7991159.0,4,2010-03-25,2010-03-31,1
2010,10-UF-CAF-1373,1,19,2997013.0,4,2010-09-17,2010-10-14,18
2010,10-UF-COD-3851,1,16,15922571.0,4,2010-03-11,2010-03-29,27
2010,10-UF-COD-3910,1,16,8113082.0,4,2010-09-16,2010-09-22,27
2010,10-UF-COG-3412,1,19,2883496.0,4,2010-09-30,2010-10-08,79
2010,10-UF-COL-2875,1,16,2966719.0,4,2010-03-25,2010-04-01,22
2010,10-UF-DJI-4599,3,8,2999757.0,4,2010-06-30,2010-09-02,28
2010,10-UF-ERI-4969,6,27,2995242.0,4,2010-03-17,2010-03-29,35
2010,10-UF-ERI-4980,6,27,2976856.0,4,2010-09-14,2010-09-14,35
2010,10-UF-ETH-5212,6,27,16690193.0,4,2010-03-12,2010-04-05,36
2010,10-UF-GIN-5722,6,27,1971425.0,4,2010-02-22,2010-03-05,43
2010,10-UF-KEN-6405,6,27,9981466.0,4,2010-03-08,2010-03-24,52
2010,10-UF-MMR-7808,2,12,3987182.0,4,2010-03-02,2010-03-22,67
2010,10-UF-NER-8444,3,8,5999924.0,4,2010-01-29,2010-01-29,71
2010,10-UF-NPL-8247,6,27,2000031.0,4,2010-09-15,2010-09-17,69
2010,10-UF-PHL-9658,1,19,2997112.0,4,2010-03-12,2010-04-01,78
2010,10-UF-PRK-6649,6,27,7990534.0,4,2010-03-03,2010-03-09,26
2010,10-UF-PRK-6660,6,27,5449985.0,4,2010-09-14,2010-09-30,26
2010,10-UF-TCD-2051,1,16,7063642.0,4,2010-03-04,2010-03-17,19
2010,10-UF-TCD-2157,6,27,8001389.0,4,2010-09-02,2010-09-08,19
2010,10-UF-YEM-12140,6,27,6996528.0,4,2010-03-02,2010-03-09,105
2010,10-UF-YEM-12185,1,19,7166658.0,4,2010-09-14,2010-10-01,105
2011,11-RR-BEN-403,1,16,105930.0,3,2011-10-04,2011-10-04,8
2011,11-RR-BOL-509,3,6,2584669.0,3,2011-04-21,2011-04-29,10
2011,11-RR-BTN-409,3,1,1605535.0,3,2011-09-30,2011-09-30,9
2011,11-RR-CIV-4218,1,16,10299134.0,3,2011-03-16,2011-03-25,24
2011,11-RR-CIV-4307,1,16,6025737.0,3,2011-07-27,2011-08-02,24
2011,11-RR-COD-3956,2,9,4094585.0,3,2011-07-20,2011-07-20,27
2011,11-RR-COG-3500,2,9,1395954.0,3,2011-11-17,2011-11-18,79
2011,11-RR-DJI-4653,3,8,3140097.0,3,2011-08-05,2011-08-10,28
2011,11-RR-ETH-5276,3,8,14598379.0,3,2011-07-08,2011-07-12,36
2011,11-RR-ETH-5299,1,16,9901611.0,3,2011-09-02,2011-09-07,36
2011,11-RR-GHA-5543,1,16,2121502.0,3,2011-07-19,2011-07-19,40
2011,11-RR-GIN-5732,1,16,390012.0,3,2011-10-04,2011-10-04,43
2011,11-RR-GTM-5608,3,5,2201628.0,3,2011-11-03,2011-11-04,42
2011,11-RR-HTI-5856,2,9,10371212.0,3,2011-01-10,2011-01-19,45
2011,11-RR-KEN-13444,1,16,3134866.0,3,2011-07-18,2011-07-20,52
2011,11-RR-KEN-6446,3,8,13554758.0,3,2011-07-18,2011-07-21,52
2011,11-RR-KHM-866,3,6,4033776.0,3,2011-10-24,2011-10-24,15
2011,11-RR-LBR-12978,1,16,5988454.0,3,2011-03-02,2011-03-07,57
2011,11-RR-LBY-13053,1,16,1444890.0,3,2011-04-21,2011-04-21,58
2011,11-RR-LKA-11130,3,6,6141383.0,3,2011-01-24,2011-01-24,89
2011,11-RR-LSO-12913,3,6,1347306.0,3,2011-03-25,2011-03-25,56
2011,11-RR-LSO-12933,3,6,2689162.0,3,2011-09-15,2011-09-15,56
2011,11-RR-MDG-13164,3,13,2000000.0,3,2011-12-09,2011-12-09,59
2011,11-RR-MOZ-7674,1,16,1462910.0,3,2011-05-25,2011-05-25,66
2011,11-RR-MRT-7386,2,12,679425.0,3,2011-02-14,2011-02-14,63
2011,11-RR-MRT-7396,3,8,2005832.0,3,2011-12-28,2011-12-31,63
2011,11-RR-NAM-8178,3,6,1175941.0,3,2011-04-21,2011-04-21,68
2011,11-RR-NER-8475,1,16,3747218.0,3,2011-06-02,2011-06-03,71
2011,11-RR-NER-8545,3,8,6001432.0,3,2011-11-30,2011-12-02,71
2011,11-RR-NIC-8351,3,6,2030597.0,3,2011-11-01,2011-11-01,70
2011,11-RR-PAK-12814,3,6,17633514.0,3,2011-09-30,2011-10-04,74
2011,11-RR-PAK-8973,1,16,4990394.0,3,2011-05-12,2011-05-12,74
2011,11-RR-PHL-9685,3,6,4917919.0,3,2011-07-14,2011-07-15,78
2011,11-RR-PHL-9759,3,6,2980718.0,3,2011-12-23,2011-12-23,78
2011,11-RR-PRK-6712,6,27,9983492.0,3,2011-05-18,2011-05-19,26
2011,11-RR-PRK-6737,6,27,427131.0,3,2011-12-30,2011-12-30,26
2011,11-RR-SDN-10201,2,10,2654107.0,3,2011-04-08,2011-04-08,80
2011,11-RR-SDN-10212,1,16,10492033.0,3,2011-07-08,2011-07-11,80
2011,11-RR-SDN-13748,1,16,5175065.0,3,2011-04-12,2011-04-12,80
2011,11-RR-SLV-4841,3,6,2579188.0,3,2011-10-28,2011-11-01,34
2011,11-RR-SOM-10743,3,8,27964457.0,3,2011-07-19,2011-07-26,87
2011,11-RR-SOM-13850,3,8,9999792.0,3,2011-08-02,2011-08-02,87
2011,11-RR-SSD-13859,1,16,11309590.0,3,2011-07-13,2011-07-27,88
2011,11-RR-SYR-11341,1,16,978576.0,3,2011-05-19,2011-07-14,91
2011,11-RR-SYR-11364,1,16,2686154.0,3,2011-10-24,2011-11-16,91
2011,11-RR-TCD-13300,1,16,1000002.0,3,2011-07-20,2011-07-20,19
2011,11-RR-TCD-2333,2,10,3168302.0,3,2011-04-07,2011-04-07,19
2011,11-RR-TCD-2356,2,9,3260494.0,3,2011-07-14,2011-07-14,19
2011,11-RR-TCD-2376,2,9,4053434.0,3,2011-10-06,2011-10-06,19
2011,11-RR-TCD-2391,3,8,3031648.0,3,2011-12-30,2011-12-31,19
2011,11-RR-TGO-11825,1,16,614332.0,3,2011-10-04,2011-10-04,94
2011,11-RR-TUN-11853,1,16,4997940.0,3,2011-03-08,2011-03-11,95
2011,11-RR-TUR-11882,3,1,3484733.0,3,2011-11-09,2011-11-10,96
2011,11-RR-YEM-12246,1,16,2280099.0,3,2011-05-09,2011-05-12,105
2011,11-RR-YEM-12266,1,16,8543168.0,3,2011-07-07,2011-07-21,105
2011,11-RR-YEM-13951,1,16,4011314.0,3,2011-05-12,2011-05-12,105
2011,11-RR-ZWE-12668,3,5,977054.0,3,2011-03-31,2011-03-31,107
2011,11-RR-ZWE-12678,2,9,3022440.0,3,2011-06-13,2011-06-13,107
2011,11-UF-BDI-750,1,19,3999812.0,4,2011-03-14,2011-03-25,14
2011,11-UF-CAF-1425,1,16,4999120.0,4,2011-03-02,2011-03-15,18
2011,11-UF-COL-2952,1,19,2939401.0,4,2011-03-28,2011-03-30,22
2011,11-UF-COL-2987,1,19,2987990.0,4,2011-09-28,2011-10-04,22
2011,11-UF-DJI-4624,3,8,2998322.0,4,2011-02-15,2011-02-17,28
2011,11-UF-ETH-5242,1,16,9648225.0,4,2011-03-17,2011-03-25,36
2011,11-UF-ETH-5242,1,19,1350000.0,4,2011-03-17,2011-03-25,36
2011,11-UF-ETH-5316,3,8,10977438.0,4,2011-09-23,2011-09-30,36
2011,11-UF-IRN-6051,1,16,2992466.0,4,2011-03-02,2011-03-14,50
2011,11-UF-KEN-6424,1,16,5993848.0,4,2011-03-14,2011-03-30,52
2011,11-UF-LKA-11175,1,16,4980047.0,4,2011-03-03,2011-03-09,89
2011,11-UF-LKA-11219,1,16,4961348.0,4,2011-08-29,2011-09-13,89
2011,11-UF-MDG-13138,3,8,3994126.0,4,2011-02-09,2011-02-09,59
2011,11-UF-MMR-7922,1,19,2993060.0,4,2011-03-09,2011-03-11,67
2011,11-UF-MMR-7957,1,19,1990385.0,4,2011-09-15,2011-09-30,67
2011,11-UF-NER-8497,1,16,5988195.0,4,2011-09-27,2011-10-04,71
2011,11-UF-NPL-8281,1,16,1999994.0,4,2011-09-08,2011-09-08,69
2011,11-UF-PAK-8978,1,16,9746993.0,4,2011-09-06,2011-09-20,74
2011,11-UF-PHL-9706,1,19,3450334.0,4,2011-08-29,2011-09-30,78
2011,11-UF-PRK-6683,6,27,4999783.0,4,2011-03-03,2011-03-17,26
2011,11-UF-PSE-9418,1,19,3972686.0,4,2011-02-22,2011-03-03,73
2011,11-UF-SOM-10711,1,19,14989087.0,4,2011-03-14,2011-04-06,87
2011,11-UF-SSD-10864,1,16,11457364.0,4,2011-08-29,2011-09-01,88
2011,11-UF-TCD-2237,1,16,8039204.0,4,2011-03-15,2011-04-01,19
2011,11-UF-ZWE-12637,6,27,4995491.0,4,2011-03-11,2011-03-22,107
2011,11-UF-ZWE-12683,1,16,6021312.0,4,2011-09-02,2011-10-04,107
2012,11-RR-MRT-7396,3,8,2000139.0,3,2011-12-28,2012-01-17,63
2012,11-RR-TCD-2391,3,8,2979447.0,3,2011-12-30,2012-01-09,19
2012,12-RR-AGO-251,3,8,5102132.0,3,2012-06-21,2012-06-21,3
2012,12-RR-BDI-778,3,6,1986269.0,3,2012-05-17,2012-05-17,14
2012,12-RR-BFA-13236,3,8,9188845.0,3,2012-04-16,2012-04-20,13
2012,12-RR-BFA-13263,2,12,1690442.0,3,2012-05-30,2012-05-30,13
2012,12-RR-BFA-657,1,16,3990300.0,3,2012-03-15,2012-03-16,13
2012,12-RR-CAF-1549,3,8,1993713.0,3,2012-07-13,2012-07-17,18
2012,12-RR-CIV-13334,1,16,606401.0,3,2012-08-21,2012-08-21,24
2012,12-RR-CIV-4437,2,9,919659.0,3,2012-09-04,2012-09-04,24
2012,12-RR-CMR-13286,2,12,2003280.0,3,2012-01-17,2012-01-17,16
2012,12-RR-CMR-13293,3,8,578236.0,3,2012-03-16,2012-03-16,16
2012,12-RR-CMR-938,3,8,4220686.0,3,2012-02-27,2012-03-01,16
2012,12-RR-CMR-973,3,6,1999890.0,3,2012-10-05,2012-10-05,16
2012,12-RR-COD-3968,2,9,9098247.0,3,2012-01-24,2012-01-24,27
2012,12-RR-COD-3979,1,16,9877980.0,3,2012-07-24,2012-07-30,27
2012,12-RR-COD-4065,2,12,739515.0,3,2012-09-18,2012-09-18,27
