ApprovedDate,PooledFundName,FundType,Budget
,80,2,2196669.07
,80,2,948095.63
,80,2,798528.72
,36,2,239967.37
,36,2,109998.84
,36,2,279999.99
,36,2,699020.19
,74,2,246606.0
,73,2,300000.0
,87,2,632977.72
,45,2,119999.97
,108,2,519757.17
,88,2,4148692.41
,88,2,4797867.22
,88,2,1227136.06
,105,2,850000.02
,105,2,2429702.5
,105,2,452182.28
,105,2,4250000.01
,73,2,342524.64
,105,2,669996.34
,105,2,1520000.0
,105,2,650859.6
,88,2,100000.0
,87,2,433700.53
,36,2,661954.11
,36,2,502852.45
,108,2,644565.05
,108,2,528210.03
,108,2,778885.17
,108,2,674217.29
,108,2,422700.0
,91,2,249958.42
,91,2,659962.44
,91,2,249994.61
,91,2,250000.0
,91,2,795100.0
,91,2,554199.89
,91,2,249996.3
,87,2,149368.2
,80,2,198018.52
,36,2,615000.01
,18,2,600000.0
,18,2,350000.21
,18,2,320000.87
,18,2,119746.8
,18,2,399926.68
,18,2,350000.21
,18,2,350003.74
,18,2,345236.0
,18,2,500050.26
,1,2,1499990.2
,1,2,1009443.17
,1,2,517957.04
,87,2,499619.21
,87,2,500000.0
,74,2,700000.0
,87,2,499760.62
,1,2,250000.0
,87,2,399914.63
,87,2,449958.65
,87,2,498540.07
,87,2,599991.8
,87,2,549845.61
,87,2,147477.03
,87,2,244702.05
,87,2,500000.01
,87,2,425000.0
,87,2,500003.51
,72,2,499968.96
,72,2,530000.0
,91,2,687299.52
,49,2,779000.0
,105,2,357235.02
,105,2,448835.58
,105,2,1010704.88
,105,2,691979.7
,72,2,652864.0
,72,2,354234.46
,72,2,697738.11
,72,2,249318.83
,72,2,195619.11
,72,2,400000.0
,72,2,510992.2
,72,2,800000.0
,36,2,280869.86
,36,2,492442.19
,36,2,498559.87
,67,2,200001.12
,67,2,404778.5
,49,2,750000.0
,49,2,1067000.0
,49,2,2000268.7
,49,2,247887.11
,49,2,984481.38
,27,2,1329247.0
,87,2,214990.49
,87,2,224048.8
,87,2,300000.0
,87,2,250064.53
,87,2,185000.0
,87,2,99998.73
,87,2,250000.0
,87,2,229999.73
,87,2,250000.26
,49,2,699999.35
,49,2,1018928.27
,49,2,1093413.95
,36,2,1222845.51
,98,2,140902.16
,105,2,299903.35
,105,2,599358.0
,105,2,803484.4
,105,2,883353.69
,105,2,287601.56
,105,2,735737.83
,73,2,480081.63
,80,2,2000000.0
,80,2,250000.11
,80,2,330001.28
,80,2,425000.61
,80,2,300000.92
,80,2,300000.91
,80,2,454999.95
,80,2,107642.8
,80,2,355172.76
,67,2,354566.4
,87,2,170000.19
,87,2,220080.94
,87,2,170001.51
,87,2,250000.0
,87,2,250000.15
,87,2,278519.32
,87,2,199999.71
,80,2,345759.8
,80,2,308684.3
,80,2,1199927.95
,80,2,499872.39
,80,2,149942.1
,27,2,600000.53
,87,2,424108.92
,87,2,323845.73
,87,2,281245.22
,49,2,135023.3
,49,2,698597.22
,49,2,1300000.01
,108,2,270037.91
,108,2,257305.15
,108,2,479747.24
,36,2,300000.0
,36,2,270000.0
,36,2,500000.0
,36,2,799999.88
,105,2,500083.23
,105,2,499904.0
,105,2,535018.19
,87,2,1234982.23
,108,2,493714.87
,67,2,159996.5
,67,2,99850.8
,87,2,300000.0
,87,2,200169.9
,87,2,199469.4
,87,2,299973.88
,87,2,300606.32
,87,2,925306.4
,87,2,249963.56
,80,2,1974307.85
,71,2,550000.0
03-2011,87,2,499494.0
03-2012,87,2,150000.0
03-2013,87,2,150000.0
03-2014,87,2,249989.88
03-2014,87,2,400000.0
03-2014,87,2,250000.0
03-2015,80,2,100007.55
03-2015,80,2,198087.03
03-2015,80,2,99000.9
03-2015,80,2,197998.26
03-2015,80,2,384073.29
03-2015,80,2,244721.84
03-2015,80,2,69151.96
03-2015,80,2,148334.1
03-2015,80,2,210826.38
03-2015,80,2,600008.92
03-2015,80,2,199978.72
03-2015,80,2,650000.0
03-2015,80,2,1200000.04
03-2018,108,2,295859.28
03-2018,1,2,515360.0
03-2018,1,2,957189.28
03-2018,1,2,1354640.0
03-2018,73,2,337692.0
03-2019,18,2,300000.03
03-2019,18,2,400000.0
03-2019,18,2,160000.0
03-2019,18,2,574000.0
03-2019,18,2,245000.0
03-2019,18,2,159733.02
03-2020,73,2,500000.0
03-2020,73,2,249790.7
03-2020,73,2,463000.0
03-2020,73,2,245000.0
03-2020,27,2,841869.95
03-2020,88,2,500000.0
03-2020,36,2,120000.11
03-2020,36,2,180000.71
03-2021,71,2,404339.77
03-2021,91,2,298167.15
03-2021,91,2,300000.0
,45,2,313483.29000000004
,67,2,78945.0
,105,2,499875.11
,87,2,411975.91000000003
,91,2,399431.0
,73,2,241513.53
,73,2,249444.2
,22,2,215514.81
,36,2,280772.21
,27,2,1797004.0
,27,2,472528.0
,87,2,800000.48
,73,2,403614.65
,105,2,4688294.07
,105,2,3121338.05
,27,2,500000.0
,105,2,251659.72
,105,2,525332.55
,105,2,870629.59
,105,2,529301.24
,105,2,468651.98
,49,2,3195364.43
,108,2,354225.64
,108,2,603035.81
,73,2,441000.0
,80,2,508889.41
,80,2,463649.59
,80,2,499866.97
,67,2,337517.18
,105,2,399995.96
,73,2,1747288.58
,87,2,281089.86
,87,2,299702.29
,27,2,224999.6
,108,2,445564.72
,80,2,1346235.79
,80,2,825000.17
,80,2,845755.18
,80,2,863679.93
,80,2,870954.96
,1,2,300000.48
04-2011,87,2,1395104.0
04-2012,87,2,254649.0
04-2013,74,2,894686.0
04-2013,105,2,286741.81
04-2014,1,2,560948.22
04-2014,1,2,85407.4
04-2014,1,2,66943.48
04-2017,87,2,344353.64
04-2017,67,2,187256.42
04-2017,108,2,249891.23
04-2017,108,2,4616222.01
04-2017,108,2,252805.8
04-2017,108,2,325119.8
04-2018,27,2,1124984.07
04-2018,27,2,1499562.3
04-2018,51,2,399937.77
04-2018,36,2,320085.9
04-2018,36,2,550000.03
04-2018,72,2,99947.07
04-2018,72,2,219153.12
04-2018,72,2,300000.2
04-2018,72,2,168460.33
04-2018,72,2,199998.19
04-2018,72,2,262324.38
04-2018,72,2,350028.04
04-2018,72,2,69997.7
04-2018,72,2,200000.0
04-2018,72,2,498936.51
04-2018,72,2,500000.0
04-2019,18,2,375000.0
04-2019,18,2,96000.0
04-2019,80,2,1425061.82
04-2019,18,2,200000.0
04-2020,73,2,149417.54
04-2020,88,2,375382.75
04-2020,88,2,343072.82
04-2020,88,2,300000.05
04-2020,88,2,400100.0
04-2020,88,2,300000.0
04-2020,80,2,999791.07
04-2021,88,2,300000.0
04-2021,88,2,470000.0
04-2021,88,2,2000000.0
05-2011,87,2,746243.0
05-2013,36,2,500000.0
05-2016,87,2,300000.0
05-2016,51,2,399732.74
05-2016,51,2,399863.63
05-2016,51,2,256254.09
05-2016,51,2,376363.73
05-2016,91,2,588394.31
05-2016,91,2,482206.2
05-2016,91,2,2000000.1
05-2016,91,2,1000000.19
05-2016,105,2,500000.0
05-2017,27,2,1199018.46
05-2017,27,2,500000.05
05-2017,27,2,699999.97
05-2017,27,2,700000.0
05-2017,27,2,474042.1
05-2017,27,2,276740.52
05-2017,27,2,359529.63
05-2017,27,2,609999.53
05-2017,27,2,159399.51
05-2017,27,2,1500000.0
05-2017,27,2,1558990.0
05-2017,27,2,66000.28
05-2017,27,2,700000.0
05-2017,27,2,499901.33
05-2017,27,2,395012.0
05-2017,27,2,1000000.23
05-2017,27,2,696925.24
05-2017,27,2,355602.73
05-2017,27,2,800000.03
05-2017,27,2,474098.08
05-2017,27,2,635783.88
05-2017,27,2,1397039.29
05-2017,27,2,849600.0
05-2017,27,2,1300000.0
05-2017,27,2,700000.69
05-2017,27,2,800000.08
05-2017,27,2,1437733.81
05-2018,105,2,695199.33
05-2018,18,2,730002.21
05-2018,73,2,721996.37
05-2018,72,2,389644.78
05-2019,87,2,500000.3
05-2019,87,2,496849.69
05-2019,87,2,500000.0
05-2019,87,2,478387.22
05-2019,87,2,947457.68
05-2019,87,2,700187.72
05-2019,87,2,500000.0
05-2019,87,2,250881.08
05-2019,87,2,499999.5
06-2011,87,2,183163.0
06-2014,1,2,53393.0
06-2016,87,2,250095.38
06-2016,87,2,222342.15
06-2016,87,2,279999.08
06-2016,27,2,785228.98
06-2016,27,2,1218420.77
06-2016,27,2,2097737.13
06-2016,27,2,1103474.42
06-2017,105,2,2500000.0
06-2018,51,2,400000.0
06-2018,51,2,319419.4
06-2018,55,2,131279.05
06-2018,55,2,509019.42
06-2018,36,2,159911.11
06-2018,36,2,200408.23
06-2018,36,2,500000.02
06-2019,87,2,499869.49
06-2019,27,2,189999.9
06-2019,87,2,400000.15
06-2020,1,2,250003.84
06-2020,1,2,250014.66
07-2011,87,2,145000.0
07-2014,80,2,100000.0
07-2015,1,2,344896.31
07-2015,80,2,1508285.76
07-2015,108,2,602620.0
07-2015,108,2,262690.35
07-2015,108,2,200758.96
07-2015,36,2,2508553.52
07-2015,36,2,477918.03
07-2015,73,2,250062.0
07-2016,91,2,800000.0
07-2016,91,2,543946.81
07-2016,105,2,999824.73
07-2016,105,2,1700000.0
07-2016,105,2,2250000.01
07-2016,105,2,2100000.12
07-2017,51,2,249972.87
07-2017,108,2,682474.29
07-2017,108,2,264415.83
07-2017,108,2,329144.84
07-2017,108,2,268511.83
07-2017,108,2,242513.27
07-2018,1,2,309013.62
07-2018,1,2,315264.64
07-2018,1,2,482163.37
07-2018,1,2,422977.42
07-2018,80,2,1000000.0
07-2018,1,2,236088.76
07-2020,88,2,306757.17
07-2020,88,2,296145.59
07-2020,88,2,785975.53
07-2020,88,2,299835.4
07-2020,88,2,491063.13
07-2020,36,2,110053.8
07-2020,98,2,112842.2
07-2020,27,2,693024.02
08-2015,80,2,299591.44
08-2015,51,2,150001.16
08-2015,67,2,269715.66
08-2016,36,2,244108.58
08-2016,22,2,180250.05
08-2016,108,2,253037.32
08-2016,108,2,699999.99
08-2016,108,2,573958.85
08-2016,108,2,413972.92
08-2016,55,2,156001.72
08-2019,80,2,445593.33
08-2020,91,2,351806.26
08-2020,91,2,945088.2
08-2020,18,2,1192066.15
08-2020,36,2,237500.01
08-2020,36,2,434375.71
08-2020,80,2,998530.0
08-2020,80,2,500000.14
08-2020,18,2,149907.0
08-2021,91,2,447211.85
08-2021,91,2,249984.98
08-2021,102,2,499998.33
08-2021,102,2,499980.86
08-2021,102,2,500000.0
09-2013,74,2,341767.0
09-2015,80,2,369997.03
09-2016,91,2,476699.55
09-2016,91,2,626985.0
09-2016,91,2,230459.9
09-2016,91,2,1859861.16
09-2016,105,2,1500000.0
09-2016,73,2,251316.25
09-2016,51,2,349999.38
09-2016,108,2,700000.42
09-2016,108,2,375440.74
09-2019,55,2,2525325.0
09-2019,87,2,389300.0
09-2019,87,2,699995.25
09-2019,91,2,490793.76
09-2019,18,2,244024.11
09-2019,18,2,158000.34
09-2020,73,2,208324.85
09-2020,73,2,360049.65
09-2020,73,2,668498.72
09-2020,73,2,340388.35
09-2020,73,2,439523.9
09-2020,88,2,293596.83
09-2020,1,2,689645.5
09-2020,1,2,699912.94
09-2020,1,2,635812.62
09-2020,1,2,418920.16
09-2020,1,2,479175.53
09-2020,1,2,274647.39
09-2020,1,2,299952.39
09-2020,73,2,200000.61
09-2020,27,2,519154.86
09-2020,27,2,111005.01
09-2020,73,2,349551.45
09-2021,102,2,465981.31
09-2021,102,2,200003.33
09-2021,1,2,400000.04
09-2021,1,2,834882.02
09-2021,98,2,237776.29
09-2021,98,2,497406.0
01-2011,87,2,306920.0
01-2016,36,2,473739.26
01-2016,36,2,781604.01
01-2016,36,2,513993.8
01-2016,36,2,1501165.35
01-2016,18,2,1000466.05
01-2016,108,2,242000.19
01-2016,51,2,152956.65
01-2016,51,2,315048.98
01-2017,36,2,526848.63
01-2017,36,2,497154.5
01-2017,36,2,2500000.08
01-2017,36,2,499968.35
01-2019,108,2,143373.48
01-2021,67,2,303902.79
01-2022,67,2,404000.0
01-2022,67,2,501278.44
01-2022,67,2,260623.43
01-2022,67,2,202999.64
01-2022,67,2,246833.29
01-2022,67,2,294645.92
01-2022,67,2,203095.0
01-2022,67,2,309843.28
01-2022,98,2,336733.18
01-2022,55,2,379368.19
01-2022,91,2,499992.6
01-2022,91,2,249759.4
01-2022,91,2,499813.05
01-2022,55,2,512086.65
01-2022,91,2,249946.65
01-2022,1,2,1189678.23
10-2016,36,2,499905.35
10-2016,36,2,499379.89
10-2017,55,2,356940.67
10-2017,55,2,599971.35
10-2017,87,2,180000.0
10-2020,36,2,409389.95
10-2021,67,2,249671.66
10-2021,105,2,1800000.0
10-2021,105,2,645438.09
10-2021,105,2,556688.0
10-2021,105,2,718683.51
10-2021,105,2,390633.74
10-2022,27,2,1270000.33
10-2022,1,2,3587734.88
10-2022,108,2,491702.45
10-2022,108,2,2635258.38
10-2022,108,2,657939.28
10-2022,108,2,1015122.35
10-2022,108,2,622811.79
10-2022,49,2,1000000.0
10-2022,49,2,783064.99
10-2022,1,2,1394127.24
10-2022,72,2,601103.06
10-2022,72,2,150028.67
10-2022,72,2,185000.0
10-2022,72,2,280000.01
10-2022,72,2,271345.0
11-2013,87,2,3361742.1799999997
11-2019,36,2,169540.78
11-2021,105,2,949154.0
11-2021,105,2,1993205.0
11-2021,105,2,973815.77
11-2022,67,2,414386.22
11-2022,67,2,531029.43
11-2022,108,2,600626.64
11-2022,108,2,1482554.53
11-2022,108,2,752698.86
11-2022,108,2,1068099.33
11-2022,67,2,263451.12
11-2022,67,2,368934.84
11-2022,67,2,423604.86
11-2022,91,2,257335.0
11-2022,91,2,291896.0
11-2022,91,2,250000.0
11-2022,18,2,1000000.0
11-2022,18,2,850000.0
11-2022,80,2,202584.71
11-2022,80,2,672814.93
11-2022,80,2,399974.45
11-2022,80,2,434869.08
11-2022,80,2,858000.0
11-2022,80,2,303921.24
11-2022,80,2,473745.76
12-2014,22,2,225915.14
12-2014,73,2,693356.21
12-2015,45,2,214891.26
12-2015,105,2,499155.0
12-2015,87,2,295501.9
12-2016,74,2,249656.89
12-2016,36,2,493938.19
12-2016,51,2,298139.79
12-2016,74,2,499999.39
12-2016,74,2,175010.48
12-2016,74,2,240868.82
12-2016,74,2,174999.68
12-2016,74,2,500000.3
12-2016,74,2,315010.77
12-2018,36,2,2069326.54
12-2019,36,2,2000065.13
12-2021,105,2,6018028.4
12-2021,105,2,1051922.16
12-2021,105,2,3927113.5
12-2021,105,2,1186569.95
12-2021,105,2,2066359.32
12-2021,105,2,1571566.94
12-2021,105,2,792460.28
12-2021,105,2,347999.99
12-2021,18,2,674998.55
,87,2,2624984.0
,36,2,970000.0
,36,2,632750.96
,36,2,530035.31
,108,2,462130.65
,108,2,393917.34
,108,2,422462.35
,36,2,1299944.65
,108,2,1093029.05
,108,2,375972.16
,108,2,479920.68
,108,2,800821.66
,108,2,547462.54
,51,2,415965.18
,72,2,1200000.0
,36,2,187800.34
,80,2,822118.78
,87,2,345171.0
,105,2,388875.02
,73,2,442181.0
,87,2,184087.08
,87,2,450000.44
,87,2,299916.12
,1,2,2657554.61
,1,2,3054085.85
,1,2,830618.64
,36,2,340233.43
,36,2,956500.0
,36,2,533499.33
,36,2,600000.36
,72,2,222684.12
,1,2,249845.0
,1,2,446500.15
,1,2,494090.69
,1,2,248072.01
,1,2,2213961.5
,105,2,1545833.17
,51,2,226387.83
,87,2,900000.01
,87,2,348830.02
,27,2,594908.02
,87,2,549999.98
,72,2,1300000.59
,67,2,246447.29
,1,2,360978.81
,1,2,580000.33
,1,2,989916.92
,1,2,650000.0
,1,2,512154.31
,1,2,497273.76
,98,2,500000.0
,72,2,3500002.44
,72,2,749906.72
,72,2,475211.54
,67,2,408990.01
,67,2,540356.47
,67,2,574359.04
,1,2,7504656.44
,1,2,494216.95
,1,2,339883.5
,1,2,700000.0
,1,2,267496.36
,105,2,1250000.75
,27,2,305432.0
,49,2,1555970.0
,91,2,247919.0
,105,2,4298589.54
,87,2,2510441.0
,105,2,128726.58
,73,2,990104.5599999999
,36,2,462853.47
,27,2,1544620.0
,27,2,389902.0
,108,2,695179.92
,98,2,419499.99
,105,2,4299716.53
,108,2,749615.44
,108,2,247471.35
,72,2,1285000.0
,36,2,180000.0
,36,2,244666.1
,36,2,210000.0
,1,2,752038.8
,1,2,497391.2
,1,2,396316.02
,1,2,457901.15
,1,2,700000.0
,1,2,404567.0
,1,2,283978.0
,1,2,445290.02
,1,2,642974.77
,108,2,833868.73
,1,2,182014.78
,1,2,180546.45
,1,2,245220.46
,1,2,265932.45
,1,2,534323.98
,1,2,440000.05
,1,2,249850.35
,1,2,248816.46
,80,2,299462.4
,80,2,456163.96
,80,2,473779.53
,80,2,757559.96
,80,2,569524.73
,87,2,83594.0
,87,2,804151.0
,87,2,1000000.0
,51,2,398621.72
,91,2,1115679.37
,91,2,342442.8
,36,2,95641.5
,67,2,535000.0
,72,2,248269.14
,72,2,195000.04
,91,2,4000000.0
,67,2,814557.74
,36,2,300000.0
,91,2,499477.07
,91,2,249459.8
,91,2,258902.55
,91,2,437491.27
,49,2,246909.67
,87,2,2487129.0
,105,2,448698.17
,36,2,466470.2
,36,2,266351.92
,1,2,1270516.93
,36,2,497986.56
,36,2,335016.0
,36,2,476580.29
,36,2,470642.23
,36,2,1545334.77
,18,2,249956.28
,18,2,320000.62
,18,2,400000.0
,80,2,2225000.25
,36,2,600000.67
02-2011,87,2,707970.5
02-2013,87,2,2783521.44
02-2017,27,2,253983.0
02-2017,27,2,90847.0
02-2017,55,2,345036.48
02-2022,108,2,491584.22
02-2022,108,2,445599.54
02-2022,108,2,1150256.96
02-2022,49,2,400000.4
02-2022,49,2,1261887.22
02-2022,105,2,3803000.03
02-2022,105,2,7281287.27
02-2022,105,2,1242752.79
02-2022,105,2,574913.57
02-2022,105,2,749999.01
02-2022,72,2,350000.61
02-2022,72,2,180000.0
02-2022,72,2,397777.42
02-2022,72,2,229793.41
02-2022,72,2,282024.66
02-2022,72,2,600040.4
02-2022,72,2,500000.0
,87,2,614733.78
,18,2,795978.23
,45,2,249693.47
,105,2,307482.37
,87,2,315964.0
,87,2,149995.64
,87,2,92709.62
,36,2,547791.33
,87,2,199814.26
,87,2,200000.64
,87,2,349999.58
,105,2,473991.81
,105,2,2184436.8
,1,2,297298.43
,1,2,554488.97
,1,2,726820.38
,1,2,399859.16
,1,2,611863.33
,1,2,437449.71
,1,2,350000.21
,1,2,621651.32
,1,2,477260.2
,1,2,350000.0
,1,2,678521.9
,1,2,904332.97
,1,2,800000.0
,1,2,413706.3
,1,2,607185.41
,1,2,1277419.11
,1,2,651524.07
,1,2,1343028.58
,1,2,239567.65
,49,2,3000000.0
,88,2,300000.0
,88,2,300000.0
,88,2,352338.0
,88,2,347004.21
,88,2,379848.54
,88,2,149917.12
,88,2,1103127.0
,88,2,400000.0
,88,2,196162.64
,88,2,900000.01
,88,2,1200000.0
,88,2,200098.56
,88,2,280000.02
,87,2,756916.0
,18,2,185065.06
,91,2,1200908.32
,87,2,259905.44
,36,2,431313.81
,36,2,500000.03
,36,2,202919.53
,36,2,1800000.67
,88,2,999999.11
,87,2,200000.0
,74,2,249187.46
,74,2,221158.3
,74,2,149992.6
,87,2,178724.8
,87,2,170551.05
,87,2,183301.39
,87,2,193894.86
,87,2,249991.38
,88,2,603123.74
,88,2,200000.0
,88,2,300000.0
,88,2,400000.0
,88,2,194133.1
,87,2,1196064.0
,88,2,300000.0
,87,2,200000.0
,49,2,1999799.59
,73,2,258903.41
,73,2,250000.0
,91,2,499902.5
,91,2,275180.46
,91,2,499977.83
,91,2,478092.05
,91,2,490317.87
,80,2,599654.32
,36,2,164997.69
,36,2,300000.0
,36,2,346532.73
,36,2,100000.05
,108,2,1026608.65
,87,2,399741.59
,36,2,268378.69
,74,2,217020.0
,73,2,729701.48
,88,2,390692.31
,88,2,119993.01
,88,2,230000.78
,88,2,100000.06
,88,2,100000.06
,98,2,307208.14
,80,2,399968.9
,91,2,700000.0
,91,2,249999.78
,49,2,500000.27
,88,2,374563.45
,88,2,2257904.06
,88,2,372102.6
,88,2,4000000.13
,74,2,144798.11
,36,2,416110.89
,18,2,418164.57
,87,2,189236.57
,87,2,248937.51
,87,2,370256.59
,87,2,240000.0
,87,2,201175.0
,18,2,499999.98
,18,2,600000.0
,18,2,749999.57
,73,2,899972.71
,108,2,217075.05
,1,2,209185.0
,88,2,102000.0
,88,2,100001.21
,88,2,100000.49
,88,2,100000.0
,88,2,200500.24
,88,2,300000.42
,88,2,218700.02
,88,2,252500.1
,88,2,100000.0
,88,2,154290.04
,88,2,100000.06
,88,2,100000.49
,88,2,100000.0
,88,2,100000.17
,88,2,150163.8
,88,2,200000.18
,88,2,100000.0
,88,2,120054.0
,88,2,300000.18
,88,2,200000.12
,88,2,123009.17
,88,2,149987.25
,88,2,150020.27
,88,2,100505.1
,88,2,100002.2
,88,2,219114.6
,88,2,115063.2
,88,2,125911.49
,88,2,110000.44
,88,2,216533.4
,88,2,120000.48
,88,2,300000.18
,74,2,500000.0
,88,2,300000.0
,88,2,100000.06
,88,2,225000.64
,88,2,289984.1
,88,2,160000.87
,74,2,499972.23
,88,2,212140.0
,91,2,813210.7
,91,2,649034.18
,91,2,514466.7
,98,2,200140.0
,22,2,156724.0
,105,2,246128.89
,105,2,565840.81
,105,2,500000.41
,18,2,530000.33
,18,2,500000.01
,88,2,103650.79
,88,2,580548.51
,88,2,430000.0
,88,2,240000.0
,88,2,170000.0
,88,2,201510.0
,88,2,175000.0
,88,2,150040.75
,88,2,100019.32
,88,2,127950.6
,88,2,178680.58
,88,2,300000.0
,88,2,200004.94
,88,2,200000.0
,108,2,1169879.16
,88,2,138490.0
,88,2,297900.84
,88,2,100001.23
,88,2,100000.02
,88,2,180000.07
,88,2,250000.58
,108,2,3416636.26
,1,2,667444.72
,1,2,1324358.24
,1,2,1310500.01
,88,2,200000.0
,88,2,300000.01
,88,2,154272.6
,88,2,114000.15
,88,2,100000.02
,88,2,120000.0
,80,2,700000.0
,80,2,669941.0
,91,2,267500.0
03-2016,36,2,519107.8
03-2016,36,2,615161.2
03-2016,36,2,475526.86
03-2016,73,2,480113.28
03-2016,73,2,249586.72
03-2016,73,2,248970.81
03-2017,27,2,240001.0
03-2022,1,2,1739554.73
03-2022,18,2,300000.0
03-2022,18,2,450000.0
03-2022,18,2,500000.0
03-2022,18,2,350000.0
03-2022,18,2,485000.0
03-2022,18,2,350000.0
03-2022,18,2,209996.7
04-2013,87,2,2361189.0
04-2016,51,2,399921.6
04-2016,105,2,594952.07
04-2019,18,2,1270062.49
04-2020,67,2,387529.45
04-2020,67,2,306616.66
04-2020,67,2,346316.31
04-2020,67,2,316467.89
04-2020,36,2,235630.01
04-2020,36,2,1048218.19
04-2020,36,2,1059219.75
04-2020,36,2,560024.46
04-2020,36,2,335000.42
04-2020,36,2,1150000.26
04-2020,36,2,150000.0
04-2021,98,2,250000.0
04-2021,49,2,250001.7
04-2022,91,2,2999998.59
04-2022,55,2,680927.32
04-2022,105,2,1147134.18
04-2022,105,2,830000.0
04-2022,105,2,2234279.75
04-2022,36,2,717528.46
04-2022,67,2,300601.0
04-2022,105,2,499801.71
04-2022,108,2,1006042.56
04-2022,108,2,2892397.09
04-2022,108,2,647844.21
04-2022,49,2,600000.0
04-2022,72,2,500000.0
04-2022,72,2,548357.03
04-2022,72,2,211604.0
04-2022,72,2,199977.4
04-2022,108,2,311995.12
04-2022,108,2,497216.37
04-2022,108,2,2155502.76
05-2015,18,2,750002.04
05-2016,51,2,400661.71
05-2016,51,2,400008.8
05-2016,51,2,400000.0
05-2016,51,2,294892.0
05-2016,51,2,302486.03
05-2016,51,2,399644.69
05-2018,49,2,370000.0
05-2021,80,2,250000.0
05-2021,80,2,499963.5
05-2021,80,2,549971.4
06-2011,87,2,478360.0
06-2013,87,2,1296727.6600000001
06-2014,73,2,476240.0
06-2017,87,2,400000.0
06-2017,55,2,136509.6
06-2018,87,2,336472.63
06-2018,87,2,150000.0
06-2018,87,2,519949.87
06-2018,49,2,229999.28
06-2018,49,2,299685.26
06-2019,67,2,747390.7
06-2019,67,2,338158.16
06-2020,108,2,410852.84
06-2020,108,2,656860.07
06-2020,108,2,629563.7
06-2020,51,2,313000.0
06-2020,91,2,1396146.7
06-2020,91,2,499937.17
06-2020,91,2,499957.5
06-2020,105,2,5651769.71
06-2020,105,2,3248335.23
06-2020,105,2,2500000.0
06-2020,105,2,6000980.29
06-2020,67,2,391487.8
06-2020,67,2,1010746.09
06-2020,67,2,424891.3
06-2020,67,2,294937.64
06-2020,67,2,129863.55
07-2015,18,2,300000.0
07-2015,18,2,500000.55
07-2015,18,2,200000.22
07-2017,1,2,50000.01
07-2017,36,2,497370.45
07-2018,87,2,594455.29
07-2018,87,2,400000.24
07-2018,108,2,275041.36
07-2018,80,2,2599856.01
07-2020,36,2,250000.79
07-2020,36,2,888991.17
07-2020,36,2,347930.17
07-2020,36,2,1169834.23
07-2020,36,2,1500563.14
07-2020,108,2,754825.95
07-2020,108,2,492933.59
07-2020,36,2,329991.21
07-2020,36,2,349374.06
07-2022,108,2,1499444.5
07-2022,108,2,498384.47
07-2022,108,2,1395702.1
07-2022,108,2,1408152.57
07-2022,108,2,1489029.0
07-2022,108,2,1027000.0
07-2022,108,2,594207.6
07-2022,108,2,1302566.94
07-2022,108,2,1098534.29
08-2011,87,2,660033.0
08-2014,87,2,1439131.0
08-2016,88,2,1249999.68
08-2016,67,2,100044.0
08-2016,36,2,348449.41
08-2018,18,2,449999.39
08-2018,18,2,300000.07
08-2018,18,2,133197.67
08-2018,73,2,234899.24
08-2019,18,2,277000.53
08-2019,108,2,904987.84
08-2019,108,2,493100.17
08-2019,36,2,531990.44
08-2019,36,2,261012.19
08-2021,105,2,112121.45
08-2021,105,2,534978.6
08-2021,105,2,2016628.19
08-2021,105,2,1600000.57
08-2021,105,2,1519683.44
08-2021,105,2,1244079.72
08-2021,105,2,1471169.65
08-2021,105,2,2236798.81
08-2021,105,2,286546.0
08-2021,105,2,4647871.44
08-2021,105,2,282147.23
08-2022,98,2,456636.66
09-2015,36,2,116297.47
09-2015,108,2,295773.25
09-2018,27,2,600002.87
09-2018,27,2,3749219.03
09-2021,49,2,397968.99
09-2021,49,2,663186.0
09-2021,49,2,500000.0
09-2021,49,2,399999.9
09-2021,49,2,509852.86
09-2021,91,2,399003.0
09-2021,91,2,247491.0
09-2021,91,2,299966.8
09-2021,105,2,437066.01
09-2021,105,2,3055075.25
09-2021,105,2,798774.58
09-2021,105,2,388755.6
09-2022,72,2,150014.82
09-2022,72,2,374998.0
09-2022,105,2,3130430.58
09-2022,72,2,499999.87
09-2022,1,2,2213064.3
09-2022,1,2,7583160.0
09-2022,72,2,760000.02
09-2022,72,2,475000.0
09-2022,72,2,450000.0
09-2022,72,2,1050013.52
,28,1,70000.0
,35,1,450000.0
,36,1,350000.0
,52,1,430000.0
,87,1,404540.0
,24,1,200000.0
,24,1,496438.0
,28,1,250000.0
,52,1,3600000.0
,87,1,852000.0
,28,1,200000.0
,35,1,1405600.0
,36,1,400000.0
,52,1,2070079.5
,87,1,1728025.8
,28,1,150000.0
,35,1,890000.0
,36,1,463600.0
,52,1,300000.0
,71,1,5503822.91
,87,1,300000.0
,28,1,719000.0
,36,1,2104999.93
,52,1,600000.01
,52,1,100000.0
,28,1,266355.16
,36,1,349884.11
,52,1,1065420.13
,87,1,287663.58
,24,1,249599.0
,28,1,250000.0
,36,1,180000.0
,52,1,150000.0
,80,1,20000000.0
,87,1,2449984.0
,44,1,1044730.51
,35,1,299600.0
,45,1,1000000.0
,44,1,316800.0
,93,1,4047931.0
,52,1,50000.0
,36,1,80000.0
,18,1,251450.0
,18,1,487041.99
,18,1,261294.0
,24,1,1000000.0
