ApprovedDate,PooledFundName,FundType,Budget
02-2016,88,2,413359.68
02-2016,88,2,1000003.34
02-2016,108,2,305767.48
02-2016,108,2,395886.68
02-2016,108,2,333464.43
02-2016,88,2,199841.76
02-2016,88,2,633196.04
02-2016,88,2,281709.06
02-2016,108,2,491511.88
02-2016,108,2,389860.65
02-2016,108,2,509702.53
02-2016,108,2,694302.03
02-2016,108,2,452588.6
02-2016,49,2,600000.24
02-2016,49,2,190003.11
02-2016,49,2,249828.74
02-2016,80,2,602260.2
02-2016,108,2,315751.65
02-2016,108,2,391402.79
02-2016,108,2,337572.96
02-2017,1,2,719215.74
02-2017,1,2,480000.0
02-2017,55,2,250000.0
02-2017,73,2,245500.8
02-2019,80,2,258262.37
02-2019,80,2,249939.8
02-2019,80,2,1000000.0
02-2020,18,2,450000.0
02-2020,18,2,350000.0
02-2020,55,2,153513.54
02-2020,80,2,2400000.0
02-2020,91,2,772005.0
02-2020,55,2,71257.72
02-2020,73,2,518842.0
02-2020,73,2,195700.86
02-2020,18,2,229290.3
,45,2,249808.09
,67,2,314535.0
,87,2,1078509.6800000002
,80,2,174992.02
,80,2,768272.84
,80,2,460763.4
,105,2,999498.77
,55,2,130850.03
,55,2,1000000.04
,73,2,199995.84
,18,2,148514.27
,18,2,399998.46
,27,2,320475.26
,80,2,499983.18
,108,2,650640.79
,108,2,573700.44
,108,2,749977.23
,108,2,497550.0
,108,2,847056.41
,1,2,270000.06
,1,2,251203.9
,1,2,236263.23
,1,2,336315.12
,1,2,375000.0
,1,2,480083.93
,87,2,1187762.0
,49,2,480000.0
,55,2,250022.62
,80,2,194710.38
,80,2,186696.02
,55,2,999987.76
,108,2,300000.0
,51,2,400000.0
,51,2,399266.9
,51,2,360087.15
,49,2,200000.59
,49,2,650000.48
,49,2,631835.0
,49,2,1472499.29
,49,2,400000.0
,49,2,260000.0
,49,2,449903.97
,49,2,300000.0
,67,2,500000.03
,67,2,149578.8
,55,2,341779.98
,108,2,328259.3
,108,2,495729.29
,108,2,742790.11
,1,2,339607.33
,1,2,550000.0
,1,2,1510044.04
,27,2,600000.01
,27,2,2800000.0
,80,2,297761.78
,80,2,200712.31
,18,2,49999.99
,18,2,1031864.3799999999
,18,2,349993.79
,18,2,100000.0
,18,2,49998.96
,18,2,230001.44
,18,2,613999.64
,18,2,400000.0
,18,2,355180.08
,18,2,835000.9299999999
,18,2,200001.15000000002
,18,2,619583.5
,18,2,686499.79
,18,2,275112.86
,18,2,300000.18
,51,2,400000.0
,51,2,400000.01
,51,2,399997.71
,51,2,400000.0
,51,2,370196.8
,108,2,346033.74
,108,2,344444.77
,108,2,600056.0
,108,2,2002062.52
,18,2,300398.76
,18,2,521625.0
,51,2,399959.38
,88,2,228373.85
,88,2,339999.99
,88,2,300000.05
,88,2,611754.49
,88,2,676356.97
,88,2,299998.31
,88,2,299999.11
,88,2,350000.21
,88,2,400000.0
,88,2,299994.93
,88,2,349999.68
,88,2,500000.0
,88,2,330954.0
,1,2,1750280.0
,1,2,900000.38
,108,2,599999.76
,108,2,1328322.3
,108,2,910657.62
,108,2,1239777.78
,108,2,573316.7
,108,2,1019246.88
,108,2,729558.16
,108,2,407328.5
,74,2,102000.04
,87,2,653799.0
,80,2,233153.0
,27,2,1591397.59
,49,2,350000.21
,49,2,317747.2
,49,2,349933.41
,49,2,2250000.0
,49,2,549999.04
,49,2,402590.0
,49,2,202294.2
,49,2,652498.84
,49,2,229000.0
,105,2,750193.56
,105,2,500892.68
,105,2,997557.98
,105,2,1000001.14
,105,2,349676.0
,105,2,1500000.0
,36,2,299983.86
,73,2,50070.24
,73,2,71303.09
,1,2,102640.61
,105,2,998473.35
,105,2,799999.73
,1,2,470000.0
,1,2,495452.5
,1,2,500000.0
,1,2,490000.32
,1,2,287994.0
,1,2,555299.89
,1,2,529987.05
,1,2,348984.41
,1,2,250000.15
,1,2,700000.0
,98,2,324959.0
,36,2,300000.79
,36,2,449633.27
,36,2,199999.4
,80,2,290014.94
,80,2,149899.51
,91,2,422889.68
,91,2,249987.31
,91,2,444242.6
,88,2,216928.5
,98,2,201195.97
,87,2,413214.01
,1,2,830180.04
,1,2,259000.01
,88,2,300004.89
,88,2,380000.0
,88,2,340000.16
,88,2,300000.0
,88,2,860000.0
,91,2,255071.95
,87,2,163809.08
,18,2,540009.56
,51,2,400000.0
,108,2,280502.3
,108,2,761036.55
,108,2,629260.8
,108,2,304971.06
,55,2,590722.6
,88,2,261318.97
,88,2,450000.84
,91,2,420000.0
,88,2,384913.24
,88,2,300000.39
,88,2,671054.31
,88,2,1199975.71
,36,2,6000000.02
,36,2,350000.37
,87,2,390000.0
,1,2,435260.7
,1,2,862829.81
,105,2,750008.56
,105,2,249976.61
,105,2,750001.35
,105,2,585397.0
,80,2,637089.68
,80,2,263318.44
,80,2,282122.73
,80,2,109599.0
,80,2,152540.27
,36,2,600000.0
,36,2,210573.82
,80,2,150000.54
,72,2,1113049.82
,88,2,4999500.01
,88,2,1483709.6
,98,2,150000.0
,88,2,491456.45
,88,2,449969.44
,87,2,399993.89
,87,2,2011455.0
,74,2,494524.09
,49,2,675421.2
,49,2,450000.0
,49,2,230000.78
,49,2,572447.0
,49,2,377645.8
,49,2,369859.41
,49,2,844428.91
,49,2,600000.0
,105,2,749367.01
,18,2,300000.0
,18,2,600000.0
,80,2,431998.48
,108,2,836908.91
,108,2,300107.05
,108,2,521042.88
,108,2,765079.57
,36,2,379102.22
,87,2,1911181.0
,108,2,649999.86
,74,2,179990.32
,74,2,194768.41
,74,2,112007.6
,73,2,250000.05
,51,2,378197.13
,51,2,399950.0
,51,2,317711.31
,51,2,399999.88
,51,2,320186.33
,27,2,1318921.76
,36,2,280273.39
,36,2,185000.0
,80,2,499999.48
,67,2,139232.36
,108,2,351625.27
,108,2,470438.34
,108,2,1190434.91
,108,2,371677.34
,108,2,1093870.15
,108,2,1720975.46
,108,2,922450.23
,108,2,899514.61
,108,2,958238.08
,108,2,1199464.44
,36,2,350002.45
,87,2,392702.0
,87,2,1350000.0
,87,2,199999.75
,73,2,248167.5
,49,2,320133.3
,105,2,500000.3
,51,2,220967.04
,51,2,270000.0
,1,2,399871.99
,108,2,299971.24
,88,2,500000.0
,88,2,1199999.56
,88,2,550000.01
,108,2,762772.17
,108,2,430677.78
,108,2,391893.22
,108,2,599950.88
,108,2,233018.18
,108,2,573310.82
,108,2,785786.6
,108,2,291198.09
,108,2,680692.36
,108,2,683766.17
,36,2,299993.11
03-2016,36,2,1476626.32
03-2016,88,2,499999.68
03-2016,88,2,499998.74
03-2016,108,2,440503.0
03-2016,27,2,513347.97
03-2016,27,2,748398.08
03-2016,27,2,1534336.29
03-2016,27,2,202501.78
03-2019,18,2,430000.18
03-2019,27,2,256382.2
03-2019,27,2,197999.21
03-2019,27,2,244312.28
03-2019,27,2,648010.83
03-2019,27,2,304380.76
03-2019,73,2,414389.79
03-2019,49,2,8461001.4
03-2019,73,2,350000.0
03-2019,105,2,4933267.1
03-2020,91,2,285672.84
03-2020,91,2,340621.82
03-2020,67,2,990000.57
,87,2,299033.97
,1,2,526145.0
,1,2,456600.01
,18,2,467000.1
,74,2,119979.1
,74,2,200000.08
,74,2,249984.1
,74,2,129844.5
,74,2,244560.27
,73,2,53494.51
,36,2,676501.12
,105,2,488802.43
,105,2,600053.22
,105,2,1000000.0
,105,2,747681.93
,105,2,978419.76
,36,2,250000.74
,36,2,547850.08
,36,2,172000.0
,36,2,330000.01
,108,2,707431.73
,108,2,830875.52
,108,2,799834.63
,108,2,645214.72
,108,2,1001806.76
,108,2,598532.59
,108,2,1040410.26
,108,2,799727.63
,98,2,139996.66
,36,2,245060.0
,36,2,350203.6
,36,2,250000.0
,88,2,2052000.29
,108,2,1439469.88
,36,2,580863.99
,36,2,450000.01
,108,2,493735.71
,108,2,846320.61
,108,2,334639.62
,108,2,1490545.21
,108,2,674551.54
,108,2,500000.0
,108,2,611401.45
,108,2,7586136.93
,108,2,1401532.82
,108,2,1602321.47
,108,2,951000.0
,108,2,987369.0
,108,2,540342.51
04-2012,87,2,2683570.0
04-2014,87,2,1600000.0
04-2018,73,2,581138.4
04-2018,73,2,250009.76
04-2018,36,2,288146.83
04-2018,36,2,183507.86
04-2018,55,2,225623.84
04-2018,55,2,317803.44
04-2018,108,2,1171051.17
04-2019,87,2,1476246.23
04-2019,74,2,500000.0
04-2019,74,2,422655.84
04-2020,18,2,593250.8
04-2020,18,2,313320.16
04-2020,1,2,1028618.71
04-2020,80,2,1599650.71
04-2020,80,2,500000.0
04-2020,18,2,200000.0
04-2020,18,2,533989.66
04-2020,18,2,370000.0
04-2020,18,2,250000.0
05-2016,80,2,190404.36
05-2017,27,2,244459.0
05-2017,73,2,83687.98
05-2017,73,2,299055.84
05-2017,1,2,2293570.04
05-2017,49,2,321814.5
05-2017,49,2,104103.3
05-2017,67,2,566712.61
05-2017,108,2,300017.1
05-2018,73,2,199714.43
05-2018,87,2,499988.2
05-2018,87,2,596974.91
05-2018,36,2,165944.4
05-2018,36,2,183619.08
05-2018,36,2,997949.09
05-2018,36,2,748284.57
05-2019,18,2,158716.66
05-2020,1,2,1072060.56
05-2020,18,2,431328.64
05-2020,98,2,188500.62
05-2020,67,2,270232.57
05-2020,91,2,1438491.95
05-2020,91,2,382000.0
05-2020,91,2,396454.26
06-2012,87,2,1459943.0
06-2016,27,2,755659.75
06-2016,27,2,2825474.1
06-2016,27,2,959994.61
06-2016,80,2,4075924.2800000003
06-2016,80,2,262152.8
06-2016,80,2,150484.8
06-2016,49,2,1238837.44
06-2016,22,2,241349.78
06-2016,36,2,1495840.31
06-2016,22,2,249598.54
06-2016,22,2,115000.0
06-2016,80,2,199811.59
06-2017,1,2,463266.3
06-2017,49,2,370041.0
06-2017,49,2,553992.5
06-2017,49,2,700000.0
06-2017,49,2,452254.03
06-2017,49,2,418798.0
06-2017,49,2,349999.86
06-2017,105,2,699511.41
06-2017,105,2,750000.0
06-2017,105,2,700228.74
06-2019,72,2,314000.89
06-2019,72,2,246821.67
07-2016,108,2,338359.36
07-2016,108,2,521525.28
07-2016,108,2,525184.89
07-2016,55,2,517887.28
07-2016,49,2,476753.48
07-2016,49,2,399998.78
07-2016,55,2,250000.0
07-2016,36,2,4940585.34
07-2016,55,2,326304.42
07-2016,55,2,248774.25
07-2016,55,2,249318.52
07-2016,55,2,291099.32
07-2016,55,2,142277.9
07-2016,55,2,238539.17
07-2016,55,2,119907.2
07-2016,55,2,249637.42
07-2016,55,2,117094.38
07-2016,55,2,250000.0
07-2017,108,2,316220.28
07-2017,108,2,565000.0
07-2017,105,2,399743.44
07-2017,108,2,300000.0
07-2017,108,2,339707.61
07-2017,73,2,298385.39
07-2017,73,2,249808.41
07-2017,80,2,250557.94
07-2017,108,2,300051.54
07-2017,108,2,303959.18
07-2018,87,2,400000.0
07-2018,36,2,1070000.28
07-2018,73,2,299999.99
07-2018,55,2,588378.02
07-2018,36,2,483101.02
07-2019,72,2,300065.27
07-2019,108,2,814489.56
07-2019,108,2,795498.97
07-2019,108,2,499928.61
07-2019,108,2,719963.47
07-2019,108,2,164994.0
07-2019,108,2,145771.45
07-2019,87,2,1030701.0
08-2016,80,2,1191488.87
08-2016,80,2,86322.46
08-2016,108,2,607573.82
08-2016,108,2,268207.91
08-2016,108,2,375936.88
08-2016,55,2,263663.15
08-2017,80,2,403210.52
08-2017,87,2,199501.48
08-2017,22,2,150000.0
08-2017,91,2,2000000.1
08-2017,49,2,110000.28
08-2017,49,2,499893.3
08-2017,49,2,1000000.0
08-2017,49,2,2005677.66
08-2017,49,2,2899996.3
08-2017,49,2,150024.7
08-2017,49,2,399999.38
08-2017,49,2,539347.11
08-2017,49,2,714000.0
08-2017,49,2,390764.86
08-2017,80,2,350038.54
08-2017,80,2,200000.43
08-2017,80,2,306421.25
08-2017,80,2,850028.33
08-2017,1,2,248685.58
08-2017,80,2,655444.76
08-2017,80,2,85947.75
08-2017,80,2,278816.92
08-2017,1,2,1185709.59
08-2017,80,2,62358.53
08-2017,87,2,149945.84
08-2017,87,2,250000.02
08-2018,74,2,500000.66
08-2018,36,2,636092.08
08-2018,74,2,349988.78
08-2018,36,2,402391.11
08-2018,87,2,389993.6
08-2020,91,2,6968784.17
08-2020,91,2,3000000.03
08-2021,108,2,699119.69
08-2021,108,2,1472187.32
08-2021,108,2,922987.05
08-2021,108,2,787149.57
08-2021,108,2,792752.14
08-2021,108,2,1136895.82
08-2021,108,2,300853.61
08-2021,108,2,415262.72
08-2021,108,2,240527.33
08-2021,108,2,785404.24
08-2021,108,2,305420.8
08-2021,108,2,499959.6
08-2021,108,2,899997.52
08-2021,108,2,1044121.09
08-2021,108,2,1365468.69
08-2021,108,2,657509.65
08-2021,108,2,725506.26
08-2021,108,2,478022.55
08-2021,108,2,621469.91
08-2021,108,2,624652.36
08-2021,108,2,379605.29
08-2021,108,2,295339.78
09-2016,55,2,248679.77
09-2016,55,2,999009.25
09-2016,55,2,250048.47
09-2016,27,2,400000.78
09-2016,49,2,390000.06
09-2016,36,2,97374.01
09-2016,80,2,295652.78
09-2017,49,2,399958.68
09-2017,49,2,421464.44
09-2017,73,2,95235.35
09-2017,73,2,256382.06
09-2020,36,2,208001.4
09-2020,88,2,400000.78
09-2020,88,2,349980.69
09-2020,88,2,500000.0
09-2020,88,2,300000.07
09-2020,91,2,419965.52
09-2020,88,2,300000.72
09-2020,88,2,299997.39
09-2020,88,2,400000.24
09-2020,88,2,300000.0
09-2020,91,2,400000.5
09-2020,87,2,400000.78
09-2020,36,2,750000.0
09-2020,36,2,199999.33
09-2020,36,2,249932.33
09-2020,36,2,742423.94
09-2020,36,2,203966.01
01-2014,87,2,300000.0
01-2014,87,2,240843.28
01-2014,87,2,299942.0
01-2014,87,2,211307.67
01-2016,27,2,1353505.38
01-2016,108,2,414562.62
01-2016,27,2,420001.75
01-2016,108,2,621525.57
01-2016,108,2,520828.49
01-2016,108,2,450779.7
01-2016,27,2,125704.0
01-2016,27,2,721768.0
01-2016,27,2,350000.0
01-2016,27,2,112038.0
01-2016,27,2,232004.0
01-2016,74,2,150000.27
01-2016,74,2,149999.88
01-2016,74,2,185000.67
01-2016,74,2,49942.25
01-2016,74,2,124528.74
01-2016,73,2,242194.57
01-2016,73,2,299451.48
01-2018,80,2,1749885.09
01-2019,108,2,647029.75
01-2019,108,2,460900.38
01-2019,36,2,214286.54
01-2019,36,2,300000.9
01-2019,91,2,449219.74
01-2019,36,2,599994.04
01-2019,36,2,700000.7
01-2020,36,2,404237.2
01-2020,36,2,150000.73
01-2020,36,2,365610.14
01-2020,108,2,1199999.79
01-2020,108,2,935766.7
01-2020,87,2,400085.2
01-2020,108,2,881477.57
01-2020,108,2,873787.15
01-2020,108,2,956237.12
01-2020,108,2,439989.41
01-2020,108,2,500468.96
01-2020,108,2,1129394.63
01-2020,108,2,1196852.46
01-2020,108,2,1183291.03
01-2020,108,2,544857.74
01-2020,108,2,691227.07
01-2020,108,2,245758.66
01-2020,108,2,1168634.74
01-2020,108,2,382995.8
10-2014,87,2,426203.0
10-2015,36,2,330955.83999999997
10-2017,105,2,738381.99
10-2017,49,2,381557.99
10-2017,49,2,313794.96
10-2017,49,2,340112.34
10-2017,51,2,392294.53
10-2017,49,2,696351.1
10-2017,49,2,285700.7
10-2018,105,2,1181044.6
10-2018,105,2,4000000.26
10-2018,105,2,499997.85
10-2018,105,2,4998483.6
10-2018,105,2,699994.0
10-2018,105,2,974495.5
10-2018,105,2,5018256.13
10-2018,105,2,2403501.25
10-2019,36,2,191156.01
10-2019,36,2,764554.31
10-2019,36,2,498375.09
10-2019,36,2,251773.94
10-2020,108,2,1029540.37
10-2020,108,2,484000.0
10-2020,108,2,5865627.65
10-2020,88,2,447223.09
10-2020,88,2,293478.32
10-2020,36,2,659844.95
10-2020,36,2,250000.0
11-2014,87,2,596262.32
11-2016,74,2,199977.65
11-2016,74,2,174996.36
11-2016,74,2,49974.35
11-2016,74,2,249990.4
11-2016,74,2,199988.35
11-2016,74,2,249997.98
11-2018,105,2,552135.51
11-2018,105,2,10000000.65
11-2018,105,2,499797.0
11-2018,105,2,308090.02
11-2018,105,2,667722.78
11-2018,105,2,3800716.95
11-2018,105,2,698645.14
11-2018,105,2,3967127.13
11-2018,105,2,698558.06
11-2018,105,2,19979166.63
11-2018,51,2,249999.94
11-2018,108,2,352055.68
11-2019,36,2,230000.67
11-2019,36,2,304001.45
11-2019,51,2,304338.82
11-2019,51,2,241822.14
11-2019,51,2,250000.0
11-2019,108,2,313206.8
11-2019,51,2,329601.0
11-2019,51,2,299956.42
11-2019,51,2,334921.98
12-2011,87,2,1110443.0
12-2016,51,2,381111.53
12-2016,51,2,399997.07
12-2016,73,2,248097.81
12-2016,73,2,245705.45
12-2016,73,2,74686.24
12-2017,105,2,935449.38
12-2017,36,2,250537.13
12-2017,36,2,164935.21
12-2017,36,2,499998.35
12-2017,87,2,376885.03
12-2017,87,2,385495.37
12-2017,51,2,198232.28
12-2017,105,2,850212.37
12-2017,105,2,749973.59
12-2017,49,2,375003.33
12-2018,108,2,2259361.88
12-2018,87,2,199988.78
12-2018,73,2,647123.16
12-2018,73,2,239076.84
12-2018,49,2,599964.66
12-2018,91,2,1944309.23
12-2019,91,2,247288.55
12-2019,36,2,250000.0
12-2019,36,2,403892.32
12-2019,36,2,600012.71
12-2019,36,2,1112500.4
12-2019,36,2,210000.02
12-2019,36,2,160107.0
12-2019,36,2,200000.0
12-2019,36,2,500000.02
12-2019,36,2,96957.75
12-2019,36,2,255000.0
12-2019,36,2,178445.0
12-2021,18,2,274881.93
12-2021,18,2,350000.12
12-2021,18,2,430000.0
12-2021,18,2,150000.0
,1,2,751365.13
,1,2,311487.53
,36,2,477140.75
,108,2,753840.68
,108,2,165221.64
,108,2,472388.95
,108,2,258028.36
,108,2,795348.12
,108,2,543485.1
,108,2,460142.16
,108,2,305275.82
,108,2,545079.4
,108,2,368526.96
,108,2,436206.9
,108,2,1166001.63
,108,2,314376.7
,108,2,99921.94
,108,2,646999.93
,108,2,196569.7
,108,2,239546.2
,108,2,592284.59
,108,2,185473.8
,108,2,800000.0
,80,2,150000.03
,80,2,384000.02
,51,2,362684.53
,87,2,367353.26
,73,2,248940.85
,49,2,3097324.85
,108,2,346923.15
,55,2,145622.75
,108,2,432836.4
,36,2,755718.85
,80,2,248351.07
,80,2,500000.06
,88,2,198748.39
,105,2,2000000.0
,73,2,390550.0
,36,2,220121.4
,51,2,313000.34
,36,2,1345792.74
,105,2,1050000.0
,74,2,499945.73
,91,2,1000024.28
,91,2,409997.25
,27,2,509860.59
,36,2,349640.98
,36,2,200000.01
,36,2,350000.0
,36,2,725000.0
,36,2,300000.0
,74,2,100066.62
,105,2,498759.1
,108,2,699411.92
,108,2,284926.88
,108,2,1199994.09
,108,2,749905.22
,108,2,750614.78
,108,2,500011.0
,87,2,400372.6
,74,2,111994.59
,74,2,250064.02
,74,2,125057.32
,22,2,249994.99
,74,2,249883.52
,74,2,249994.8
,105,2,879989.4
,105,2,890873.18
,105,2,909953.42
,105,2,600000.0
,36,2,262069.61
,36,2,250000.04
,36,2,150000.0
,36,2,900000.02
,36,2,350000.21
,108,2,1427360.45
,108,2,412489.76
,18,2,300000.0
,108,2,973032.43
,18,2,275000.0
,108,2,663005.19
,108,2,485378.57
,108,2,1483682.97
,108,2,799990.42
,108,2,802689.18
,18,2,200000.0
,108,2,1299980.56
,108,2,1200026.4
,108,2,770475.48
,108,2,677034.53
,108,2,1197036.34
,108,2,736976.44
,108,2,1799880.28
,36,2,310000.65
,108,2,261262.49
,108,2,498602.14
,36,2,1313895.48
,36,2,1555000.0
,87,2,642328.0
,105,2,311967.77
,105,2,683870.42
,105,2,252860.26
,105,2,415959.29
,105,2,225482.17
,105,2,331999.62
,108,2,596380.02
,108,2,321304.49
,108,2,412212.3
,105,2,1500000.0
,105,2,400000.24
,105,2,919944.0
,105,2,599999.13
,18,2,250000.0
,18,2,219264.4
,18,2,50000.03
,18,2,250000.42
,18,2,74611.1
,51,2,199933.69
,51,2,249994.27
,74,2,699932.88
,55,2,296520.0
,91,2,399987.58
,1,2,423390.38
,1,2,333551.05
,1,2,360530.94
,1,2,699984.91
,1,2,395506.0
,1,2,650000.0
,1,2,352688.01
,1,2,350000.0
,87,2,684393.0
,87,2,354841.0
,22,2,197958.43
,36,2,398742.72
,45,2,175032.14
,87,2,153750.0
,105,2,492835.0
,36,2,1322570.2200000002
,45,2,279594.23
,108,2,800542.07
,108,2,1262603.84
,108,2,499797.0
,108,2,274994.28
,72,2,400340.5
,80,2,210224.49
,80,2,199999.91
,80,2,337912.94
,55,2,512670.81
,55,2,612900.19
,55,2,297299.5
,87,2,302283.76
,51,2,247753.02
,51,2,299994.89
,51,2,350000.0
,51,2,349999.99
,51,2,349626.78
,51,2,300008.31
,51,2,295545.18
,18,2,1201320.0
,27,2,200001.67
,18,2,517689.01
,18,2,329999.99
,18,2,588000.0
,73,2,148364.3
,73,2,540000.0
,73,2,284999.1
,73,2,315514.11
,73,2,500000.0
,51,2,271606.64
,87,2,96697.0
,45,2,175000.0
,105,2,314994.08999999997
,73,2,249983.59
,51,2,166666.86
,108,2,575000.0
,72,2,500770.65
,87,2,1452795.71
,80,2,1749999.46
,18,2,460000.0
,36,2,448816.7
,36,2,100000.37
,49,2,400000.0
,87,2,373583.37
,36,2,500000.28
,36,2,372125.65
,36,2,360006.15
,49,2,2200000.0
,49,2,430182.58
,49,2,2000000.0
,36,2,2000015.26
,36,2,457907.06
,87,2,814788.0
,88,2,1122505.07
,73,2,250000.0
,51,2,113631.22
,51,2,400000.07
,74,2,120651.92
,74,2,249992.66
,87,2,732537.29
,36,2,321600.0
,36,2,1199328.89
,105,2,2500000.0
,49,2,485000.38
,108,2,387414.37
,105,2,2498035.98
,105,2,978864.46
,105,2,2000000.15
,72,2,400953.34
,80,2,399884.68
,80,2,215911.88
,55,2,562748.34
,36,2,883329.78
,36,2,500000.44
,36,2,681924.95
,51,2,198109.39
,18,2,200000.0
,108,2,589859.44
,18,2,350444.81
,18,2,399893.24
,18,2,550000.34
,18,2,300023.35
,18,2,359999.84
,18,2,240000.0
,18,2,467289.0
,27,2,1628349.74
,27,2,1838186.01
,27,2,533009.71
,74,2,299995.9
,36,2,200000.1
,36,2,300000.0
,36,2,402974.14
,36,2,1280000.0
,36,2,940941.8
,36,2,600002.36
,36,2,200000.55
02-2014,87,2,150039.0
02-2014,87,2,250229.3
02-2014,87,2,292448.71
02-2014,87,2,96835.0
02-2014,73,2,230000.0
02-2014,87,2,198693.65
02-2014,87,2,191710.83
02-2014,87,2,355761.25
02-2014,87,2,400000.0
02-2014,87,2,408175.04
02-2014,87,2,125342.2
02-2014,87,2,300000.0
02-2015,105,2,648290.08
02-2015,105,2,583592.1
02-2015,105,2,750000.34
02-2015,105,2,201427.5
02-2015,105,2,993387.07
02-2015,105,2,258364.88
02-2015,105,2,500000.0
02-2018,74,2,299954.56
02-2018,1,2,836832.42
02-2018,18,2,500000.0
02-2018,18,2,449982.29
02-2018,18,2,199634.98
02-2018,87,2,249592.09
02-2018,87,2,348865.97
02-2019,36,2,980065.93
02-2019,36,2,829709.05
02-2019,67,2,299413.36
02-2019,108,2,645655.08
02-2019,108,2,250397.76
02-2019,108,2,418954.81
02-2019,108,2,661238.6
02-2019,108,2,999922.42
02-2020,108,2,262943.94
02-2020,108,2,983677.0
02-2020,108,2,677575.0
02-2020,108,2,1655401.86
02-2020,108,2,637251.45
02-2020,108,2,798249.21
02-2020,108,2,714864.0
02-2020,108,2,600670.27
02-2020,108,2,478672.12
02-2020,108,2,572819.46
02-2020,36,2,100085.36
02-2020,36,2,485074.45
02-2020,36,2,249999.9
02-2020,36,2,499664.83
02-2021,18,2,1549908.79
,87,2,245779.0
,18,2,644356.14
,73,2,246588.36
,105,2,2200001.05
,105,2,755176.04
,105,2,1469980.73
,73,2,135834.34
,91,2,499549.83
,87,2,2126137.15
,36,2,149251.5
,105,2,470573.0
,87,2,468720.74
,45,2,390375.25
,74,2,249998.01
,51,2,386417.5
,36,2,196929.13
,87,2,299317.47
,18,2,349948.85
,80,2,500000.0
,36,2,199939.69
,36,2,755429.99
,36,2,445848.56
,36,2,234031.51
,36,2,200000.0
,91,2,600000.9
,51,2,300263.35
,36,2,412614.7
,74,2,65270.0
,18,2,450000.0
,72,2,1200000.0
,36,2,190000.06
,49,2,900000.01
,49,2,800000.0
,49,2,1199246.73
,108,2,268349.02
,108,2,1499999.98
,108,2,750000.0
,108,2,1995997.29
,108,2,654372.3
,108,2,1025557.76
,108,2,502430.97
,108,2,613800.69
,108,2,1487000.0
,108,2,794324.5
,108,2,977717.0
,108,2,466035.0
,108,2,500000.0
,36,2,499826.66
,108,2,780302.32
,36,2,500086.35
,36,2,1000000.0
,36,2,415000.0
,36,2,210000.07
,67,2,236351.02
,67,2,230226.12
,87,2,985582.0
,87,2,232500.0
,105,2,463864.25
,73,2,250000.0
,105,2,19699899.41
,87,2,270674.03
,80,2,979001.34
,80,2,1835155.53
,91,2,208810.0
,91,2,232553.8
,91,2,299980.92
,91,2,267454.04
,36,2,307159.41
,27,2,452400.08
,27,2,399950.59
,51,2,349876.09
,18,2,420000.0
,108,2,493542.32
,108,2,4010521.13
,18,2,350181.95
,18,2,565000.0
,18,2,120000.0
,87,2,1194999.0
,74,2,200378.9
,105,2,341577.17
,74,2,125008.9
,80,2,1626071.36
,80,2,2437787.08
,80,2,123444.1
,80,2,191069.0
,80,2,74897.86
,108,2,297611.69
,51,2,399328.04
,105,2,1777884.18
,87,2,375526.13
,36,2,300000.0
,51,2,291951.46
,51,2,149721.89
,80,2,557964.24
,80,2,314422.28
,80,2,100050.35
,36,2,904521.28
,80,2,214000.0
,80,2,450000.0
,80,2,600000.0
,80,2,559411.15
,80,2,556640.43
,87,2,150036.0
,72,2,460144.43
,73,2,321535.0
,80,2,2157630.43
,36,2,296122.54
,80,2,273240.55
,87,2,1030379.0
,105,2,1340001.26
,105,2,390000.02
,73,2,246364.46
,91,2,494340.0
,36,2,492228.23
,27,2,663119.03
,27,2,801525.34
,27,2,835207.9
,27,2,450024.88
,27,2,314064.01
,27,2,217366.0
,27,2,266323.97
,27,2,320000.09
,27,2,270000.0
,27,2,967000.0
,27,2,129042.0
,27,2,600000.0
,27,2,444340.0
,27,2,416717.0
,27,2,1193783.01
,27,2,494344.38
,27,2,290770.36
,27,2,157436.89
,27,2,412827.0
,27,2,545109.52
,27,2,333662.38
,27,2,377708.01
,27,2,914155.57
,27,2,138302.85
,27,2,506054.58
,27,2,249999.58
,27,2,970953.96
,27,2,322844.0
,27,2,698369.39
,27,2,499999.93
,27,2,340759.15
,18,2,450000.0
,18,2,450000.0
,18,2,650000.87
,18,2,336998.22
,67,2,150000.0
,67,2,295546.31
,87,2,123098.0
,105,2,1800000.0
,91,2,499661.89
,51,2,400000.0
,73,2,152140.0
,51,2,204522.45
,108,2,99884.5
,91,2,891230.41
,91,2,249999.08
,91,2,199992.63
,91,2,827672.67
,73,2,249999.99
,87,2,418728.45
,72,2,199921.58
,72,2,300000.5
,87,2,420001.55
,98,2,325000.0
,49,2,500000.0
,49,2,794999.01
,49,2,705000.0
,49,2,2000000.09
,87,2,478097.0
,87,2,499998.68
,87,2,978312.11
,88,2,2696253.1599999997
,88,2,1269576.54
,88,2,5352152.82
,88,2,4096073.4400000004
,88,2,6913295.27
,88,2,7374546.150000001
,88,2,2945357.22
,88,2,13573860.680000002
,88,2,3187048.5100000002
,88,2,3064302.78
,88,2,8203001.5200000005
,88,2,852927.82
,88,2,497193.5
,88,2,1335026.03
,27,2,1768977.5
,27,2,1399919.52
,18,2,50000.0
,80,2,604488.37
,80,2,913571.49
