allocationYear,fundId,clusterId,ClusterCBPFCERFId,partnerTypeId,partnerCode,projectList,budget
2016,109,9,9,3,4,1686,123578.0
2016,109,11,11,3,4,1685,174031.0
2016,109,6,17,3,5,1771,700004.0
2016,109,6,18,3,2,1772,2303762.0
2016,109,7,7,3,3,1765,599502.0
2016,109,7,7,3,6,1766,341947.0
2016,109,9,9,3,2,1763,908076.0
2016,109,9,9,3,4,1761,524975.0
2016,109,11,11,3,4,1762,610622.0
2016,109,4,19,3,11,1845,662186.0
2016,109,6,18,3,2,1847,608270.0
2016,109,7,7,3,4,1846,167047.0
2016,109,2,2,3,1,1662,500285.0
2016,109,6,17,3,5,1661,854787.0
2016,109,7,7,3,6,1663,478131.0
2016,109,9,9,3,4,1664,609771.0
2016,109,6,17,3,5,1696,732497.0
2016,109,6,18,3,2,1694,3100957.0
2016,109,9,9,3,2,1695,404663.0
2016,109,9,9,3,4,1692,117711.0
2016,109,11,11,3,4,1691,323975.0
2016,109,6,17,3,5,1964,1000842.0
2016,109,6,18,3,2,1965,1496410.0
2016,109,7,7,3,6,1961,623195.0
2016,109,10,10,3,6,1962,450010.0
2016,109,6,17,3,5,1878,159133.0
2016,109,6,18,3,2,1875,960107.0
2016,109,9,9,3,2,1876,598755.0
2016,109,9,9,3,4,1877,225004.0
2016,109,4,19,3,11,1888,298530.0
2016,109,4,19,3,7,1886,998708.0
2016,109,7,7,3,3,1885,200000.0
2016,109,7,7,3,6,1887,242637.0
2016,109,9,9,3,2,1883,1000000.0
2016,109,9,9,3,4,1881,165023.0
2016,109,10,10,3,11,1889,248775.0
2016,109,10,10,3,4,1880,203500.0
2016,109,11,11,3,4,1882,727096.0
2016,109,12,20,3,2,1884,905006.0
2016,109,4,19,3,11,1550,1985228.0
2016,109,4,19,3,7,1549,2000000.0
2016,109,6,17,3,5,1849,1500129.0
2016,109,6,18,3,2,1851,5995380.0
2016,109,7,7,3,3,1553##1786,746095.0
2016,109,7,7,3,4,1543,348285.0
2016,109,7,7,3,6,1547,309835.0
2016,109,9,9,3,4,1545##1848,4000749.0
2016,109,10,10,3,11,1552##1551##1850,1665055.0
2016,109,10,10,3,4,1542##1852,634097.0
2016,109,10,10,3,6,1546##1853,726507.0
2016,109,10,10,3,7,1548,300000.0
2016,109,11,11,3,4,1544,2000000.0
2016,109,12,20,3,1,1855,272409.0
2016,109,12,20,3,2,1854,1000000.0
2016,109,6,18,3,2,1759,3999485.0
2016,109,9,9,3,4,1760,736670.0
2016,109,4,19,3,11,2028,798710.0
2016,109,6,18,3,2,2027,477815.0
2016,109,7,7,3,3,2024,285673.0
2016,109,7,7,3,4,2021,101858.0
2016,109,7,7,3,6,2026,133236.0
2016,109,10,10,3,4,2022,263621.0
2016,109,10,10,3,6,2025,162522.0
2016,109,11,11,3,4,2023,143480.0
2016,109,3,3,3,4,1832,650000.0
2016,109,4,19,3,11,1820##1717,1517094.0
2016,109,4,19,3,7,1718,182304.0
2016,109,6,17,3,5,1710,400000.0
2016,109,6,18,3,2,1821##1711,4663270.0
2016,109,7,7,3,3,1724##1823,1068326.0
2016,109,7,7,3,4,1725##1824,653579.0
2016,109,7,7,3,6,1726##1825,705968.0
2016,109,9,9,3,2,1727##1835,1382905.0
2016,109,9,9,3,4,1712##1834,851735.0
2016,109,10,10,3,4,1709##1829,1149533.0
2016,109,10,10,3,6,1827,380000.0
2016,109,11,11,3,4,1714##1831,1950781.0
2016,109,11,11,3,7,1713,639978.0
2016,109,13,21,3,11,1830##1828,1448534.0
2016,109,2,2,3,1,1863,728135.0
2016,109,4,19,3,7,1859,1000780.0
2016,109,6,17,3,5,1862,941127.0
2016,109,6,18,3,2,1861,880645.0
2016,109,7,7,3,3,1864,113162.0
2016,109,7,7,3,6,1860,107300.0
2016,109,11,11,3,4,1865,447795.0
2016,109,6,17,3,5,1697,1500000.0
2016,109,6,18,3,2,1699,2004812.0
2016,109,7,7,3,3,1701##1837,959657.0
2016,109,7,7,3,4,1700,375017.0
2016,109,7,7,3,6,1698,374856.0
2016,109,7,7,3,7,1702,372583.0
2016,109,9,9,3,2,1706,3000004.0
2016,109,11,11,3,4,1704##1838,2714009.0
2016,109,11,11,3,7,1705,1205366.0
2016,109,12,20,3,2,1839,379028.0
2016,109,1,1,3,7,1751,1000000.0
2016,109,3,3,3,4,1740,750000.0
2016,109,4,19,3,7,1752,3000000.0
2016,109,6,17,3,5,1749,899421.0
2016,109,6,18,3,2,1750,2025576.0
2016,109,7,7,3,3,1757,504530.0
2016,109,7,7,3,4,1756,1118552.0
2016,109,7,7,3,6,1755,515196.0
2016,109,7,7,3,7,1754,251115.0
2016,109,9,9,3,2,1747,414424.0
2016,109,9,9,3,4,1746,859344.0
2016,109,10,10,3,4,1743,453868.0
2016,109,10,10,3,6,1744,194954.0
2016,109,11,11,3,4,1741,2500000.0
2016,109,12,20,3,2,1758,347322.0
2016,109,13,21,3,11,1683,5989321.0
2016,109,4,19,3,18,1815,927080.0
2016,109,4,19,3,7,1813,899993.0
2016,109,6,18,3,2,1819,756343.0
2016,109,7,7,3,3,1818,608830.0
2016,109,7,7,3,6,1817,119626.0
2016,109,11,11,3,4,1814,1008208.0
2016,109,6,18,3,2,1728,2801868.0
2016,109,11,11,3,4,1729,340040.0
2016,109,9,9,3,2,1879,846703.0
2016,109,4,19,3,11,1930,3524605.0
2016,109,6,18,3,2,1934,3875434.0
2016,109,7,7,3,3,1937,201267.0
2016,109,10,10,3,17,1927,250000.0
2016,109,10,10,3,6,1929,756191.0
2016,109,13,21,3,4,1932,1690000.0
2016,109,3,3,3,4,1983,449935.0
2016,109,4,19,3,4,1986,100152.0
2016,109,4,19,3,7,1987,750000.0
2016,109,10,10,3,4,1984,198010.0
2016,109,6,17,3,5,1795,665005.0
2016,109,7,7,3,3,1794,556079.0
2016,109,9,9,3,4,1793,542321.0
2016,109,11,11,3,1,1791,784300.0
2016,109,11,11,3,17,1790,405151.0
2016,109,11,11,3,4,1792,945008.0
2016,109,7,7,3,3,2000,700000.0
2016,109,11,11,3,4,1999,1300000.0
2016,109,4,19,3,11,1617,1515000.0
2016,109,4,19,3,7,1614,325000.0
2016,109,6,17,3,5,1612,1499619.0
2016,109,6,18,3,2,1621,3000130.0
2016,109,7,7,3,3,1623,999996.0
2016,109,7,7,3,6,1616,930000.0
2016,109,9,9,3,2,1622,526973.0
2016,109,9,9,3,4,1619,1174956.0
2016,109,10,10,3,20,1615,499960.0
2016,109,10,10,3,4,1618,730015.0
2016,109,10,10,3,7,1613,600000.0
2016,109,11,11,3,4,1620,1184306.0
2016,109,1,1,3,7,1919,750000.0
2016,109,4,19,3,11,1917,1150003.0
2016,109,6,17,3,5,1918,700000.0
2016,109,6,18,3,2,1920,1850000.0
2016,109,7,7,3,3,1916,1300000.0
2016,109,7,7,3,6,1915,800000.0
2016,109,9,9,3,2,1921,349838.0
2016,109,9,9,3,4,1911,500000.0
2016,109,10,10,3,4,1912,400000.0
2016,109,11,11,3,4,1913,1199974.0
2016,109,3,3,3,4,1960,200022.0
2016,109,4,19,3,7,1946,199999.0
2016,109,6,17,3,5,1940,600612.0
2016,109,6,18,3,2,1939,3999795.0
2016,109,7,7,3,11,1945,150000.0
2016,109,7,7,3,3,1942,700000.0
2016,109,7,7,3,4,1943,750000.0
2016,109,7,7,3,6,1944,300000.0
2016,109,9,9,3,11,1959,175002.0
2016,109,9,9,3,2,1958,842492.0
2016,109,9,9,3,4,1957,482629.0
2016,109,11,11,3,4,1955,600000.0
2016,109,12,20,3,2,1947,1000000.0
2016,109,6,18,3,5,1595,784000.0
2016,109,7,7,3,3,1598,999978.0
2016,109,7,7,3,4,1597,995982.0
2016,109,7,7,3,6,1596,700000.0
2016,109,9,9,3,2,1600,2870000.0
2016,109,9,9,3,4,1599,1650732.0
2016,109,3,3,3,4,1936,1056917.0
2016,109,4,19,3,11,1923,1605496.0
2016,109,4,19,3,4,1925,2440335.0
2016,109,6,17,3,5,1931##1922,1396358.0
2016,109,6,18,3,2,1926,1000000.0
2016,109,9,9,3,4,1924,796399.0
2016,109,13,21,3,11,1933,1400000.0
2016,109,13,21,3,2,1935,1300000.0
2016,109,7,7,3,3,1910,552598.0
2016,109,9,9,3,4,1909,850001.0
2016,109,9,9,3,6,1907,250000.0
2016,109,13,21,3,11,1908,350000.0
2016,109,4,19,3,7,1624,1000000.0
2016,109,6,18,3,2,1627,5791119.0
2016,109,7,7,3,11,1625,2400000.0
2016,109,11,11,3,4,1626,1800000.0
2016,109,6,18,3,2,1605,1500004.0
2016,109,7,7,3,3,1606,249995.0
2016,109,7,7,3,4,1604,248775.0
2016,109,7,7,3,6,1601,249972.0
2016,109,9,9,3,4,1603,350000.0
2016,109,13,21,3,11,1602,1400000.0
2016,109,2,2,3,1,1657,1000001.0
2016,109,4,19,3,11,1658,800000.0
2016,109,6,18,3,2,1650,2487750.0
2016,109,7,7,3,3,1648,2000000.0
2016,109,7,7,3,6,1649,500000.0
2016,109,10,10,3,12,1654,365644.0
2016,109,10,10,3,4,1653,865630.0
2016,109,10,10,3,6,1652,570000.0
2016,109,11,11,3,4,1651,999994.0
2016,109,13,13,3,7,1659##1655,1399999.0
2016,109,13,21,3,11,1656,1000006.0
2016,109,3,3,3,4,1637,1080000.0
2016,109,4,19,3,11,1632,350010.0
2016,109,4,19,3,7,1633,350000.0
2016,109,6,17,3,5,1628,2000000.0
2016,109,6,18,3,2,1629,2200000.0
2016,109,7,7,3,3,1643,749993.0
2016,109,7,7,3,4,1647,250000.0
2016,109,7,7,3,6,1644,249977.0
2016,109,7,7,3,7,1646,250000.0
2016,109,9,9,3,2,1631,2110000.0
2016,109,9,9,3,4,1630,2110000.0
2016,109,10,10,3,11,1639,575000.0
2016,109,10,10,3,12,1641,375000.0
2016,109,10,10,3,4,1640,750000.0
2016,109,10,10,3,7,1638,300000.0
2016,109,11,11,3,11,1635,700000.0
2016,109,11,11,3,4,1634,900000.0
2016,109,11,11,3,7,1636,700000.0
2016,109,3,3,3,4,1609,2535000.0
2016,109,7,7,3,3,1611,706430.0
2016,109,9,9,3,2,1610,1000000.0
2016,109,10,10,3,6,1607,350000.0
2016,109,13,21,3,11,1608,2399995.0
2016,109,6,18,3,2,1906,1499759.0
2016,109,7,7,3,3,1901,199769.0
2016,109,7,7,3,4,1904,499250.0
2016,109,7,7,3,6,1902,300000.0
2016,109,13,21,3,11,1903,2500000.0
2016,109,6,17,3,5,1587,800000.0
2016,109,6,18,3,2,1593,5500000.0
2016,109,7,7,3,3,1594,300028.0
2016,109,7,7,3,6,1590,1000000.0
2016,109,10,10,3,17,1589,250000.0
2016,109,11,11,3,4,1592,2375000.0
2016,109,11,11,3,7,1588,399999.0
2016,109,13,21,3,11,1591,7375000.0
2016,109,4,19,3,11,1582##1578,3150000.0
2016,109,6,18,3,2,1573,2000000.0
2016,109,7,7,3,3,1572,500000.0
2016,109,7,7,3,4,1575,490264.0
2016,109,7,7,3,6,1576,204411.0
2016,109,10,10,3,17,1580,400000.0
2016,109,10,10,3,4,1579,400000.0
2016,109,10,10,3,6,1581,499993.0
2016,109,11,11,3,11,1586,1500000.0
2016,109,11,11,3,4,1585,849999.0
2016,109,12,20,3,7,1583,999997.0
2016,109,4,19,3,11,1895,2890537.0
2016,109,7,7,3,3,1900,2800000.0
2016,109,7,7,3,6,1897,625000.0
2016,109,9,9,3,2,1899,1400001.0
2016,109,11,11,3,7,1896,897582.0
2016,109,13,13,3,4,1898,4375717.0
2017,1,6,6,1,70350.951,7611,400000.0
2017,1,7,7,1,67568.71,7609,380803.37
2017,1,7,7,3,30008.4565,6886,46897.84
2017,1,9,9,3,28418.6045,7319,2501675.52
2017,1,10,10,1,75915.433,6304,102640.61
2017,1,10,10,3,29213.5305,7613,668178.11
2017,18,1,1,2,121249.4417,7331,133197.67
2017,18,1,1,3,117198.7922,4710##6607,117783.31999999999
2017,18,4,4,1,106667.1035,5567,276000.01
2017,18,4,4,1,140422.516,5549,276000.01
2017,18,4,4,3,107207.1901,4701,600000.0
2017,18,4,4,3,117198.7922,4710,427499.7549
2017,18,7,7,1,101536.2808,6128,368000.0
2017,18,7,7,1,102346.4107,6578,123831.26
2017,18,7,7,1,103156.5406,6601,103737.356
2017,18,7,7,1,129350.7407,4640,200000.12
2017,18,8,8,1,106667.1035,4713,350000.0
2017,18,8,8,1,126380.2644,4711,418164.57
2017,18,8,8,3,108017.32,6736,653995.77
2017,18,9,9,1,102346.4107,6578,123831.26
2017,18,9,9,1,103156.5406,6601,155606.034
2017,18,10,10,1,117738.8788,6618,89999.878
2017,18,10,10,3,107207.1901,4694,174999.993
2017,18,10,10,3,117198.7922,4710##6607,347327.7051
2017,18,11,11,1,106127.0169,7332,300000.07
2017,18,11,11,1,106667.1035,6621,433000.0
2017,18,11,11,1,111797.9262,6619,366646.85
2017,18,11,11,1,117738.8788,4712##5365##6618,927845.872
2017,18,11,11,3,107207.1901,6129##4694,444999.987
2017,22,2,2,2,2323899.5988,6398,30000.0
2017,22,3,3,1,2343085.5604,5777,45000.0
2017,22,4,4,1,2343085.5604,5777,45000.0
2017,22,6,6,2,2232766.2812,5853,60000.0
2017,22,7,7,2,2232766.2812,5853,60000.0
2017,22,7,7,2,2323899.5988,6398,30000.0
2017,22,10,10,1,2343085.5604,5777,60000.0
2017,22,10,10,2,2232766.2812,5853,30000.0
2017,22,10,10,2,2347882.0508,7657,119645.62
2017,22,11,11,2,2323899.5988,6398,90000.0
2017,27,3,3,1,205889.6088,6653,455000.945
2017,27,3,3,1,242409.8736,5564,350000.0
2017,27,3,3,2,243468.432,6687,616804.526
2017,27,4,4,1,211182.4008,7432,1397039.29
2017,27,4,4,2,244526.9904,7451,1558990.0
2017,27,4,4,2,248761.224,5710,850000.51
2017,27,4,4,2,250878.3408,7430,1500000.0
2017,27,6,6,1,203243.2128,7543,1437733.81
2017,27,6,6,1,205889.6088,7559,700000.0
2017,27,6,6,1,208536.0048,7466,700000.69
2017,27,6,6,1,218592.3096,7431,699999.97
2017,27,6,6,1,238704.9192,7465,696925.24
2017,27,6,6,1,239234.1984,7526,1000000.23
2017,27,6,6,2,246114.828,7428,395012.0
2017,27,6,6,2,259346.808,7486,1199018.46
2017,27,6,6,2,265698.1584,7500,499901.33
2017,27,6,6,2,275225.184,7542,800000.08
2017,27,6,6,2,290045.0016,7498,800000.03
2017,27,6,6,2,294279.2352,7506,500000.05
2017,27,7,7,1,291632.8392,7482,849600.0
2017,27,7,7,2,243468.432,7439,159399.51
2017,27,8,8,1,209065.284,7426,609999.53
2017,27,8,8,1,288986.4432,6284##7448,1469581.043
2017,27,8,8,3,211711.68,6293##7405,1918924.63
2017,27,9,9,1,294808.5144,7508,276740.52
2017,27,9,9,3,210123.8424,7443,3749219.03
2017,27,10,10,1,205360.3296,7568,474042.1
2017,27,10,10,1,205889.6088,6653,195000.405
2017,27,10,10,1,218592.3096,6656,500000.0
2017,27,10,10,1,247173.3864,7438,474098.08
2017,27,10,10,1,288986.4432,6284,477419.277
2017,27,10,10,2,243468.432,6687,332125.514
2017,27,10,10,2,278930.1384,5697,199983.0
2017,27,10,10,2,285810.768,5605##7470,241008.41
2017,27,10,10,2,287927.8848,6881,300000.18
2017,27,11,11,1,220709.4264,7547,1300000.0
2017,27,11,11,2,243468.432,5695,450000.27
2017,27,11,11,2,266227.4376,7511,700000.0
2017,27,11,11,2,291103.56,7433,635783.88
2017,27,11,11,2,293749.956,7462,359529.63
2017,36,4,4,1,6173617.338,7660,32785.027
2017,36,4,4,1,6345521.937,7663,659985.0
2017,36,4,4,1,7172657.109,7679,40828.0116
2017,36,4,4,3,6238392.984,7661,1545334.77
2017,36,7,7,3,6617081.376,7608,500000.03
2017,36,7,7,3,6659434.683,7607,1448528.578
2017,36,9,9,1,6173617.338,7612,681252.45
2017,36,9,9,1,6719227.587,7328,492442.19
2017,36,9,9,1,7172657.109,7637,1011334.65
2017,36,9,9,1,847066.14,7628,502811.07
2017,36,9,9,2,3961279.89,7632,239999.4
2017,36,9,9,3,6577219.44,7664,600000.36
2017,36,9,9,3,6659434.683,7607,620797.962
2017,36,11,11,1,6173617.338,7660,622915.513
2017,36,11,11,1,6345521.937,7663,296515.0
2017,36,11,11,1,7172657.109,7679,299405.4184
2017,36,11,11,3,6577219.44,7680,533499.33
2017,36,12,12,3,6499986.939,7329,498559.87
2017,49,1,1,3,11522134.9152,7683,3000000.0
2017,49,2,2,2,3944928.8736,4957,104103.3
2017,49,2,2,2,6207055.92,4943,134610.0
2017,49,3,3,1,12464687.8512,7300,408056.14
2017,49,3,3,1,13246317.1152,7299,300726.8073
2017,49,3,3,2,4101254.7264,7154,252199.0
2017,49,3,3,2,6616261.8288,4951,199966.0
2017,49,4,4,1,11264657.04,7221,1282011.45
2017,49,4,4,1,12358938.0096,7695,229999.28
2017,49,4,4,1,12772741.7376,7699,300000.0
2017,49,4,4,1,588520.8576,7230,730000.0
2017,49,4,4,2,6547294.5408,7697,600968.18
2017,49,4,4,2,6616261.8288,4953,58695.52
2017,49,4,4,3,11522134.9152,7283##7689,921636.01
2017,49,4,4,3,12106057.9536,6417##6876,3767794.637
2017,49,6,6,2,3944928.8736,4719,321814.5
2017,49,7,7,1,12331351.0944,7174,124999.65
2017,49,7,7,2,6689826.936,4974,230404.17
2017,49,7,7,3,11522134.9152,7172,225000.0
2017,49,7,7,3,12060079.7616,7141,1729735.62
2017,49,7,7,3,12156633.9648,7184,248099.62
2017,49,7,7,3,12312959.8176,6872##7191,1080835.74
2017,49,8,8,3,12262383.8064,5502,313794.96
2017,49,10,10,1,11480754.5424,7268,140041.81
2017,49,10,10,1,11949732.1008,7316,106855.55
2017,49,10,10,1,12358938.0096,7225,971526.13
2017,49,10,10,1,13246317.1152,7299,226864.0827
2017,49,10,10,1,13356664.776,7107,282680.42
2017,49,10,10,1,13503794.9904,7267,329340.65
2017,49,10,10,1,597716.496,6864,132627.72
2017,49,10,10,2,4009298.3424,4967,176757.15
2017,49,10,10,2,4138037.28,4971,128367.0
2017,49,10,10,2,5209329.1536,4757,106471.1
2017,49,10,10,2,6625457.4672,4972,244979.3
2017,49,10,10,2,6662240.0208,4976,58570.0
2017,49,10,10,3,12060079.7616,6862##7183##6206,1868769.24
2017,49,10,10,3,12106057.9536,6876,74496.643
2017,49,11,11,1,4087461.2688,5069##7293,3987397.83
2017,49,11,11,1,588520.8576,7232,460000.0
2017,49,11,11,1,6551892.36,7100,466866.95
2017,49,11,11,2,4101254.7264,7134,195168.0
2017,49,11,11,2,6648446.5632,4851,150024.7
2017,49,11,11,2,6735805.128,4949,189106.45
2017,49,11,11,4,12598024.608,6875,620000.8
2017,49,12,12,1,4685177.7648,7720,299685.26
2017,49,13,13,1,12414111.84,7200,950000.0
2017,49,13,13,1,588520.8576,7229,750000.0
2017,51,7,7,4,12955121.3315,7620,249972.87
2017,55,4,4,1,13412.9721,5521,341779.98
2017,55,4,4,1,1766041.3265,5439,250000.0
2017,55,7,7,1,12165565.6947,5594,159087.6
2017,55,7,7,2,6009011.5008,5547,104432.0
2017,55,7,7,4,12241572.5366,5485,145622.75
2017,55,10,10,1,2181843.4616,7623,152104.8
2017,55,10,10,1,290614.3955,7648,33859.08
2017,55,10,10,2,1712389.4381,5563,158025.0
2017,55,10,10,2,3389010.9506,7386,120000.0
2017,55,10,10,2,3670683.3647,5492,271983.3
2017,55,10,10,3,12357818.2948,5444,99799.97
2017,67,3,3,1,1988277.4856,4977,500000.03
2017,67,3,3,1,2970066.6788,5161,141678.1525
2017,67,3,3,1,7872837.87,6407,200653.79
2017,67,4,4,2,1327576.582,5171,149423.9
2017,67,4,4,2,1565305.4118,5165,250000.01
2017,67,9,9,1,8610723.4586,5007,749985.6525
2017,67,10,10,1,1988277.4856,5153,149578.8
2017,67,10,10,1,2970066.6788,5161,141678.1525
2017,67,11,11,1,2970066.6788,5161,283356.305
2017,67,11,11,1,8289635.169,6435,250101.24
2017,67,11,11,1,8610723.4586,5007,249995.2175
2017,73,6,6,1,10741838.784,6710,250000.25
2017,73,6,6,1,11350994.208,7614,362000.07
2017,73,6,6,1,1994685.408,6650,250000.0
2017,73,6,6,2,1755800.928,7616,230585.0
2017,73,6,6,2,1883205.984,7618,249994.8
2017,73,6,6,2,2603840.832,6661,199591.38
2017,73,6,6,2,4741856.928,6658,510159.42
2017,73,6,6,3,11147942.4,5556,632156.0
2017,73,7,7,3,10514898.528,7615,519057.0
2017,73,7,7,3,10646284.992,6681##7617,1200056.79
2017,73,7,7,3,11243496.192,6717##5614,1070225.342
2017,73,11,11,3,10514898.528,6260,362051.34
2017,73,11,11,3,11243496.192,6717,430000.258
2017,80,2,2,1,6508.062,6246,277147.85
2017,80,3,3,1,25637.82,7336,182000.0644
2017,80,3,3,1,30568.17,6909,467974.0818
2017,80,4,4,2,61727.982,6256,97204.77
2017,80,4,4,2,65672.262,6396,91168.882
2017,80,6,6,1,25637.82,7336,188500.0667
2017,80,6,6,1,30568.17,6909,987945.2838
2017,80,6,6,1,39837.228,6933,1199927.95
2017,80,6,6,1,59164.2,6955,700000.03
2017,80,6,6,3,29582.1,7337,750244.27
2017,80,7,7,1,22482.396,7334##6254,299985.61
2017,80,7,7,1,5521.992,6395,74000.212
2017,80,7,7,1,9860.7,6249,200000.024
2017,80,7,7,2,41809.368,6921,291892.79
2017,80,7,7,2,65672.262,6247,248351.07
2017,80,7,7,3,28201.602,6415,135000.0
2017,80,7,7,3,29779.314,6416,269937.888
2017,80,7,7,4,24651.75,6913##6971,654444.1
2017,80,9,9,1,5521.992,6395,74000.212
2017,80,9,9,1,9860.7,6249,150000.018
2017,80,10,10,1,30962.598,6532,199938.02
2017,80,10,10,2,45359.22,6952,206060.01
2017,80,10,10,2,65672.262,7309##6396,189014.478
2017,80,10,10,3,28793.244,6931,247200.0
2017,80,11,11,1,1183.284,6245,222000.82
2017,80,11,11,1,11832.84,6887,324104.01
2017,80,11,11,1,18932.544,6296,200000.0
2017,80,11,11,1,25637.82,7336,279500.0989
2017,80,11,11,1,30568.17,6909,1143936.6444
2017,80,11,11,1,5521.992,6978##6395,557000.646
2017,80,11,11,1,5916.42,6255,210000.0
2017,80,11,11,1,59164.2,6895##7622,769873.25
2017,80,11,11,1,9860.7,6249,150000.018
2017,80,11,11,3,28201.602,6415,315000.0
2017,80,11,11,3,29779.314,6416,179958.592
2017,80,12,12,3,13016.124,4740,350038.54
2017,80,12,12,3,28004.388,4746,62358.53
2017,80,12,12,3,28201.602,4741##4742,178268.51
2017,80,12,12,3,29582.1,6972,500000.0
2017,80,12,12,3,29779.314,4743,100000.06
2017,80,12,12,3,8282.988,4744,54136.44
2017,80,13,13,1,22482.396,6254,199985.61
2017,80,13,13,1,5916.42,6255,190000.0
2017,80,13,13,2,61727.982,6256,97204.77
2017,80,13,13,3,28004.388,7285,749997.24
2017,87,1,1,1,2529.9456,6641,297834.84
2017,87,1,1,1,790.608,6289,326342.5425
2017,87,3,3,1,127920.3744,6278,167667.8057
2017,87,3,3,1,131399.0496,6813,68998.49396
2017,87,3,3,1,19923.3216,6676,102000.048
2017,87,3,3,1,32731.1712,6668##6283,342155.802957
2017,87,3,3,1,474.3648,6677,31238.592
2017,87,3,3,1,6008.6208,6669,21999.9868
2017,87,3,3,2,12175.3632,6662,53994.2319
2017,87,3,3,2,127762.2528,6663,65087.999834
2017,87,3,3,2,132664.0224,6918,29960.305
2017,87,3,3,2,132822.144,6751,51653.046
2017,87,3,3,2,132980.2656,6776,50309.7296
2017,87,3,3,2,32573.0496,6672,32998.6278
2017,87,4,4,1,71312.8416,6286##6638,781914.78
2017,87,4,4,1,790.608,6289,326342.5425
2017,87,4,4,2,127446.0096,6290##6627,588777.23
2017,87,4,4,2,132347.7792,6758,207810.7252
2017,87,4,4,2,43799.6832,6629,300096.05
2017,87,6,6,1,127920.3744,6278,572043.1018
2017,87,6,6,1,131399.0496,6813,333067.730083
2017,87,6,6,1,19923.3216,6676,187000.088
2017,87,6,6,1,32731.1712,6668##6283,489157.489257
2017,87,6,6,1,474.3648,6677,62477.184
2017,87,6,6,1,6008.6208,6669,93499.9439
2017,87,6,6,1,8380.4448,6688,175033.1695
2017,87,6,6,2,12175.3632,6662,209977.5685
2017,87,6,6,2,127762.2528,6663,102024.165562
2017,87,6,6,2,132664.0224,6918,134821.3725
2017,87,6,6,2,132822.144,6751,68870.728
2017,87,6,6,2,132980.2656,6776,119969.3552
2017,87,6,6,2,32573.0496,6672,252989.4798
2017,87,6,6,4,126655.4016,6664,237779.9112
2017,87,7,7,1,131399.0496,6813,133497.08614
2017,87,7,7,1,19923.3216,6676,178500.084
2017,87,7,7,1,32731.1712,6668,140001.606
2017,87,7,7,1,474.3648,6677,62477.184
2017,87,7,7,1,52970.736,6250,104478.267795
2017,87,7,7,1,6008.6208,6669##4518,698499.8909
2017,87,7,7,2,12175.3632,6662,131985.9002
2017,87,7,7,2,127762.2528,6663,43531.909608
2017,87,7,7,2,129501.5904,6253,125653.469002
2017,87,7,7,2,132189.6576,6273,123923.6229
2017,87,7,7,2,132664.0224,6918,56924.5795
2017,87,7,7,2,132822.144,6751,103306.092
2017,87,7,7,2,132980.2656,6776,61919.6672
2017,87,7,7,2,23718.24,6252,131169.185258
2017,87,7,7,2,32573.0496,6672,98995.8834
2017,87,7,7,2,38581.6704,6251,128485.606821
2017,87,7,7,3,4111.1616,6830,999999.53
2017,87,7,7,4,126655.4016,6664,181831.6968
2017,87,9,9,1,131399.0496,6813,67498.5267
2017,87,9,9,1,19923.3216,6676,229500.108
2017,87,9,9,1,32731.1712,6668,105001.2045
2017,87,9,9,1,474.3648,6677,227595.456
2017,87,9,9,1,52970.736,6250,104478.267795
2017,87,9,9,1,6008.6208,6669,126499.9241
2017,87,9,9,2,12175.3632,6662,65992.9501
2017,87,9,9,2,127762.2528,6663,40533.844208
2017,87,9,9,2,129501.5904,6253,125615.780499
2017,87,9,9,2,132189.6576,6273,123923.6229
2017,87,9,9,2,132664.0224,6918,29960.305
2017,87,9,9,2,132822.144,6751,51653.046
2017,87,9,9,2,132980.2656,6776,27089.8544
2017,87,9,9,2,23718.24,6252,131129.842371
2017,87,9,9,2,32573.0496,6672,98995.8834
2017,87,9,9,2,38581.6704,6251,128524.156358
2017,87,9,9,4,126655.4016,6664,97909.3752
2017,87,10,10,1,474.3648,6634,285073.25
2017,87,10,10,1,790.608,6289,326342.5425
2017,87,10,10,2,129975.9552,6631,236810.8
2017,87,10,10,2,130766.5632,6292,367353.26
2017,87,10,10,2,132347.7792,6758,191825.2848
2017,87,10,10,2,8538.5664,6291##6643,631898.88
2017,87,11,11,1,127920.3744,6278,246570.3025
2017,87,11,11,1,131399.0496,6813,146921.793117
2017,87,11,11,1,19923.3216,6676,153000.072
2017,87,11,11,1,32731.1712,6668##6283,356229.217286
2017,87,11,11,1,474.3648,6677,62477.184
2017,87,11,11,1,52970.736,6250,104509.61441
2017,87,11,11,1,6008.6208,6669,159499.9043
2017,87,11,11,1,790.608,6289,326342.5425
2017,87,11,11,1,8380.4448,6688,325061.6005
2017,87,11,11,2,12175.3632,6662,137985.2593
2017,87,11,11,2,127762.2528,6663,48628.620788
2017,87,11,11,2,129501.5904,6253,125615.780499
2017,87,11,11,2,132189.6576,6273,127678.8842
2017,87,11,11,2,132505.9008,6747,323763.81
2017,87,11,11,2,132664.0224,6918,47936.488
2017,87,11,11,2,132822.144,6751,68870.728
2017,87,11,11,2,132980.2656,6776,127709.3136
2017,87,11,11,2,23718.24,6252,131129.842371
2017,87,11,11,2,32573.0496,6672,65997.2556
2017,87,11,11,2,38581.6704,6251,128485.606821
2017,87,11,11,4,126655.4016,6664,181831.6968
2017,87,13,13,1,128394.7392,6901,199999.98
