allocationYear,fundId,clusterId,ClusterCBPFCERFId,partnerTypeId,partnerCode,projectList,budget
2017,88,10,10,2,5726.79,5137##6493,200000.12
2017,88,10,10,2,7860.3,6517,310000.01
2017,88,10,10,2,9713.085,6544,74999.99
2017,88,10,10,3,280.725,5236##6554,469999.64
2017,88,10,10,3,505.305,6515,250000.15
2017,88,11,11,1,1291.335,5132##6527,600000.0
2017,88,11,11,1,1965.075,5234,389960.12
2017,88,11,11,1,2301.945,5233##6535,419996.9
2017,88,11,11,1,2638.815,5203,200000.0
2017,88,11,11,1,3144.12,5156,199999.22
2017,88,11,11,1,3649.425,5216##6480,430000.0
2017,88,11,11,1,4267.02,5253##6503,450000.0
2017,88,11,11,1,5502.21,5063,200000.0
2017,88,11,11,1,6681.255,6519,374643.05
2017,88,11,11,2,10049.955,5056##6483,254851.28999999998
2017,88,11,11,2,11004.42,6545,50000.12
2017,88,11,11,2,11285.145,5185##6444,244599.8
2017,88,11,11,2,11397.435,6593,50003.24
2017,88,11,11,2,17236.515,5065,340000.09
2017,88,11,11,2,4603.89,5078##6445,387279.76
2017,88,11,11,2,4884.615,6513,50000.16
2017,88,11,11,2,5221.485,5215,150005.1
2017,88,11,11,2,5670.645,5109,100000.0
2017,88,11,11,2,5839.08,5071##6440,650000.5
2017,88,11,11,2,7018.125,5059##6468,208614.22
2017,88,11,11,3,280.725,5196##6462,1200000.97
2017,88,11,11,3,336.87,6465,800000.0
2017,88,12,12,3,336.87,6463,250000.0
2017,91,2,2,2,1653531.258,4657,216880.74
2017,91,2,2,3,8884747.3368,4648##6447,3145335.5
2017,91,3,3,1,8373345.9168,4585,884685.63
2017,91,3,3,1,9385920.7284,4647,315041.928
2017,91,3,3,1,9621165.3816,4551,199777.23
2017,91,3,3,1,9805269.8928,4634,291013.156
2017,91,4,4,1,9467744.9556,4566,686000.0049
2017,91,4,4,1,9863228.7204,4623,1182207.08
2017,91,4,4,2,1629665.8584,4531##4532##7398,2411271.0
2017,91,4,4,2,1653531.258,4649,238043.97
2017,91,4,4,2,3412752.1428,4660,732500.64
2017,91,4,4,3,8969980.9068,4726##7503##7562,3866673.55
2017,91,4,4,3,9007483.6776,7521,1064991.01
2017,91,4,4,3,9842772.6636,4654,495918.1168
2017,91,6,6,2,1629665.8584,7499,459447.3
2017,91,6,6,2,1714899.4284,4519,199998.5
2017,91,6,6,3,9638212.0956,4661,1000000.17
2017,91,7,7,1,5192429.0844,7574,399976.27
2017,91,7,7,1,8642683.998,4614,310708.275
2017,91,7,7,1,9385920.7284,4658,263914.048
2017,91,7,7,2,3600265.9968,4730,396627.6
2017,91,7,7,3,8946115.5072,4643##7577,1516573.3900000001
2017,91,7,7,3,8969980.9068,4735,375031.66
2017,91,7,7,3,9119991.99,4650,607416.62
2017,91,9,9,1,8642683.998,4614,103569.425
2017,91,9,9,3,9007483.6776,4737##7561,1998822.4
2017,91,10,10,1,9385920.7284,4647,78760.482
2017,91,10,10,1,9805269.8928,4634,124719.924
2017,91,10,10,3,8946115.5072,4643##7578,738728.0
2017,91,11,11,1,2209254.1344,4596##7365,1522015.5799999998
2017,91,11,11,1,9235909.6452,7532,850847.63
2017,91,11,11,1,9385920.7284,4658,65978.512
2017,91,11,11,1,9467744.9556,4566,714000.0051
2017,91,11,11,1,9621165.3816,4595,286365.17
2017,91,11,11,3,8946115.5072,4643,582722.0
2017,91,11,11,3,9842772.6636,4654,439776.4432
2017,105,4,4,1,9238324.3264,6020,494715.9333
2017,105,4,4,1,9757821.1328,5861##6970,726642.7838999999
2017,105,4,4,2,1870915.072,7015,649623.75
2017,105,4,4,2,2179706.88,6164##7043,706011.6799999999
2017,105,4,4,2,2186972.5696,5834##7042,1160036.113
2017,105,4,4,2,2208769.6384,7082,164991.8897
2017,105,4,4,2,2277793.6896,6014##6969,606413.5762
2017,105,4,4,2,2728266.4448,7161,399845.63
2017,105,4,4,2,3091550.9248,7023,600000.19
2017,105,4,4,2,4159607.296,6172,114010.1118
2017,105,4,4,3,9085744.8448,7152,500000.0
2017,105,4,4,3,9543483.2896,7009,2973920.764
2017,105,6,6,1,2274160.8448,7017,874280.0
2017,105,6,6,1,2295957.9136,7008,900639.972
2017,105,6,6,1,5503759.872,7160,449223.222
2017,105,6,6,1,8896836.9152,7158,851647.42
2017,105,6,6,1,9132971.8272,5838,270000.0
2017,105,6,6,1,9238324.3264,6019,1340000.0
2017,105,6,6,1,9325512.6016,6116##6983,3550000.0
2017,105,6,6,1,9398169.4976,7105,1577000.0
2017,105,6,6,1,9757821.1328,5861##6970,2385685.5815000003
2017,105,6,6,1,9794149.5808,6140,690000.0
2017,105,6,6,1,9939463.3728,6166##7103,3088880.649
2017,105,6,6,2,1860016.5376,6981,749999.915
2017,105,6,6,2,1878180.7616,5998##6975,2233587.4050000003
2017,105,6,6,2,1889079.296,6990,546002.6286
2017,105,6,6,2,2208769.6384,7082,1184941.7533
2017,105,6,6,2,2212402.4832,6016##7035,1716403.0219999999
2017,105,6,6,2,2216035.328,6163,151528.7533
2017,105,6,6,2,2277793.6896,6014##7044,902496.9335
2017,105,6,6,2,2728266.4448,6979,800312.92
2017,105,6,6,2,2902642.9952,6025##6926,1250878.575
2017,105,6,6,2,3091550.9248,5982##7014,1558698.276
2017,105,6,6,2,3545656.5248,6132##7061,2249363.63
2017,105,6,6,2,4155974.4512,6107,391367.904
2017,105,6,6,2,4166872.9856,5953##7018,2035211.65
2017,105,6,6,2,5024224.3584,6947,600252.858
2017,105,6,6,2,5409305.9072,7121,996266.86
2017,105,6,6,2,6023256.6784,7118,700000.0
2017,105,6,6,3,8991290.88,6005##7002,4000000.02
2017,105,6,6,3,9085744.8448,7152,750000.0
2017,105,7,7,1,10462593.024,6012##6966,1797432.432
2017,105,7,7,1,2274160.8448,7017,556360.0
2017,105,7,7,1,406878.6176,5887,959999.844
2017,105,7,7,1,5503759.872,7160,598964.296
2017,105,7,7,1,9063947.776,6165,654814.566
2017,105,7,7,1,9132971.8272,5838,840000.0
2017,105,7,7,2,1870915.072,5999##7079,1455605.3695
2017,105,7,7,2,1878180.7616,7130,383608.482
2017,105,7,7,2,1889079.296,6138##6990##7024,1485537.809
2017,105,7,7,2,2179706.88,6142,299989.436
2017,105,7,7,2,2270528.0,7067,313224.4
2017,105,7,7,2,2277793.6896,5977##7044##6969,1150911.3206
2017,105,7,7,2,2670140.928,6998,599505.252
2017,105,7,7,2,2902642.9952,5933##6926,900347.6969999999
2017,105,7,7,2,3629211.9552,7150,400923.98
2017,105,7,7,2,4159607.296,6172,120010.644
2017,105,7,7,2,4926137.5488,7080,229730.605
2017,105,7,7,2,6023256.6784,7118,300000.0
2017,105,7,7,3,9085744.8448,6097,600000.045
2017,105,7,7,3,9507154.8416,6120,978864.46
2017,105,7,7,3,9699695.616,6069,749998.63
2017,105,7,7,4,9943096.2176,7098,593008.338
2017,105,9,9,1,10462593.024,6012##6966,1284881.6088
2017,105,9,9,1,2274160.8448,7017,556360.0
2017,105,9,9,1,406878.6176,5887,839999.8635
2017,105,9,9,1,5503759.872,7160,449223.222
2017,105,9,9,1,9063947.776,6165,280634.814
2017,105,9,9,1,9132971.8272,5838,400000.0
2017,105,9,9,1,9165667.4304,6159,1000001.14
2017,105,9,9,1,9794149.5808,6140,525000.0
2017,105,9,9,2,1870915.072,5999,455603.6995
2017,105,9,9,2,1878180.7616,5998,199694.67
2017,105,9,9,2,2179706.88,6142,299989.436
2017,105,9,9,2,2216035.328,6163,195520.972
2017,105,9,9,2,2270528.0,7067,195765.25
2017,105,9,9,2,2670140.928,6998,399670.168
2017,105,9,9,2,2902642.9952,5933##6926,600231.798
2017,105,9,9,2,5024224.3584,6947,400168.572
2017,105,9,9,3,9085744.8448,6097,640000.048
2017,105,9,9,3,9579811.7376,7135,2400000.584
2017,105,9,9,4,9943096.2176,7098,1383686.122
2017,105,10,10,1,10462593.024,6966,619266.4488
2017,105,10,10,1,9063947.776,7007,699555.49
2017,105,10,10,1,9757821.1328,6970,677847.4075
2017,105,10,10,2,1870915.072,7015,649623.75
2017,105,10,10,2,2208769.6384,7082,149992.627
2017,105,10,10,2,2212402.4832,7035,479230.028
2017,105,10,10,2,2277793.6896,6014,169999.888
2017,105,10,10,2,2684672.3072,7168,595576.04
2017,105,10,10,2,2906275.84,7169,397740.4
2017,105,10,10,2,3091550.9248,7023,360000.114
2017,105,10,10,2,3629211.9552,7164,470575.3
2017,105,10,10,2,4159607.296,6172##7088,197192.697
2017,105,10,10,3,9085744.8448,7152,1250000.0
2017,105,10,10,3,9543483.2896,7009,484126.636
2017,105,10,10,3,9579811.7376,5995,899292.9528
2017,105,11,11,1,10462593.024,6012,792000.5904
2017,105,11,11,1,21797.0688,6974,1452722.95
2017,105,11,11,1,2295957.9136,6114##7008,3100729.918
2017,105,11,11,1,406878.6176,5887,599999.9025
2017,105,11,11,1,9132971.8272,5838,490000.0
2017,105,11,11,1,9238324.3264,6019##6020,903666.0567
2017,105,11,11,1,9325512.6016,6116##6983,1950000.0
2017,105,11,11,1,9398169.4976,7105,323000.0
2017,105,11,11,1,9757821.1328,5861##6970,1360982.6771
2017,105,11,11,1,9794149.5808,6140,285000.0
2017,105,11,11,1,9939463.3728,6166##7103,1897221.561
2017,105,11,11,2,1860016.5376,6096##6981,1250000.215
2017,105,11,11,2,1870915.072,5999,1069678.251
2017,105,11,11,2,1878180.7616,5998##6975##7130,1013296.063
2017,105,11,11,2,1889079.296,6990##7024,869150.2024000001
2017,105,11,11,2,2179706.88,6142##7043,387551.838
2017,105,11,11,2,2186972.5696,5834##7042,640023.817
2017,105,11,11,2,2216035.328,6163,141752.7047
2017,105,11,11,2,2270528.0,7067,274071.35
2017,105,11,11,2,2277793.6896,5977##6969,606488.1017
2017,105,11,11,2,2706469.376,6137##6934,1504877.58
2017,105,11,11,2,3091550.9248,5982##7014##7023,765156.48
2017,105,11,11,2,3433038.336,7076,496000.55
2017,105,11,11,2,4155974.4512,6107,587051.856
2017,105,11,11,2,4159607.296,6172##7088,717589.2672
2017,105,11,11,2,4926137.5488,7080,229730.605
2017,105,11,11,3,9085744.8448,6097,760000.057
2017,105,11,11,3,9579811.7376,5995##7135,2198743.1732
2017,108,1,1,1,1625380.064,5321,1099012.75
2017,108,1,1,1,1651455.68,7237,451817.13
2017,108,1,1,1,21729.68,7239,720000.0
2017,108,1,1,1,5267274.432,5340,300000.0
2017,108,1,1,2,4376357.552,7020,252805.8
2017,108,1,1,2,4419816.912,5315,300000.18
2017,108,1,1,2,5323771.6,7219,268511.83
2017,108,1,1,2,6140807.568,5354,299436.4
2017,108,1,1,3,286831.776,7031,692433.3015
2017,108,2,2,1,6175575.056,5345,300000.0
2017,108,2,2,2,5323771.6,5328,300017.1
2017,108,2,2,3,11329855.152,5352,600056.0
2017,108,2,2,3,286831.776,5327,305323.5152
2017,108,3,3,2,12750976.224,7111,246640.18
2017,108,3,3,2,1603650.384,7273,253001.89
2017,108,3,3,2,4415470.976,5399,344293.9
2017,108,3,3,2,4506735.632,5347,307235.2
2017,108,3,3,2,5262928.496,5371,352115.39
2017,108,3,3,2,5293350.048,7071,269825.11
2017,108,3,3,2,6093002.272,5373##7001,550000.9199999999
2017,108,3,3,2,6123423.824,5378,346033.74
2017,108,3,3,2,6127769.76,5299,225267.1
2017,108,3,3,2,6975227.28,7197,242513.27
2017,108,4,4,1,1625380.064,7185,606597.99
2017,108,4,4,1,21729.68,7198,499999.98
2017,108,4,4,1,4398087.232,6985,499524.15
2017,108,4,4,1,6175575.056,5353,565000.0
2017,108,4,4,2,4411125.04,7213,454047.44
2017,108,4,4,2,4476314.08,7236,361405.88
2017,108,4,4,2,5262928.496,5335,304373.81
2017,108,4,4,2,5293350.048,5350,362665.8
2017,108,4,4,2,6123423.824,5379,344444.77
2017,108,4,4,2,6145153.504,5294,398302.15
2017,108,4,4,3,286831.776,5327##7031,4312382.2733000005
2017,108,4,4,4,1642763.808,7222,412612.04
2017,108,6,6,1,12459798.512,5333,387414.37
2017,108,6,6,1,1625380.064,7124,309318.19
2017,108,6,6,1,1651455.68,7064,249475.68
2017,108,6,6,1,2885701.504,7045,325119.8
2017,108,6,6,1,521512.32,5297,575000.0
2017,108,6,6,2,12750976.224,7178,257163.8
2017,108,6,6,2,1586266.64,5308##7193,549802.15
2017,108,6,6,2,4489351.888,7040,251963.17
2017,108,6,6,2,6088656.336,5288,341977.35
2017,108,6,6,2,6101694.144,5375,298941.95
2017,108,6,6,2,6136461.632,7262,259967.2
2017,108,6,6,3,182529.312,5407##7248,925472.96
2017,108,7,7,1,11764448.752,7266,217075.05
2017,108,7,7,1,1521077.6,7110,494953.58
2017,108,7,7,1,1651455.68,7006,524499.56
2017,108,7,7,2,1525423.536,7068,682474.29
2017,108,7,7,2,1542807.28,7176,246237.71
2017,108,7,7,2,1551499.152,7201,132000.0
2017,108,7,7,2,1590612.576,7000,762220.71
2017,108,7,7,2,1612342.256,7220,219769.01
2017,108,7,7,2,17309863.088,5331,364215.16
2017,108,7,7,2,2368535.12,5401##7250,544784.0800000001
2017,108,7,7,2,4419816.912,5390,399333.3075
2017,108,7,7,2,4511081.568,7010,329144.84
2017,108,7,7,2,4967404.848,5314,344400.854
2017,108,7,7,2,6127769.76,5300,699501.8
2017,108,7,7,2,6814427.648,6988,264009.4
2017,108,7,7,3,656236.336,5409,1801856.268
2017,108,9,9,2,4419816.912,5390,133111.1025
2017,108,9,9,2,4967404.848,5314,147600.366
2017,108,9,9,3,656236.336,5409,200206.252
2017,108,10,10,1,10938720.912,5412,297611.69
2017,108,10,10,1,12351150.112,5396,432836.4
2017,108,10,10,2,1547153.216,7233,255887.39
2017,108,10,10,2,2368535.12,7196,249455.79
2017,108,10,10,2,2890047.44,7012,253940.3
2017,108,10,10,2,2911777.12,5384,339707.61
2017,108,10,10,2,4363319.744,5338##7087,515234.68000000005
2017,108,10,10,2,4389395.36,5318##7057,553108.6799999999
2017,108,10,10,2,4415470.976,5432,303959.18
2017,108,10,10,2,6101694.144,6995,253486.21
2017,108,10,10,2,6149499.44,5359,316220.28
2017,108,10,10,2,6792697.968,7066,250024.76
2017,108,10,10,3,286831.776,5302,300093.27
2017,108,11,11,1,12459798.512,5366,305642.07
2017,108,11,11,1,2885701.504,5323,630900.52
2017,108,11,11,1,6106040.08,5311,709418.56
2017,108,11,11,2,2881355.568,5400,295567.44
2017,108,11,11,2,4493697.824,5468,400143.08
2017,108,11,11,2,6158191.312,5405,422462.35
2017,109,4,19,3,11,2307,3522964.0
2017,109,6,18,3,11,2313,516380.0
2017,109,6,18,3,2,2312,1405448.0
2017,109,7,7,3,3,2315,599648.0
2017,109,7,7,3,4,2317,992805.0
2017,109,7,7,3,6,2316,100945.0
2017,109,10,10,3,11,2309,1546460.0
2017,109,10,10,3,4,2310,500760.0
2017,109,11,11,3,4,2304,1000000.0
2017,109,12,20,3,1,2306,260096.0
2017,109,13,21,3,7,2305,100002.0
2017,109,2,2,3,1,2461,300007.0
2017,109,3,3,3,4,2460,396300.0
2017,109,4,19,3,7,2458,180006.0
2017,109,7,7,3,6,2459,197860.0
2017,109,10,10,3,17,2457,248975.0
2017,109,12,20,3,2,2456,831313.0
2017,109,4,19,3,1,2397##2340,1150005.0
2017,109,4,19,3,7,2475##2400##2326,3628399.0
2017,109,6,18,3,2,2472##2408##2395##2333,6088657.0
2017,109,7,7,3,11,2479,1008337.0
2017,109,7,7,3,3,2477,1000000.0
2017,109,7,7,3,6,2328,157671.0
2017,109,7,7,3,7,2399##2325,345685.0
2017,109,9,9,3,4,2409,399413.0
2017,109,10,10,3,11,2474,1340698.0
2017,109,10,10,3,4,2403##2394##2330,495949.0
2017,109,10,10,3,6,2473##2401##2396##2329##2341,1950134.0
2017,109,11,11,3,4,2476##2405##2398##2331##2339,3650012.0
2017,109,11,11,3,7,2481##2406##2327,1847260.0
2017,109,13,13,3,11,2332,164930.0
2017,109,13,21,3,11,2402,937704.0
2017,109,6,17,3,5,2062,1000000.0
2017,109,6,18,3,2,2061,2000011.0
2017,109,10,10,3,7,2063,500000.0
2017,109,6,18,3,2,2060,6000028.0
2017,109,6,17,3,5,2277,444919.0
2017,109,6,18,3,2,2278,1393587.0
2017,109,7,7,3,3,2273,229994.0
2017,109,7,7,3,4,2274,110735.0
2017,109,7,7,3,6,2275,202724.0
2017,109,10,10,3,11,2270,99996.0
2017,109,10,10,3,4,2271,241983.0
2017,109,10,10,3,6,2272,291150.0
2017,109,11,11,3,4,2269,546753.0
2017,109,3,3,3,4,2437,209573.0
2017,109,4,19,3,1,2435,2550000.0
2017,109,6,17,3,5,2432,746142.0
2017,109,6,18,3,2,2431,1559750.0
2017,109,7,7,3,3,2433,999983.0
2017,109,7,7,3,6,2434,355008.0
2017,109,11,11,3,4,2438,1579013.0
2017,109,6,17,3,5,2377,209951.0
2017,109,7,7,3,3,2375,428640.0
2017,109,7,7,3,4,2372,515917.0
2017,109,7,7,3,6,2378,225024.0
2017,109,9,9,3,2,2374,2499922.0
2017,109,9,9,3,4,2373,2295592.0
2017,109,11,11,3,3,2376,175967.0
2017,109,1,1,3,7,2429,875000.0
2017,109,3,3,3,4,2422,1497230.0
2017,109,4,19,3,4,2138,1848628.0
2017,109,6,17,3,5,2426##2135,2428665.0
2017,109,6,18,3,2,2430##2140,3790608.0
2017,109,7,7,3,3,2133,2011853.0
2017,109,7,7,3,4,2423,990563.0
2017,109,7,7,3,6,2420##2142,991599.0
2017,109,9,9,3,4,2136,704991.0
2017,109,10,10,3,11,2428,851185.0
2017,109,10,10,3,4,2139,696570.0
2017,109,10,10,3,6,2134,495736.0
2017,109,11,11,3,4,2425##2137,2415630.0
2017,109,13,13,3,4,2424,3000010.0
2017,109,13,13,3,6,2427,1470290.0
2017,109,13,21,3,11,2421,2495987.0
2017,109,2,2,3,1,2467,300007.0
2017,109,3,3,3,4,2462,205615.0
2017,109,4,19,3,7,2466,355615.0
2017,109,6,17,3,5,2464,299249.0
2017,109,6,18,3,2,2468,400210.0
2017,109,7,7,3,3,2470,249924.0
2017,109,7,7,3,6,2465,100003.0
2017,109,10,10,3,6,2471,100000.0
2017,109,11,11,3,4,2463,201215.0
2017,109,12,20,3,2,2469,800000.0
2017,109,6,17,3,5,2080,3000004.0
2017,109,7,7,3,4,2081,2499963.0
2017,109,9,9,3,2,2079##2379,15011684.0
2017,109,11,11,3,4,2082,8001039.0
2017,109,6,18,3,2,2283,10000001.0
2017,109,6,17,3,5,2205,1500000.0
2017,109,7,7,3,3,2209,649993.0
2017,109,7,7,3,4,2207,217211.0
2017,109,7,7,3,6,2208,171531.0
2017,109,9,9,3,2,2210,4000132.0
2017,109,9,9,3,4,2201,1500048.0
2017,109,10,10,3,4,2203,290184.0
2017,109,10,10,3,6,2204,200041.0
2017,109,11,11,3,4,2202,1800128.0
2017,109,12,20,3,1,2497,357812.0
2017,109,4,19,3,7,2214,999969.0
2017,109,6,17,3,5,2218,717477.0
2017,109,6,18,3,2,2217,1033596.0
2017,109,7,7,3,3,2220,374302.0
2017,109,7,7,3,4,2221,327082.0
2017,109,7,7,3,6,2222,298657.0
2017,109,11,11,3,4,2215,1000001.0
2017,109,12,20,3,2,2213,248517.0
2017,109,6,17,3,1,2059,407613.0
2017,109,6,17,3,5,2058,700000.0
2017,109,3,3,3,4,2196,400137.0
2017,109,4,19,3,7,2193,400000.0
2017,109,6,17,3,5,2195,299884.0
2017,109,6,18,3,2,2192,300000.0
2017,109,7,7,3,3,2191,200005.0
2017,109,7,7,3,6,2194,400069.0
2017,109,3,3,3,4,2336,322102.0
2017,109,4,19,3,11,2335,1300001.0
2017,109,6,17,3,5,2084,750009.0
2017,109,6,18,3,2,2085,1671013.0
2017,109,7,7,3,3,2087,368936.0
2017,109,10,10,3,20,2090,111590.0
2017,109,10,10,3,6,2086##2334,660704.0
2017,109,11,11,3,4,2337,396027.0
2017,109,13,13,3,11,2089,946466.0
2017,109,2,2,3,1,2389,451124.0
2017,109,4,19,3,7,2388,450149.0
2017,109,6,17,3,5,2387,400003.0
2017,109,6,18,3,2,2391,999849.0
2017,109,7,7,3,4,2383,130005.0
2017,109,7,7,3,6,2393,106979.0
2017,109,9,9,3,2,2392,500000.0
2017,109,9,9,3,4,2384,505971.0
2017,109,10,10,3,4,2385,105984.0
2017,109,10,10,3,6,2390,137495.0
2017,109,11,11,3,4,2386,1000322.0
2017,109,7,7,3,3,2364,750000.0
2017,109,7,7,3,4,2363,599999.0
2017,109,7,7,3,6,2362,356171.0
2017,109,9,9,3,3,2358,300001.0
2017,109,9,9,3,4,2357,1600000.0
2017,109,11,11,3,4,2355,2000001.0
2017,109,12,20,3,1,2360,282519.0
2017,109,12,20,3,2,2361,750780.0
2017,109,12,20,3,7,2359,3250000.0
2017,109,7,7,3,3,2381,1034241.0
2017,109,11,11,3,13,2380,2010700.0
2017,109,11,11,3,4,2382,1193478.0
2017,109,2,2,3,1,2224,250016.0
2017,109,3,3,3,4,2225,416518.0
2017,109,4,19,3,7,2223,1140181.0
2017,109,6,17,3,5,2226,288286.0
2017,109,7,7,3,3,2228,398358.0
2017,109,7,7,3,4,2231,541819.0
2017,109,7,7,3,6,2232,384494.0
2017,109,11,11,3,3,2234,397633.0
2017,109,11,11,3,4,2235,1350657.0
2017,109,1,1,3,7,2345,500460.0
2017,109,7,7,3,3,2342,425553.0
2017,109,7,7,3,6,2343,250641.0
2017,109,10,10,3,11,2346,450000.0
2017,109,10,10,3,6,2347,250350.0
2017,109,11,11,3,4,2344,600270.0
2017,109,6,18,3,2,2366,2243835.0
2017,109,7,7,3,3,2365,300239.0
2017,109,7,7,3,4,2371,385789.0
2017,109,7,7,3,6,2367,185451.0
2017,109,9,9,3,4,2369,610307.0
2017,109,10,10,3,4,2370,146350.0
2017,109,11,11,3,4,2368,499577.0
2017,109,4,19,3,11,2291,1624137.0
2017,109,6,17,3,5,2349,560001.0
2017,109,6,18,3,2,2351##2288,3696495.0
2017,109,7,7,3,3,2353##2292,1781690.0
2017,109,7,7,3,4,2286,450000.0
2017,109,7,7,3,6,2350##2290,942839.0
2017,109,9,9,3,2,2352##2293,2699899.0
2017,109,9,9,3,3,2294,130001.0
2017,109,9,9,3,4,2348##2287,1774643.0
2017,109,11,11,3,11,2296,446796.0
2017,109,11,11,3,3,2298,300092.0
2017,109,11,11,3,4,2295,549967.0
2017,109,11,11,3,7,2297,500000.0
2017,109,4,19,3,11,2239,2500034.0
2017,109,7,7,3,3,2244,799786.0
2017,109,7,7,3,4,2240,1050001.0
2017,109,7,7,3,6,2238,397090.0
2017,109,7,7,3,7,2236,780753.0
2017,109,9,9,3,2,2243,2780430.0
2017,109,9,9,3,4,2241,924630.0
2017,109,11,11,3,4,2242,3249303.0
2017,109,11,11,3,7,2237,1746138.0
2017,109,12,20,3,2,2245,805376.0
2017,109,1,1,3,7,2248,250000.0
2017,109,3,3,3,4,2246,700060.0
2017,109,4,19,3,7,2249,2000819.0
2017,109,6,17,3,5,2247,1199901.0
2017,109,7,7,3,3,2263,1004070.0
2017,109,7,7,3,4,2262,500081.0
2017,109,7,7,3,6,2261,600025.0
2017,109,7,7,3,7,2260,600000.0
2017,109,9,9,3,2,2266,954945.0
2017,109,9,9,3,4,2265,1714553.0
2017,109,10,10,3,4,2254,1000074.0
2017,109,10,10,3,6,2255,599940.0
2017,109,11,11,3,4,2251,1549562.0
2017,109,11,11,3,7,2252,1250560.0
2017,109,12,20,3,2,2258,1300000.0
2017,109,12,20,3,7,2257,299999.0
2017,109,4,19,3,18,2319,674999.0
2017,109,4,19,3,7,2318,1000001.0
2017,109,6,17,3,5,2197,615852.0
2017,109,6,18,3,2,2321##2199,2633984.0
2017,109,7,7,3,3,2323,415160.0
2017,109,7,7,3,6,2324,105395.0
2017,109,11,11,3,4,2320##2198,1750882.0
2017,109,4,19,3,1,2500,1178434.0
2017,109,4,19,3,7,2499,923309.0
2017,109,6,17,3,5,2498,1000000.0
2017,109,11,11,3,4,2502,1111516.0
2017,109,6,18,3,2,2301,14751543.0
2017,109,9,9,3,3,2302,3577038.0
2017,109,9,9,3,4,2299,5999997.0
2017,109,12,20,3,1,2303,129357.0
2017,109,12,20,3,2,2354##2300,1095172.0
2017,109,3,3,3,4,2280,297388.0
2017,109,4,19,3,7,2279,391446.0
2017,109,10,10,3,4,2282,253622.0
2017,109,10,10,3,6,2285,198481.0
2017,109,11,11,3,4,2281,444264.0
2017,109,4,19,3,11,2455,1999989.0
2017,109,4,19,3,7,2454,1786246.0
2017,109,6,17,3,5,2450,3000000.0
2017,109,6,18,3,2,2451,1600042.0
2017,109,7,7,3,3,2452,810628.0
2017,109,11,11,3,4,2453,800000.0
2017,109,4,19,3,11,2158,850001.0
2017,109,6,17,3,5,2165,400298.0
2017,109,6,18,3,2,2166##2164,3603471.0
2017,109,7,7,3,3,2152,1000183.0
2017,109,9,9,3,2,2160,600037.0
2017,109,9,9,3,4,2161,400180.0
2017,109,10,10,3,11,2157,850001.0
2017,109,10,10,3,4,2155,450810.0
2017,109,10,10,3,6,2154,400180.0
2017,109,10,10,3,7,2156,450000.0
2017,109,11,11,3,4,2162,1000252.0
2017,109,4,19,3,11,2448,970051.0
2017,109,4,19,3,7,2440,1059981.0
2017,109,6,17,3,5,2439,700011.0
2017,109,6,18,3,2,2447,919912.0
2017,109,7,7,3,3,2445,460002.0
2017,109,9,9,3,4,2449,890000.0
2017,109,10,10,3,11,2444,400000.0
2017,109,10,10,3,4,2443,400000.0
2017,109,10,10,3,6,2442,1200005.0
2017,109,12,20,3,2,2446,2995664.0
2017,109,3,3,3,4,2482,396705.0
2017,109,7,7,3,3,2488,769999.0
2017,109,7,7,3,4,2489,480000.0
2017,109,7,7,3,6,2490,350000.0
2017,109,9,9,3,11,2486,300000.0
2017,109,9,9,3,4,2485,700014.0
2017,109,12,20,3,2,2483,1500000.0
2017,109,13,13,3,11,2495,250000.0
2017,109,13,13,3,2,2492,5663065.0
2017,109,13,13,3,4,2496,166813.0
2017,109,13,13,3,5,2493,154503.0
2017,109,13,13,3,6,2494,263864.0
2017,109,6,17,3,5,2117,556180.0
2017,109,7,7,3,3,2122,730794.0
2017,109,7,7,3,4,2119,795001.0
2017,109,7,7,3,6,2118,604786.0
2017,109,9,9,3,2,2121,2129998.0
2017,109,9,9,3,4,2120,1179986.0
2017,109,4,19,3,11,2131,1000340.0
2017,109,6,17,3,5,2124,250000.0
2017,109,6,18,3,2,2125,700000.0
2017,109,7,7,3,3,2127,1149914.0
2017,109,7,7,3,6,2126,299994.0
2017,109,10,10,3,12,2130,297570.0
2017,109,10,10,3,4,2123,200000.0
2017,109,10,10,3,6,2129,300000.0
2017,109,11,11,3,4,2132,950001.0
2017,109,13,13,3,7,2128,849996.0
2017,109,2,2,3,1,2103,400346.0
2017,109,6,17,3,5,2095,1100000.0
2017,109,6,18,3,2,2096,2300001.0
2017,109,7,7,3,3,2100,324505.0
2017,109,7,7,3,4,2101,277344.0
2017,109,7,7,3,6,2102,413808.0
2017,109,9,9,3,2,2093,500427.0
2017,109,9,9,3,4,2092,349998.0
2017,109,11,11,3,4,2097,294393.0
2017,109,4,19,3,11,2184,149998.0
2017,109,4,19,3,7,2183,112550.0
2017,109,6,17,3,5,2179,1931420.0
2017,109,6,18,3,2,2189,1924516.0
2017,109,7,7,3,3,2186,338331.0
2017,109,7,7,3,6,2187,149075.0
2017,109,9,9,3,2,2190,677050.0
2017,109,9,9,3,4,2178,959983.0
2017,109,10,10,3,11,2181,279024.0
2017,109,10,10,3,12,2188,133868.0
2017,109,10,10,3,6,2180,250009.0
2017,109,3,3,3,4,2176,578410.0
2017,109,4,19,3,7,2174,1000001.0
2017,109,6,17,3,5,2168,2500000.0
2017,109,6,18,3,2,2172,1500311.0
