FileName,WeekNumber,Year,weekNumber,LinktoDocument,Capturedon
Week_04__22_-_28_January_2024.pdf,4,2024,4,https://cbpfgms.github.io/pf-onebi-data/OEW04-2228012024.pdf,6/10/2024
Week_05__29_January_-_4_February_2024.pdf,5,2024,5,https://cbpfgms.github.io/pf-onebi-data/OEW05-290104022024.pdf,6/10/2024
Week_06__5_-_11_February_2024.pdf,6,2024,6,https://cbpfgms.github.io/pf-onebi-data/OEW06-0511022024.pdf,6/10/2024
Week_07__12_-_18_February_2024.pdf,7,2024,7,https://cbpfgms.github.io/pf-onebi-data/OEW07-1218022024.pdf,6/10/2024
Week_08__19_-_25_February_2024.pdf,8,2024,8,https://cbpfgms.github.io/pf-onebi-data/OEW08-1925022024.pdf,6/10/2024
Week_09__26_February_-_3_March_2024.pdf,9,2024,9,https://cbpfgms.github.io/pf-onebi-data/OEW09-260203032024.pdf,6/10/2024
Week_10__4_-_10_March_2024.pdf,10,2024,10,https://cbpfgms.github.io/pf-onebi-data/OEW10-0410032024.pdf,6/10/2024
Week_52__23_-_29_December_2024.pdf,52,2024,52,https://iris.who.int/bitstream/handle/10665/380021/OEW52-2329122024.pdf,3/20/2025
Week_31__28_July_to_4_August_2024.pdf,31,2024,31,https://cbpfgms.github.io/pf-onebi-data/OEW31-280704082024.pdf,3/27/2025
Week_32__5_to_11_August_2024.pdf,32,2024,32,https://cbpfgms.github.io/pf-onebi-data/OEW32-0511082024.pdf,3/27/2025
Week_33__12_to_18_July_2024.pdf,33,2024,33,https://cbpfgms.github.io/pf-onebi-data/OEW33-1218082024.pdf,3/27/2025
Week_34__19_-_25_August_2024.pdf,34,2024,34,https://cbpfgms.github.io/pf-onebi-data/OEW34-1925082024.pdf,3/27/2025
Week_35__26_August_-_1_September_2024.pdf,35,2024,35,https://cbpfgms.github.io/pf-onebi-data/OEW35-260801092024.pdf,3/27/2025
Week_36__2_-_8_September_2024.pdf,36,2024,36,https://iris.who.int/bitstream/handle/10665/379061/OEW36-0208092024.pdf,3/27/2025
Week_37__9_-_15_September_2024.pdf,37,2024,37,https://iris.who.int/bitstream/handle/10665/379064/OEW37-0915092024.pdf,3/27/2025
Week_38__16_to_22_September_2024.pdf,38,2024,38,https://iris.who.int/bitstream/handle/10665/379329/OEW38-1622092024.pdf,3/27/2025
Week_39__23_to_29_September_2024.pdf,39,2024,39,https://iris.who.int/bitstream/handle/10665/379330/OEW39-2329092024.pdf,3/27/2025
Week_40__30_September_to_6_October_2024.pdf,40,2024,40,https://iris.who.int/bitstream/handle/10665/379331/OEW40-300906102024.pdf,3/27/2025
Week_41__07_to_13_October_2024.pdf,41,2024,41,https://iris.who.int/bitstream/handle/10665/379426/OEW41-0713102024.pdf,3/27/2025
Week_42__14_-_20_October_2024.pdf,42,2024,42,https://iris.who.int/bitstream/handle/10665/379564/OEW42-1420102024.pdf,3/27/2025
Week_43__21_-_27_October_2024.pdf,43,2024,43,https://iris.who.int/bitstream/handle/10665/379565/OEW43-2127102024.pdf,3/27/2025
Week_44__28_October_-_03_November_2024.pdf,44,2024,44,https://iris.who.int/bitstream/handle/10665/379610/OEW44-281003112024.pdf,3/27/2025
Week_45__04_-_10_November_2024.pdf,45,2024,45,https://iris.who.int/bitstream/handle/10665/379630/OEW45-0410112024.pdf,3/27/2025
Week_46__11_-_17_November_2024.pdf,46,2024,46,https://iris.who.int/bitstream/handle/10665/379890/OEW46-1117112024.pdf,3/27/2025
Week_47__18_-_24_November_2024.pdf,47,2024,47,https://iris.who.int/bitstream/handle/10665/379891/OEW47-1824112024.pdf,3/27/2025
Week_48__November_-_1_December_2024.pdf,48,2024,48,https://iris.who.int/bitstream/handle/10665/379896/OEW48-25110122024.pdf.pdf,3/27/2025
Week_49__2_-_8_December_2024.pdf,49,2024,49,https://iris.who.int/bitstream/handle/10665/379897/OEW49-0208122024.pdf,3/27/2025
Week_50__9_-_15_December_2024.pdf,50,2024,50,https://iris.who.int/bitstream/handle/10665/380022/OEW50-0915122024.pdf,3/27/2025
Week_51__16_-_22_December_2024.pdf,51,2024,51,https://iris.who.int/bitstream/handle/10665/380020/OEW51-1622122024.pdf,3/27/2025
Week_11__11_-_17_March_2024.pdf,11,2024,11,https://cbpfgms.github.io/pf-onebi-data/OEW11-1117032024.pdf,3/27/2025
Week_12__18_-_24_March_2024.pdf,12,2024,12,https://cbpfgms.github.io/pf-onebi-data/OEW12-1824032024.pdf,3/27/2025
Week_13__25_-_31_March_2024.pdf,13,2024,13,https://cbpfgms.github.io/pf-onebi-data/OEW13-2531032024.pdf,3/27/2025
Week_14__1_-_7_April_2024.pdf,14,2024,14,https://cbpfgms.github.io/pf-onebi-data/OEW14-0107042024.pdf,3/27/2025
Week_15__08_-_14_April_2024.pdf,15,2024,15,https://cbpfgms.github.io/pf-onebi-data/OEW15-0814042024.pdf,3/27/2025
Week_16__15_-_21_April_2024.pdf,16,2024,16,https://cbpfgms.github.io/pf-onebi-data/OEW16-1521042024.pdf,3/27/2025
Week_17__22_-_28_April_2024.pdf,17,2024,17,https://cbpfgms.github.io/pf-onebi-data/OEW17-2228042024.pdf,3/27/2025
Week_18__29_April_to_05_May_2024.pdf,18,2024,18,https://cbpfgms.github.io/pf-onebi-data/OEW18-290405052024.pdf,3/27/2025
Week_19__06_to_12_May_2024.pdf,19,2024,19,https://cbpfgms.github.io/pf-onebi-data/OEW19-0612052024.pdf,3/27/2025
Week_20__13_to_19_May_2024.pdf,20,2024,20,https://cbpfgms.github.io/pf-onebi-data/OEW20-1319052024.pdf,3/27/2025
Week_21__20_-_26_May_2024.pdf,21,2024,21,https://cbpfgms.github.io/pf-onebi-data/OEW21-2026052024.pdf,3/27/2025
Week_22__27_May_-_2_June_2024.pdf,22,2024,22,https://cbpfgms.github.io/pf-onebi-data/OEW22-270502062024.pdf,3/27/2025
Week_23__3_-_9_June_2024.pdf,23,2024,23,https://cbpfgms.github.io/pf-onebi-data/OEW23-0309062024.pdf,3/27/2025
Week_24__10_-_16_June_2024.pdf,24,2024,24,https://cbpfgms.github.io/pf-onebi-data/OEW24-1016062024.pdf,3/27/2025
Week_25__17_to_23_June_2024.pdf,25,2024,25,https://cbpfgms.github.io/pf-onebi-data/wekk25.pdf,3/27/2025
Week_26__24_to_30_June_2024.pdf,26,2024,26,https://cbpfgms.github.io/pf-onebi-data/week26.pdf,3/27/2025
Week_27__1_-_7_July_2024.pdf,27,2024,27,https://cbpfgms.github.io/pf-onebi-data/week27.pdf,3/27/2025
Week_28__8_-_14_July_2024.pdf,28,2024,28,https://cbpfgms.github.io/pf-onebi-data/OEW28-0814072024.pdf,3/27/2025
Week_29__15_to_21_July_2024.pdf,29,2024,29,https://cbpfgms.github.io/pf-onebi-data/OEW29-1521072024.pdf,3/27/2025
Week_30__22_to_28_July_2024.pdf,30,2024,30,https://cbpfgms.github.io/pf-onebi-data/OEW30-2228072024.pdf,3/27/2025
Week_1__30_December_2025_-_5_January_2025.pdf,1,2025,1,https://iris.who.int/bitstream/handle/10665/380021/OEW52-2329122024.pdf,3/27/2025
Week_2__6_-_12_January_2025.pdf,2,2025,2,https://iris.who.int/bitstream/handle/10665/380021/OEW52-2329122024.pdf,3/27/2025
Week_3__13_-_19_January_2025.pdf,3,2025,3,https://iris.who.int/bitstream/handle/10665/380021/OEW52-2329122024.pdf,3/27/2025
Week_4__20_-_26_January_2025.pdf,4,2025,4,https://iris.who.int/bitstream/handle/10665/380354/OEW4-2026012025.pdf,3/27/2025
Week_05__27_January_-_02_February_2025.pdf,5,2025,5,https://iris.who.int/bitstream/handle/10665/380374/OEW5-2702012025.pdf,2025-03-27
Week_06__03_-_09_February_2025.pdf,6,2025,6,https://iris.who.int/bitstream/handle/10665/380476/OEW6-0309022025.pdf,2025-03-27
Week_07__10_-_16_February_2025.pdf,7,2025,7,https://iris.who.int/bitstream/handle/10665/380529/OEW7-1016022025.pdf,2025-03-27
Week_8__17_-_23_February_2025.pdf,8,2025,8,https://iris.who.int/bitstream/handle/10665/380661/OEW8-1723022025.pdf,2025-03-27
Week_9__24_February_-_2_March_2025.pdf,9,2025,9,https://iris.who.int/bitstream/handle/10665/380693/OEW9-240202032025.pdf,2025-03-27
Week_10__3_-_9_March_2025.pdf,10,2025,10,https://iris.who.int/bitstream/handle/10665/380773/OEW10-0309032025.pdf,2025-03-27
Week_11__10_-_16_March_2025.pdf,11,2025,11,https://iris.who.int/bitstream/handle/10665/380854/OEW11-1016032025.pdf,2025-03-27
Week_12__17_-_23_March_2025.pdf,12,2025,12,https://iris.who.int/bitstream/handle/10665/380897/OEW12-1723032025.pdf,2025-03-27
Week_13__24_-_30_March_2025.pdf,13,2025,13,https://iris.who.int/bitstream/handle/10665/381014/OEW13-2420032025.pdf,2025-04-23
Week_14__31_March_-_06_April_2025.pdf,14,2025,14,https://iris.who.int/bitstream/handle/10665/381062/OEW14-310306042025.pdf,2025-04-23
Week_15__7_-_13_April_2025.pdf,15,2025,15,https://iris.who.int/bitstream/handle/10665/381104/OEW15-0713042025.pdf,2025-04-23
Week_16__14_-_20_April_2025.pdf,16,2025,16,https://iris.who.int/bitstream/handle/10665/381235/OEW16-1420042025.pdf,2025-06-20
Week_17__21_-_27_April_2025.pdf,17,2025,17,https://iris.who.int/bitstream/handle/10665/381403/OEW17-2127052025.pdf,2025-06-20
Week_18__28_April_-_04_May_2025.pdf,18,2025,18,https://iris.who.int/bitstream/handle/10665/381600/OEW18-280404052025.pdf,2025-06-20
Week_19__05_-_11_May_2025.pdf,19,2025,19,https://iris.who.int/bitstream/handle/10665/381601/OEW19-0511052025.pdf,2025-06-20
Week_20__12_-_18_May_2025.pdf,20,2025,20,https://iris.who.int/bitstream/handle/10665/381646/OEW20-1218052025.pdf,2025-06-20
Week_21__19_-_25_May_2025.pdf,21,2025,21,https://iris.who.int/bitstream/handle/10665/381647/OEW21-1925052025.pdf,2025-06-20
Week_22__26_May_-_01_June_2025.pdf,22,2025,22,https://iris.who.int/bitstream/handle/10665/381648/OEW22-260501062025.pdf,2025-06-20
Week_23__2_to_8_June_2025.pdf,23,2025,23,https://iris.who.int/bitstream/handle/10665/381648/OEW22-260501062025.pdf,2025-08-04
Week_24__09_to_15_June_2025.pdf,24,2025,24,https://iris.who.int/bitstream/handle/10665/381856/OEW24-0915062025.pdf,2025-08-04
Week_25__16_to_22_June_2025.pdf,25,2025,25,https://iris.who.int/bitstream/handle/10665/381871/OEW25-1622062025.pdf,2025-08-04
Week_26__23_to_29_June_2025.pdf,26,2025,26,https://iris.who.int/bitstream/handle/10665/381955/OEW26-2329062025.pdf,2025-08-04
Week_27__30_June_-_6_July_2025.pdf,27,2025,27,https://reliefweb.int/attachments/325cbc55-ac04-5a5c-9b67-3530592dc0e8/OEW27-300606072025.pdf,2025-08-04
Week_28__7_-_13_July_2025.pdf,28,2025,28,https://iris.who.int/bitstream/handle/10665/382020/OEW28-0713072025.pdf,2025-08-04
Week_29__14_-_20_July_2025.pdf,29,2025,29,https://iris.who.int/bitstream/handle/10665/382299/OEW29-1420072025.pdf,2025-09-10
Week_30__21_to_27_July_2025.pdf,30,2025,30,https://iris.who.int/bitstream/handle/10665/382471/OEW30-27072025.pdf,2025-09-10
Week_31__28_July_-_03_August_2025.pdf,31,2025,31,https://iris.who.int/bitstream/handle/10665/382467/OEW31-280703082025.pdf,2025-09-10
Week_32__4_to_10_August_2025.pdf,32,2025,32,https://iris.who.int/bitstream/handle/10665/382555/OEW32-0410082025.pdf,2025-09-10
Week_33__11_to_17_August_2025.pdf,33,2025,33,https://iris.who.int/bitstream/handle/10665/382556/OEW33-1117082025.pdf,2025-09-10
Week_34__August_18_to_24_2025.pdf,34,2025,34,http://cbpfgms.github.io/pf-onebi-data/OEW34-1824082025.pdf,2025-09-25
Week_35__25_to_31_August_2025.pdf,35,2025,35,https://cbpfgms.github.io/pf-onebi-data/OEW35-2531082025.pdf,2025-09-25
Week_36__1_to_7_September_2025.pdf,36,2025,36,https://cbpfgms.github.io/pf-onebi-data/OEW36-2025.pdf,2025-10-15
Week_37__8_to_14_September_2025.pdf,37,2025,37,https://cbpfgms.github.io/pf-onebi-data/OEW37-0814092025.pdf,2025-10-15
Week_1__29_December_to_4_January_2026.pdf,1,2026,1,https://cbpfgms.github.io/pf-onebi-data/OEW01-2912202504012026.pdf,2026-02-16
Week_2__5_to_11_January_2026.pdf,2,2026,2,https://cbpfgms.github.io/pf-onebi-data/OEW02-0511012026.pdf,2026-02-16
